epoch,optimization_train_loss,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,split_seed,representation,requested_duration_ms,actual_duration_ms,n_time_bins
1,2.496109223215835,2.4886854959483915,0.1030113297555158,2.4910380045572915,0.09791666666666667,0.08928571428571429,0.023581336696090794,11,raw_timestep,15.625,15.625,256
2,2.487180645860716,2.483567435786409,0.08333333333333333,2.4860393433343795,0.08333333333333333,0.08928571428571429,0.01366120218579235,11,raw_timestep,15.625,15.625,256
3,2.48251159386065,2.479183332975056,0.08716525722339676,2.481971332005092,0.08333333333333333,0.08928571428571429,0.013736263736263736,11,raw_timestep,15.625,15.625,256
4,2.4780025697104335,2.4745704442949914,0.1480901204738414,2.4777722585768926,0.12648809523809523,0.13690476190476192,0.0619697382151445,11,raw_timestep,15.625,15.625,256
5,2.473434091863892,2.4700673581169337,0.1391279908721769,2.473988896324521,0.09756944444444444,0.10714285714285714,0.032513429459994345,11,raw_timestep,15.625,15.625,256
6,2.468450317342826,2.4650277191737913,0.1313802476593174,2.4699828738258,0.11180555555555556,0.125,0.048567445626269155,11,raw_timestep,15.625,15.625,256
7,2.465000659414807,2.459606322602406,0.09676499211382932,2.4655419304257347,0.11145833333333333,0.125,0.044329251496256224,11,raw_timestep,15.625,15.625,256
8,2.4591730605631255,2.4546477279823034,0.08712121212121211,2.461618105570475,0.11041666666666666,0.125,0.05100206307102859,11,raw_timestep,15.625,15.625,256
9,2.453907802669757,2.4492466444739254,0.16331084935736098,2.4603794642857144,0.16215277777777778,0.17857142857142858,0.08467949263814378,11,raw_timestep,15.625,15.625,256
10,2.4485015934118435,2.443603579603151,0.18409384543105475,2.4564342498779297,0.15848214285714288,0.17261904761904762,0.07745989642541368,11,raw_timestep,15.625,15.625,256
11,2.4426781476418675,2.43748115843447,0.17233170576193832,2.4529114223661876,0.14360119047619047,0.16071428571428573,0.07358452202202202,11,raw_timestep,15.625,15.625,256
12,2.436213432867822,2.430038420159362,0.17873082989362057,2.447661626906622,0.1681547619047619,0.18452380952380953,0.07494212962962964,11,raw_timestep,15.625,15.625,256
13,2.4285159695823237,2.421976885205795,0.19057686499546964,2.4433415730794272,0.21726190476190477,0.23214285714285715,0.12968708500017798,11,raw_timestep,15.625,15.625,256
14,2.4194883325564787,2.411875294939277,0.19396624047786837,2.435613359723772,0.17633928571428573,0.19642857142857142,0.09582525839793282,11,raw_timestep,15.625,15.625,256
15,2.4108285279144033,2.4002064319026797,0.20581856773717241,2.42630250113351,0.1800595238095238,0.19642857142857142,0.08705196542483883,11,raw_timestep,15.625,15.625,256
16,2.3975264131398073,2.387115718433692,0.20417631464143093,2.418582870846703,0.15625,0.16666666666666666,0.08104693486590038,11,raw_timestep,15.625,15.625,256
17,2.383278669801148,2.3713790925543763,0.24360263313751684,2.4076541718982516,0.20089285714285712,0.21428571428571427,0.11196996801647964,11,raw_timestep,15.625,15.625,256
18,2.366892996574098,2.351886453368629,0.2204813919930199,2.3930540538969494,0.1949404761904762,0.20833333333333334,0.10445049405122002,11,raw_timestep,15.625,15.625,256
19,2.3458767042220012,2.3298602793951453,0.22250327192187658,2.377269835699172,0.17708333333333334,0.19047619047619047,0.09316808295435342,11,raw_timestep,15.625,15.625,256
20,2.322600114270576,2.3053091117171123,0.23162621999831304,2.358615829831078,0.20833333333333334,0.2261904761904762,0.11732187354622377,11,raw_timestep,15.625,15.625,256
21,2.299054037350029,2.278504377641018,0.24451722373234,2.342760994320824,0.20535714285714288,0.22023809523809523,0.1333683901817518,11,raw_timestep,15.625,15.625,256
22,2.272453833925899,2.2494051471446297,0.26263737877109966,2.324916203816732,0.18526785714285712,0.19642857142857142,0.10313768918420081,11,raw_timestep,15.625,15.625,256
23,2.2445874579047755,2.2209841330346323,0.2424756567198428,2.295247032528832,0.19957646520146521,0.21428571428571427,0.1241947539617535,11,raw_timestep,15.625,15.625,256
24,2.2158818794746318,2.1923842520084023,0.29336523740593506,2.2862132844470797,0.1956845238095238,0.20833333333333334,0.12650252525252523,11,raw_timestep,15.625,15.625,256
25,2.1936852926978023,2.1646580006341516,0.26333769589583544,2.26801145644415,0.16964285714285712,0.17857142857142858,0.09582293959403276,11,raw_timestep,15.625,15.625,256
26,2.1628066913636728,2.1354307738490075,0.26641589868334054,2.252427419026693,0.2120535714285714,0.2261904761904762,0.1402503356174032,11,raw_timestep,15.625,15.625,256
27,2.1294499050896123,2.1100222589584767,0.28512209166278935,2.232651574271066,0.24423076923076925,0.25595238095238093,0.19268077497468575,11,raw_timestep,15.625,15.625,256
28,2.10802070549699,2.082785200522881,0.30664871871267224,2.2228605179559615,0.21296932234432234,0.2261904761904762,0.16029970196679288,11,raw_timestep,15.625,15.625,256
29,2.0921464336243316,2.060074044473516,0.3063741652404443,2.210616111755371,0.22470238095238093,0.23809523809523808,0.1565004202418586,11,raw_timestep,15.625,15.625,256
30,2.068275905005337,2.0391627937492833,0.3036951233172163,2.194490114847819,0.22859432234432234,0.24404761904761904,0.18625272542423707,11,raw_timestep,15.625,15.625,256
31,2.036746122052335,2.0179442319730043,0.3196554754694289,2.198267800467355,0.20433836996336996,0.21428571428571427,0.1616892656249617,11,raw_timestep,15.625,15.625,256
32,2.017502081968999,1.997790746468918,0.3164018518669682,2.172774451119559,0.23278388278388276,0.24404761904761904,0.19081495320692032,11,raw_timestep,15.625,15.625,256
33,2.002036353077279,1.9780737279096239,0.3223111570495291,2.1789429074242,0.21817765567765565,0.23214285714285715,0.16433110169153506,11,raw_timestep,15.625,15.625,256
34,1.9732804655778833,1.9590022888823375,0.33478656094935166,2.157765206836519,0.21354166666666666,0.2261904761904762,0.16433310754547314,11,raw_timestep,15.625,15.625,256
35,1.9589400266451407,1.9390993258238338,0.33368590955800254,2.1631822131928944,0.2149267399267399,0.2261904761904762,0.19526153951940542,11,raw_timestep,15.625,15.625,256
36,1.9379200230604448,1.92093168214682,0.33449668097197166,2.1491121564592635,0.22127594627594627,0.23214285714285715,0.1875434533971119,11,raw_timestep,15.625,15.625,256
37,1.921164585609356,1.9044891773279857,0.34649529664064543,2.141176950363886,0.2079326923076923,0.22023809523809523,0.18551310551310551,11,raw_timestep,15.625,15.625,256
38,1.9072005518827297,1.8911929340482507,0.3561447745677397,2.1342304320562455,0.2062728937728938,0.22023809523809523,0.19106752385823697,11,raw_timestep,15.625,15.625,256
39,1.893793149064422,1.8755633756049774,0.3379035989501105,2.136310577392578,0.21881105006105006,0.23214285714285715,0.18310653822794723,11,raw_timestep,15.625,15.625,256
40,1.8843123382992215,1.8622142223941955,0.3471525946816645,2.1258819216773626,0.19677197802197802,0.20833333333333334,0.16109747512186537,11,raw_timestep,15.625,15.625,256
41,1.8671460569029834,1.8507115266108163,0.3428594797417472,2.1263365972609747,0.19666132478632478,0.20833333333333334,0.18616285126602963,11,raw_timestep,15.625,15.625,256
42,1.854712823401957,1.8374875786419436,0.36101199502362286,2.1308584667387462,0.2018696581196581,0.21428571428571427,0.18418625603408212,11,raw_timestep,15.625,15.625,256
43,1.8385305694564082,1.8229265832801036,0.36258156563389116,2.115233058021182,0.18412316849816848,0.19642857142857142,0.164704263099338,11,raw_timestep,15.625,15.625,256
44,1.8258280194280532,1.8145044594690736,0.34990993624714556,2.117984408424014,0.21937957875457878,0.23214285714285715,0.18238586330691595,11,raw_timestep,15.625,15.625,256
45,1.8168808591690704,1.802671340526525,0.3917041697564953,2.108712695893787,0.20831807081807077,0.22023809523809523,0.1990478724910061,11,raw_timestep,15.625,15.625,256
46,1.8087670518167365,1.7925942538919188,0.3763775781581014,2.11097898937407,0.2186965811965812,0.23214285714285715,0.19542448849838787,11,raw_timestep,15.625,15.625,256
47,1.795586399562204,1.7805367555758238,0.35762723379002453,2.104953130086263,0.18738553113553114,0.20238095238095238,0.16457636915271,11,raw_timestep,15.625,15.625,256
48,1.79069647474109,1.7699379431126752,0.40572194158676717,2.1033348810105097,0.1894459706959707,0.20238095238095238,0.17045364906673224,11,raw_timestep,15.625,15.625,256
49,1.7892001697352347,1.7657670634847518,0.3871421836901488,2.0990827197120305,0.2007287851037851,0.21428571428571427,0.1854264986207151,11,raw_timestep,15.625,15.625,256
50,1.7741223931062646,1.7672903832649536,0.3688791182977229,2.1241481871831986,0.1956845238095238,0.20833333333333334,0.16527263710633308,11,raw_timestep,15.625,15.625,256
51,1.761046658022099,1.7479575934899927,0.3971023879090739,2.0902155467442105,0.18847680097680097,0.20238095238095238,0.17210119407154112,11,raw_timestep,15.625,15.625,256
52,1.7502700412798229,1.7381046383135974,0.38569325048249464,2.1020647230602445,0.20421245421245424,0.22023809523809523,0.18384909469586885,11,raw_timestep,15.625,15.625,256
1,2.4971868347072,2.4872845983605214,0.10174418604651163,2.489494868687221,0.09305555555555556,0.08928571428571429,0.02201213818860878,11,fixed_100ms,100.0,93.75,43
2,2.4848841106366812,2.4794523770954124,0.08541666666666665,2.4830675579252697,0.08333333333333333,0.08928571428571429,0.01366120218579235,11,fixed_100ms,100.0,93.75,43
3,2.477362512292602,2.4715867432408363,0.0896530459030459,2.4765634536743164,0.08974358974358974,0.09523809523809523,0.024923265807243706,11,fixed_100ms,100.0,93.75,43
4,2.4689421273877286,2.4621848020413637,0.18575474825474825,2.469089689708891,0.13351648351648351,0.14285714285714285,0.08800923822504923,11,fixed_100ms,100.0,93.75,43
5,2.4589341876391844,2.4509046702514903,0.14143058038406872,2.460575285412016,0.12331349206349206,0.13690476190476192,0.06303774617253309,11,fixed_100ms,100.0,93.75,43
6,2.4462928736984604,2.436914056102185,0.1365377193865566,2.450068155924479,0.1538690476190476,0.17261904761904762,0.07601911976911976,11,fixed_100ms,100.0,93.75,43
7,2.434628958971995,2.4206714750085987,0.1294045102184637,2.4380039941696894,0.17926587301587302,0.19642857142857142,0.09193287243975605,11,fixed_100ms,100.0,93.75,43
8,2.4163226766406365,2.4027498833038523,0.16763356152891037,2.4257709866478327,0.18601190476190477,0.20238095238095238,0.09752419955323903,11,fixed_100ms,100.0,93.75,43
9,2.3988651039715334,2.3826916132832974,0.21139551662807476,2.4167453220912387,0.16666666666666666,0.17857142857142858,0.08995211607541805,11,fixed_100ms,100.0,93.75,43
10,2.375242459699043,2.354683402199415,0.20982247726433775,2.392941020783924,0.1875,0.20238095238095238,0.09788654060066741,11,fixed_100ms,100.0,93.75,43
11,2.3451631174147503,2.323266963039054,0.22255151179569788,2.3698684601556685,0.19196428571428573,0.20833333333333334,0.11695068216807347,11,fixed_100ms,100.0,93.75,43
12,2.31458193950933,2.286343556530071,0.2526909516735098,2.342399415515718,0.20135073260073258,0.21428571428571427,0.132017753961488,11,fixed_100ms,100.0,93.75,43
13,2.273669775676927,2.2439909001316414,0.2682223260711633,2.313550131661551,0.1964285714285714,0.20833333333333334,0.1271707510210886,11,fixed_100ms,100.0,93.75,43
14,2.2303716541586183,2.1991435196914515,0.24976611880681646,2.2804242088681175,0.203125,0.22023809523809523,0.12979774968655888,11,fixed_100ms,100.0,93.75,43
15,2.1918425010185323,2.155848369158539,0.2798228083111804,2.2488693509783064,0.18898809523809523,0.20238095238095238,0.1199446466385769,11,fixed_100ms,100.0,93.75,43
16,2.1472790586123676,2.1131289500110553,0.3003786575007505,2.2196668897356306,0.21726190476190474,0.23214285714285715,0.15272764138462866,11,fixed_100ms,100.0,93.75,43
17,2.10332702890632,2.0718973507671237,0.33354441537581075,2.2080957776024226,0.2643696581196581,0.27976190476190477,0.20904890573276716,11,fixed_100ms,100.0,93.75,43
18,2.062977678870755,2.02904596868551,0.3271945514678073,2.1767567225864957,0.26585775335775336,0.27976190476190477,0.2112952010222716,11,fixed_100ms,100.0,93.75,43
19,2.021247668836102,1.9912406233621593,0.35004378434610994,2.165820212591262,0.2257936507936508,0.24404761904761904,0.18803905451704975,11,fixed_100ms,100.0,93.75,43
20,1.9809678590522621,1.9557627711905874,0.35070965190877984,2.133362270536877,0.2723824786324786,0.2916666666666667,0.22468347928874244,11,fixed_100ms,100.0,93.75,43
21,1.951196884209255,1.9213268511950095,0.3723266196013289,2.1449857439313615,0.2433035714285714,0.25595238095238093,0.18095082799760975,11,fixed_100ms,100.0,93.75,43
22,1.9161462828798115,1.8829775556328412,0.3735480364840829,2.112772896176293,0.23266178266178264,0.25,0.20136900915663528,11,fixed_100ms,100.0,93.75,43
23,1.8822134580752135,1.8535111465294156,0.3870103468577306,2.1025268917992,0.22871642246642246,0.24404761904761904,0.2021120736854423,11,fixed_100ms,100.0,93.75,43
24,1.8501630554159232,1.8236636275765281,0.39779827348868046,2.087968099684942,0.22699557387057387,0.24404761904761904,0.19397618452468654,11,fixed_100ms,100.0,93.75,43
25,1.8327574929851156,1.8037021245096714,0.393999185568953,2.09029415675572,0.24702380952380953,0.2619047619047619,0.18967344726759428,11,fixed_100ms,100.0,93.75,43
26,1.8072117801982153,1.7809798282647282,0.39027426759984896,2.070587385268438,0.26099664224664226,0.27976190476190477,0.22684971306885302,11,fixed_100ms,100.0,93.75,43
27,1.775104913321681,1.7521601662945698,0.42517158654513304,2.0670531136648997,0.21022970085470086,0.2261904761904762,0.18073832641072654,11,fixed_100ms,100.0,93.75,43
28,1.754950558614431,1.7292516456460052,0.4393175653350072,2.0614521389915827,0.2087912087912088,0.2261904761904762,0.18799407432774573,11,fixed_100ms,100.0,93.75,43
29,1.7353277786222894,1.7118816735609523,0.4159950138511184,2.0440665653773715,0.2458829365079365,0.2619047619047619,0.19437262084320905,11,fixed_100ms,100.0,93.75,43
30,1.7182399789242375,1.690760222620934,0.43336433049369094,2.0472696849278043,0.25662011599511597,0.27380952380952384,0.2339456996502837,11,fixed_100ms,100.0,93.75,43
31,1.688461881263701,1.6724212774440677,0.441701831999797,2.029418627421061,0.24817612942612943,0.26785714285714285,0.22889295630353504,11,fixed_100ms,100.0,93.75,43
32,1.6707177577028733,1.6460254437268655,0.47694307643435546,2.0304693494524275,0.24353632478632478,0.2619047619047619,0.21617636058425535,11,fixed_100ms,100.0,93.75,43
33,1.6511692238553766,1.6302874823036433,0.44964806836173116,2.016915412176223,0.26823870573870573,0.2857142857142857,0.24633374469851452,11,fixed_100ms,100.0,93.75,43
34,1.6291574009809353,1.6094177853886187,0.4904993829412434,2.012938998994373,0.2805059523809524,0.2976190476190476,0.25357229369856704,11,fixed_100ms,100.0,93.75,43
35,1.6165171396807305,1.5901736693312287,0.4837125545337755,2.006414050147647,0.2533234126984127,0.27380952380952384,0.22910844571461633,11,fixed_100ms,100.0,93.75,43
36,1.590075256939454,1.5730138654728856,0.5008132737783901,2.003506206330799,0.23759920634920637,0.25595238095238093,0.212000962000962,11,fixed_100ms,100.0,93.75,43
37,1.5754017632462443,1.5570356421000802,0.5218885969249342,1.9917813255673362,0.27232142857142855,0.2916666666666667,0.252153271890114,11,fixed_100ms,100.0,93.75,43
38,1.5613206502526562,1.5380285650929064,0.5354494722227281,1.9887467338925315,0.2738095238095238,0.2916666666666667,0.2552881719056302,11,fixed_100ms,100.0,93.75,43
39,1.54585869357271,1.5261890403379683,0.4911185393016788,1.9869865689958846,0.259672619047619,0.27976190476190477,0.2213731223074434,11,fixed_100ms,100.0,93.75,43
40,1.5331937699447888,1.5091481318763718,0.5281931922920294,1.9725359962100075,0.2619047619047619,0.27976190476190477,0.23841838204260804,11,fixed_100ms,100.0,93.75,43
41,1.5127079781746215,1.4937260705719955,0.5187911292562456,1.9818233308337985,0.28617216117216115,0.30357142857142855,0.26992275881190947,11,fixed_100ms,100.0,93.75,43
42,1.5034937666147261,1.4774063878089376,0.5291734659467217,1.971412840343657,0.25952380952380955,0.27976190476190477,0.2488004442398449,11,fixed_100ms,100.0,93.75,43
43,1.4788144087141666,1.4617536852694657,0.5241443004887772,1.9694203422183083,0.28369200244200243,0.30357142857142855,0.26225054064208525,11,fixed_100ms,100.0,93.75,43
44,1.466925597040908,1.4480422717720207,0.5298034574197364,1.9575761159261067,0.2738095238095238,0.2857142857142857,0.24942403218265288,11,fixed_100ms,100.0,93.75,43
45,1.4511287067421328,1.432902082207318,0.5588597104585478,1.9582401457287015,0.2749732905982906,0.2857142857142857,0.2640287666550077,11,fixed_100ms,100.0,93.75,43
46,1.4429696973264843,1.4193365388946213,0.5509557885284629,1.9470313844226657,0.30502136752136755,0.32142857142857145,0.28554422689652875,11,fixed_100ms,100.0,93.75,43
47,1.4219410724359989,1.4055388588575448,0.5474710315916712,1.9542553311302548,0.27132936507936506,0.2857142857142857,0.2514029714857872,11,fixed_100ms,100.0,93.75,43
48,1.4138407167398706,1.3921584123335544,0.575650585316283,1.9401212419782365,0.29811507936507936,0.30952380952380953,0.2796948414988067,11,fixed_100ms,100.0,93.75,43
49,1.4080547324266575,1.3789746586381764,0.5671362773470332,1.9411392211914062,0.30503281440781443,0.32142857142857145,0.29601523294808224,11,fixed_100ms,100.0,93.75,43
50,1.384593393567723,1.3675829009689875,0.5618024741207882,1.9500618889218284,0.28174603174603174,0.2976190476190476,0.25997414873160823,11,fixed_100ms,100.0,93.75,43
51,1.364717413544405,1.3511731129772258,0.5856297737111692,1.9296960830688477,0.30576541514041516,0.32142857142857145,0.28876156912462286,11,fixed_100ms,100.0,93.75,43
52,1.3507012566180598,1.3417116800944011,0.5706617769844514,1.942232994806199,0.29849664224664224,0.30952380952380953,0.2893497261800533,11,fixed_100ms,100.0,93.75,43
53,1.3397007483356405,1.320042512201913,0.5794117224349783,1.9217317217872256,0.29786706349206354,0.31547619047619047,0.279996584996585,11,fixed_100ms,100.0,93.75,43
54,1.3248584837783557,1.3049795042793706,0.5930045464565814,1.916278566632952,0.30760073260073256,0.32142857142857145,0.298356574409206,11,fixed_100ms,100.0,93.75,43
55,1.3099309843291276,1.2917038219779793,0.5937514982573122,1.9151068187895275,0.30427731990231993,0.32142857142857145,0.28079030623185375,11,fixed_100ms,100.0,93.75,43
56,1.3106099559576005,1.2780644638733294,0.6097154303549653,1.9085610253470284,0.2738095238095238,0.2857142857142857,0.2620452541285874,11,fixed_100ms,100.0,93.75,43
57,1.2951923586287588,1.2754502526369236,0.5716591740937671,1.9206484840029763,0.2867177960927961,0.30357142857142855,0.2757337934288558,11,fixed_100ms,100.0,93.75,43
58,1.2706337709846736,1.268357482846178,0.6050130402237961,1.9065911429268974,0.300843253968254,0.30952380952380953,0.28028042863569175,11,fixed_100ms,100.0,93.75,43
59,1.2814886687436693,1.2425941611235995,0.6184900685990803,1.8988922664097376,0.33936965811965814,0.35714285714285715,0.3303624041837984,11,fixed_100ms,100.0,93.75,43
60,1.252440132435013,1.2345930935201905,0.6090669024171932,1.9011294955299014,0.3117063492063492,0.3273809523809524,0.2966146580705241,11,fixed_100ms,100.0,93.75,43
61,1.2402297193399265,1.2195244635176108,0.6208200545046476,1.889897074018206,0.3265491452991453,0.34523809523809523,0.31029680845857316,11,fixed_100ms,100.0,93.75,43
62,1.2217676574579075,1.2037858783074145,0.6261327999336721,1.8797395342872256,0.2928571428571428,0.30952380952380953,0.2819844654327413,11,fixed_100ms,100.0,93.75,43
63,1.2066447554894213,1.1974354230132993,0.6305262827428525,1.888802210489909,0.31662851037851036,0.3333333333333333,0.3039839387234668,11,fixed_100ms,100.0,93.75,43
64,1.1947770201185215,1.1811728167583857,0.6393816715401018,1.8725155421665736,0.3242788461538461,0.3392857142857143,0.3217696608574699,11,fixed_100ms,100.0,93.75,43
65,1.1880591154348425,1.1648501110276837,0.6320934858362185,1.870079857962472,0.32700702075702076,0.34523809523809523,0.31780432918363954,11,fixed_100ms,100.0,93.75,43
