representation,mean_test_ba_gain,sd_test_ba_gain,mean_val_ba_gain,sd_val_ba_gain
fixed_100ms,-0.023424254122783594,0.04549998857346903,0.047077388197744194,0.05242565425233466
fixed_250ms,-0.06667092711210357,0.08774460802919609,0.015675430878604225,0.05913597727322086
fixed_500ms,-0.04061153715565482,0.041608007791861926,0.04324584714677594,0.04692173894163391
raw_timestep,0.006299668468786096,0.051959833414969125,0.105898446310598,0.07232794673501489
relative_10bin,-0.12578408655614537,0.05315213163030007,-0.06349969396215534,0.08362735767178081
