recipe,complexity,mean_val_balanced_accuracy,sd_val_balanced_accuracy,sem_val_balanced_accuracy,mean_delta_vs_ce_only,nonnegative_seed_count,eligible
progress,1,0.5522077922077923,0.014173321755532462,0.006338502182469448,0.013765031265031324,4,True
progress_sticky,2,0.5495670995670995,0.011959462394356463,0.005348434177626689,0.011124338624338658,3,False
progress_sticky_confidence,3,0.5583056758056758,0.014833054982410433,0.006633543850932335,0.019862914862914895,5,True
