condition,seed,accuracy,balanced_accuracy,loss,macro_f1,n_samples,replicate
reg_ordered,11,0.5068493150684932,0.504235347985348,3.03297704123057,0.4915198529501055,146,0
reg_ordered,11,0.5136986301369864,0.5101877289377289,3.0143058416415514,0.49945279905382095,146,1
reg_ordered,11,0.4931506849315068,0.4918727106227106,3.0247168150472095,0.47668593801630216,146,2
reg_ordered,11,0.5068493150684932,0.5016199078699078,3.0311455815206765,0.4873359607806409,146,3
reg_ordered,11,0.4794520547945205,0.47542735042735035,3.0731629710067647,0.4649878831300853,146,4
reg_ordered,23,0.541095890410959,0.5321581196581197,2.7040259078434223,0.5286742904734896,146,0
reg_ordered,23,0.5273972602739726,0.5202533577533578,2.6857226138877492,0.5175784968949507,146,1
reg_ordered,23,0.5342465753424658,0.5262057387057387,2.70370535512008,0.5237721960856886,146,2
reg_ordered,23,0.541095890410959,0.5321581196581197,2.6924423465010716,0.529871047850175,146,3
reg_ordered,23,0.5273972602739726,0.5192612942612943,2.721410195975729,0.5145333331626152,146,4
reg_ordered,37,0.541095890410959,0.5320165945165944,2.960182509644192,0.5302157305547734,146,0
reg_ordered,37,0.5342465753424658,0.5260642135642134,2.923652568282517,0.525835592521609,146,1
reg_ordered,37,0.5205479452054794,0.5121753246753246,2.88218724571896,0.5078089992811271,146,2
reg_ordered,37,0.5342465753424658,0.52507215007215,2.935566447560128,0.5218375800612641,146,3
reg_ordered,37,0.541095890410959,0.5326479076479076,2.8863474113967147,0.5294649594416149,146,4
reg_ordered,53,0.5068493150684932,0.507705488955489,2.210872969352859,0.49213530000524663,146,0
reg_ordered,53,0.5068493150684932,0.507705488955489,2.190273951191944,0.4927715584072429,146,1
reg_ordered,53,0.5068493150684932,0.507705488955489,2.1914346690749085,0.4927715584072429,146,2
reg_ordered,53,0.5068493150684932,0.507705488955489,2.207918985721697,0.49279676510214104,146,3
reg_ordered,53,0.5136986301369864,0.5141157453657453,2.2002325098973428,0.5003268436792464,146,4
reg_ordered,71,0.5068493150684932,0.5023982961482961,2.590319786176849,0.49268289542637045,146,0
reg_ordered,71,0.5068493150684932,0.5030296092796093,2.5641419115979156,0.49345134903442434,146,1
reg_ordered,71,0.5,0.4968538406038406,2.5883277824996007,0.4826658338328819,146,2
reg_ordered,71,0.5068493150684932,0.5051871739371739,2.5598695885351104,0.49786705897330935,146,3
reg_ordered,71,0.5068493150684932,0.5041951104451103,2.568801504713322,0.4925823735481833,146,4
