seed,readout,epoch,train_optimization_loss,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_output_firing_rate,val_silent_output_fraction
11,temporal_10bin,5,2.7039386656976516,2.5591796290489937,0.08870967741935484,0.09027777777777779,0.06515462506841817,0.46983165964512513,0.0
11,temporal_10bin,6,2.5571454801867084,2.5102478842581473,0.06451612903225806,0.05871212121212121,0.04038068143331302,0.4689418227745246,0.0
11,temporal_10bin,7,2.5079934473960632,2.4817476657129105,0.08064516129032258,0.08396464646464646,0.049527860054175844,0.4698493239006209,0.0
11,temporal_10bin,8,2.4980283860237367,2.461890874370452,0.07258064516129033,0.06565656565656566,0.04388031771398911,0.4701849447550409,0.0
11,temporal_10bin,9,2.4697800974692066,2.436358813316591,0.056451612903225805,0.056818181818181816,0.04293927980368658,0.4703660033738728,0.0
11,temporal_10bin,10,2.4569866472674953,2.418759407535676,0.07258064516129033,0.0672348484848485,0.050354266762935494,0.46953799139750757,0.0
11,final_membrane,1,9.439430642897083,5.470741102772374,0.10483870967741936,0.09154040404040403,0.029040404040404044,0.7921160011658409,0.0
11,final_membrane,2,4.3717253838816,3.271374317907518,0.10483870967741936,0.10069444444444446,0.05421305668016194,0.9108153820336857,0.0
11,final_membrane,3,3.07594249017777,2.754358007061866,0.056451612903225805,0.061553030303030304,0.018624393624393627,0.9537969317188204,0.0
11,final_membrane,4,2.7041908264160157,2.679772115522815,0.04838709677419355,0.04356060606060606,0.02088716623600344,0.9553513862024501,0.0
11,final_membrane,5,2.6592204739970544,2.6025262263513382,0.08870967741935484,0.10763888888888888,0.0808095820947718,0.9554794520547946,0.0
11,final_membrane,6,2.573818265238116,2.5103878436550016,0.08064516129032258,0.08396464646464646,0.035449735449735446,0.9557046713123659,0.0
11,final_membrane,7,2.5169939856375416,2.4796366460861696,0.0967741935483871,0.09406565656565656,0.050954155374887074,0.9562257668494917,0.0
11,final_membrane,8,2.4825418287707914,2.4927881686918196,0.06451612903225806,0.056186868686868695,0.031179138321995464,0.9558459853563321,0.0
11,final_membrane,9,2.4986425399780274,2.4861901652428413,0.0967741935483871,0.09785353535353536,0.049651416122004355,0.955865857643765,0.0
11,final_membrane,10,2.4884576566757692,2.477340921278923,0.08870967741935484,0.08680555555555554,0.06212121212121211,0.9560380841348489,0.0
11,final_membrane,11,2.474563434047084,2.4892471836459253,0.07258064516129033,0.08112373737373738,0.0375824673778638,0.9561043250929582,0.0
11,final_membrane,12,2.454548098964076,2.4537183623160086,0.0967741935483871,0.09722222222222222,0.038477780261817814,0.9560204198793532,0.0
11,final_membrane,13,2.4455503079199024,2.4547774253352994,0.08870967741935484,0.09564393939393939,0.07887913215166709,0.9559078102505675,0.0
23,full_count,1,163.11827392578124,108.11582604980468,0.08,0.09280303030303032,0.029629629629629627,0.17718806222880729,0.0
23,full_count,2,63.226127243041994,31.488923110961913,0.08,0.0949074074074074,0.022460579391272457,0.03297306593290295,0.0
23,full_count,3,21.12170476913452,8.560484951019287,0.064,0.058838383838383836,0.029542906962261802,0.007992468338801285,0.0
23,full_count,4,6.415709519386292,3.1102973079681395,0.064,0.059722222222222225,0.03541666666666667,0.0009105901859103256,0.04
23,full_count,5,2.9855289220809937,2.588492141723633,0.08,0.06944444444444445,0.015432098765432098,0.00012567467456873742,0.768
23,full_count,6,2.558674192428589,2.5225979804992678,0.08,0.06944444444444445,0.014124293785310734,5.953010900624405e-05,0.848
23,full_count,7,2.5169511795043946,2.4977538089752196,0.08,0.06944444444444445,0.013333333333333334,2.6457826224997355e-05,0.904
23,full_count,8,2.504403567314148,2.4933448657989503,0.08,0.06944444444444445,0.012820512820512822,1.7638550816664903e-05,0.944
23,full_count,9,2.4971551179885862,2.4922741870880127,0.088,0.07638888888888888,0.013994910941475827,1.543373196458179e-05,0.952
23,full_count,10,2.4925303936004637,2.4913301010131836,0.088,0.07638888888888888,0.013994910941475827,1.3228913112498678e-05,0.952
23,temporal_10bin,1,6.84163920879364,3.2685685920715333,0.096,0.10300925925925926,0.04523508328062408,0.009209528345151163,0.0
23,temporal_10bin,2,2.829323673248291,2.481175319671631,0.088,0.09027777777777779,0.05033416875522138,0.0003549758351853812,0.264
23,temporal_10bin,3,2.4963045358657836,2.4832803840637205,0.08,0.07291666666666667,0.02800252788236446,0.0003373372843687163,0.152
23,temporal_10bin,4,2.4874146223068236,2.4807167282104494,0.064,0.0625,0.018055555555555557,0.00021166260979997884,0.416
23,temporal_10bin,5,2.485983443260193,2.478676555633545,0.08,0.08333333333333333,0.02295788939624556,0.00023150597946872684,0.464
23,temporal_10bin,6,2.4806097030639647,2.4785330295562744,0.088,0.09722222222222222,0.02536651234567901,0.00013008431227290367,0.584
23,temporal_10bin,7,2.480366516113281,2.482782711029053,0.072,0.0798611111111111,0.020784770784770784,0.00014110840653331922,0.56
23,temporal_10bin,8,2.4808884143829344,2.4787480239868165,0.088,0.09027777777777779,0.02554157931516422,0.00022709634176456062,0.36
23,temporal_10bin,9,2.4790191888809203,2.479153718948364,0.08,0.09027777777777778,0.028698752228163992,5.953010900624405e-05,0.816
23,final_membrane,1,5.589672613143921,3.9845994567871093,0.104,0.09343434343434344,0.042139164335960676,0.0185270928140544,0.0
23,final_membrane,2,3.1874629497528075,2.715114227294922,0.152,0.1486111111111111,0.09169132917453175,0.007950576780611705,0.0
23,final_membrane,3,2.517322325706482,2.490439922332764,0.168,0.1597222222222222,0.06812015346129009,0.00759339612657424,0.0
23,final_membrane,4,2.436014461517334,2.434131631851196,0.104,0.10044191919191921,0.09000377928949359,0.007278107030726355,0.0
23,final_membrane,5,2.4110187530517577,2.4548042068481446,0.184,0.16666666666666666,0.0985342206286229,0.007749938265072142,0.0
23,final_membrane,6,2.4205400943756104,2.4407276573181154,0.104,0.11944444444444445,0.056589147286821705,0.007533866017567997,0.0
23,final_membrane,7,2.3718793630599975,2.431737913131714,0.144,0.14911616161616162,0.1024169978957213,0.0065020107947931,0.0
23,final_membrane,8,2.364212083816528,2.3705878715515136,0.136,0.12847222222222224,0.06776044228922155,0.007575757575757576,0.0
23,final_membrane,9,2.3699941396713258,2.421026891708374,0.152,0.15082070707070708,0.0892123285606995,0.007350866052845098,0.0
23,final_membrane,10,2.344404363632202,2.397252223968506,0.128,0.13695286195286194,0.10501688795713954,0.006940769746357639,0.0
23,final_membrane,11,2.287411904335022,2.343201738357544,0.184,0.17840909090909093,0.13472222222222222,0.006746745687374325,0.0
23,final_membrane,12,2.2367414951324465,2.3743205585479736,0.136,0.14930555555555555,0.08708576998050682,0.0073376371397326,0.0
23,final_membrane,13,2.2362797498703,2.344415355682373,0.144,0.13968855218855217,0.1245984717546687,0.007846950294563799,0.0
23,final_membrane,14,2.198351573944092,2.265687936782837,0.144,0.13194444444444445,0.0811764705882353,0.007972624969132536,0.0
23,final_membrane,15,2.205648899078369,2.2635770587921145,0.168,0.15902777777777777,0.09681137660788823,0.007723480438847144,0.0
23,final_membrane,16,2.1773262500762938,2.177304141998291,0.248,0.24322390572390573,0.20126863876863876,0.008080661092884609,0.0
23,final_membrane,17,2.157425284385681,2.2067793407440184,0.216,0.22643097643097643,0.18118938251291192,0.008162239390411684,0.0
23,final_membrane,18,2.1135909795761108,2.198077896118164,0.24,0.2322180134680135,0.18948229885729886,0.00847091402970332,0.0
23,final_membrane,19,2.0845375180244448,2.3156500034332277,0.128,0.13638468013468014,0.11045934282804032,0.00907282957632201,0.0
23,final_membrane,20,2.1003305196762083,2.358137456893921,0.192,0.19204545454545452,0.1340331861649691,0.008724468197692877,0.0
23,final_membrane,21,2.0958723187446595,2.2408674392700196,0.184,0.17573653198653197,0.12498549925020515,0.009683564398349031,0.0
23,final_membrane,22,2.057480573654175,2.146756149291992,0.248,0.23364898989898988,0.1931859466274548,0.007591191307722157,0.0
23,final_membrane,23,2.001993548870087,2.2702284774780273,0.2,0.20378787878787877,0.1691597640239406,0.00837169718135958,0.0
23,final_membrane,24,2.0055656313896177,2.242338960647583,0.2,0.2171717171717172,0.17485164235275744,0.006795251702120154,0.0
