D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.05868719059352873,0.014033429324626923,0.23912252712153556,0.15142496392496393,0.14960629921259844,0.11365989645559539
