label_idx,label,test_samples,intra_cosine_distance
0,A,11,0.05398928162908534
1,B,9,0.0887342814459332
2,C,12,0.08554867462318305
3,D,11,0.06339192529014992
4,E,12,0.04292041941843827
5,G,12,0.04316521821432906
6,H,12,0.05716897510470542
7,I,11,0.03596825437954887
8,J,12,0.05353088072751344
9,K,12,0.040459993904319536
10,L,6,0.05937819767731467
11,X,7,0.07999018470782404
