k,same_label_micro,same_label_macro
1,0.15079365079365079,0.15569083694083696
3,0.18253968253968253,0.18412999037999037
5,0.16507936507936508,0.16498737373737374
10,0.14841269841269847,0.1501830808080808
20,0.14484126984126988,0.145377886002886
50,0.12873015873015872,0.1284796176046176
