kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,1.457951545715332,0.30722717590694754,0.05203685727971766,-0.3361882876303139,-0.3163678620332191,126
