shift,tau_syn_ms,objective,seed,best_epoch,probe_C,probe_val_balanced_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_test_accuracy,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,train_test_ba_gap,test_l1_firing_rate,test_l2_firing_rate,test_l3_firing_rate,zero_l1_firing_rate,zero_l2_firing_rate,zero_l3_firing_rate
2,54.31342963722199,relative10_sequence_ce,11,99,0.01,0.6326779701779702,0.33816738816738817,0.3185962897638186,0.3565217391304348,0.177508016854023,0.9425287356321839,0.9421223618961845,0.9461481110834126,1.8247775643370872,0.7209302325581395,0.723953823953824,0.710802151065309,2.7069530487060547,0.4956521739130435,0.4984607984607983,0.48906749730380095,0.44366156343538615,0.004317356,0.030228939,0.08888078,0.0,0.0,0.0
2,54.31342963722199,relative10_sequence_ce,23,100,0.1,0.6216931216931217,0.3371332371332371,0.3324521221532091,0.33043478260869563,0.15471262582891265,0.9638752052545156,0.9649781539536413,0.96610508766571,2.180768530498179,0.7364341085271318,0.7287157287157288,0.7204120861377894,2.65356183052063,0.4434782608695652,0.4419312169312169,0.4369744362391421,0.5230469370224244,0.004362041,0.031977627,0.08198731,0.0,0.0,0.0
2,54.31342963722199,relative10_sequence_ce,101,100,0.01,0.5758597883597883,0.2855098605098605,0.26904761904761904,0.2956521739130435,0.2134052521483407,0.9359605911330049,0.9373264712539525,0.9409049101801182,2.0448008470757064,0.6589147286821705,0.6612914862914863,0.6441929496671049,2.448251962661743,0.48695652173913045,0.496139971139971,0.49690299466615256,0.44118650011398153,0.00363069,0.027773475,0.08200965,0.0,0.0,0.0
3,117.0136826471659,relative10_sequence_ce,11,68,0.01,0.5971620971620971,0.3716209716209717,0.38039794612258376,0.3739130434782609,0.17838569213016867,0.9490968801313628,0.949275434119269,0.9507679954283095,1.812130790348201,0.7441860465116279,0.7397366522366523,0.7304491603404647,2.146042823791504,0.5304347826086957,0.5352332852332852,0.52977604794387,0.4140421488859838,0.007834098,0.04763986,0.123552196,0.0,0.0,0.0
3,117.0136826471659,relative10_sequence_ce,23,86,0.01,0.71744227994228,0.4684824434824435,0.4469812262365096,0.4608695652173913,0.06451737652693329,0.9802955665024631,0.9813706992904988,0.9817816153504982,1.4180046125899914,0.751937984496124,0.7480699855699856,0.7385215789467708,1.9195826053619385,0.5478260869565217,0.55513468013468,0.5505784717219634,0.42623601915581877,0.007897402,0.04866465,0.15619488,0.0,0.0,0.0
3,117.0136826471659,relative10_sequence_ce,101,97,0.1,0.6463143338143338,0.39965127465127465,0.391727145403616,0.41739130434782606,0.05052071627919916,0.9852216748768473,0.9854829601100766,0.9860664694784086,2.133959951326829,0.689922480620155,0.6883056758056757,0.6774828085421705,2.7010912895202637,0.4956521739130435,0.5096921596921596,0.5076876218323587,0.475790800417917,0.0089773,0.06783172,0.20652556,0.0,0.0,0.0
4,242.10347130039656,relative10_sequence_ce,11,69,0.01,0.5278379028379028,0.34911014911014915,0.34557212368257506,0.3739130434782609,0.1231917752219098,0.9638752052545156,0.9650615729599954,0.967350766365331,2.377314934434817,0.5891472868217055,0.5971801346801348,0.5931067121284513,3.0237042903900146,0.40869565217391307,0.4056277056277056,0.41084098769212285,0.5594338673322898,0.011452871,0.06827931,0.1787074,0.0,0.0,0.0
4,242.10347130039656,relative10_sequence_ce,23,86,0.01,0.5401274651274651,0.3341269841269841,0.32786022329601955,0.3391304347826087,0.10708298954320536,0.9688013136288999,0.9694746920920205,0.9714509762136743,2.54438367924949,0.5581395348837209,0.5633898508898508,0.5350326826155088,3.2763922214508057,0.3652173913043478,0.367953342953343,0.36554471977588604,0.6015213491386775,0.009000387,0.056748986,0.17546771,0.0,0.0,0.0
4,242.10347130039656,relative10_sequence_ce,101,58,0.01,0.5691618566618566,0.33808321308321304,0.338730679809734,0.3565217391304348,0.12349623669862551,0.9671592775041051,0.9674149059789791,0.9698291754191949,2.2603351053341414,0.5968992248062015,0.5973605098605098,0.5920143160932635,2.3923418521881104,0.3826086956521739,0.3874939874939875,0.3684692552984606,0.5799209184849916,0.009400322,0.08026916,0.19725929,0.0,0.0,0.0
5,492.1461612435418,relative10_sequence_ce,11,59,0.01,0.46861471861471865,0.3225468975468975,0.3243932366916238,0.3391304347826087,0.07522424805927747,0.9835796387520526,0.9835493485279715,0.9843974793437051,2.7105299576308375,0.46511627906976744,0.4667628667628667,0.4471376013437549,3.395542860031128,0.2956521739130435,0.27545695045695046,0.27321268692862305,0.708092398071021,0.016462106,0.1433456,0.26810652,0.0,0.0,0.0
5,492.1461612435418,relative10_sequence_ce,23,49,1.0,0.42014189514189515,0.26766474266474266,0.2748931585952295,0.26956521739130435,0.07559430277455224,0.9950738916256158,0.9951816041101754,0.9953150537359813,2.597792991372042,0.4186046511627907,0.41307118807118814,0.4060312355613234,2.945758581161499,0.28695652173913044,0.2679172679172679,0.24482456250283072,0.7272643361929075,0.02832385,0.2185884,0.30751312,0.0,0.0,0.0
5,492.1461612435418,relative10_sequence_ce,101,89,0.01,0.3427729677729678,0.3276455026455027,0.33649137884818997,0.34782608695652173,0.06300341263291089,0.9835796387520526,0.9844571190435852,0.9850484174093577,2.844390547552774,0.3875968992248062,0.3883177008177008,0.36609461254069103,2.616166591644287,0.3826086956521739,0.3848845598845599,0.3867565514269368,0.5995725591590253,0.020837553,0.16101271,0.34888136,0.0,0.0,0.0
6,992.1669944116244,relative10_sequence_ce,11,83,0.01,0.36416546416546414,0.2534872534872535,0.2384275640080594,0.26956521739130435,0.02775862635448208,0.9950738916256158,0.9953110161443495,0.9953663592150495,3.412355818489725,0.3798449612403101,0.3709475709475709,0.3672147026914381,3.8979439735412598,0.2956521739130435,0.2938071188071188,0.28728103678551253,0.7015038973372307,0.044620622,0.23444277,0.26220208,0.0,0.0,0.0
6,992.1669944116244,relative10_sequence_ce,23,30,0.001,0.3544071669071669,0.29244829244829246,0.27611629513803426,0.30434782608695654,0.3545315848978478,0.9573070607553367,0.9581921770398477,0.9578203354021492,2.3018257377683655,0.3333333333333333,0.3313371813371813,0.3269806104351583,2.6026837825775146,0.25217391304347825,0.24330206830206827,0.2370786117477294,0.7148901087377795,0.048244607,0.2427617,0.3133937,0.0,0.0,0.0
6,992.1669944116244,relative10_sequence_ce,101,18,1.0,0.2588203463203463,0.26311928811928814,0.2769816240404475,0.2782608695652174,0.5359748885745094,0.8866995073891626,0.8844067185286986,0.8843787415735022,2.5025240949882095,0.31007751937984496,0.3060906685906686,0.3062119137374892,2.6205434799194336,0.23478260869565218,0.2267556517556517,0.21990688020855986,0.6576510667730469,0.03675524,0.22785985,0.2540053,0.0,0.0,0.0
7,1992.177287539818,relative10_sequence_ce,11,100,0.01,0.32000962000962,0.2892135642135642,0.2886719926387109,0.30434782608695654,0.01646371825930031,1.0,1.0,1.0,3.2861170731773672,0.29457364341085274,0.3067039442039442,0.3000830868477927,3.0978775024414062,0.3217391304347826,0.3111351611351611,0.31137104381686426,0.6888648388648388,0.05443577,0.25115883,0.27739066,0.0,0.0,0.0
7,1992.177287539818,relative10_sequence_ce,23,47,0.01,0.3358465608465608,0.2255050505050505,0.2194499550483323,0.24347826086956523,0.10534022401021227,0.9967159277504105,0.9969135802469137,0.9969125214408234,2.8068310456682544,0.3798449612403101,0.3792388167388167,0.3693009984868467,3.020838499069214,0.25217391304347825,0.2453222703222703,0.2428761203978964,0.7515913099246434,0.05458696,0.2585759,0.28276038,0.0,0.0,0.0
7,1992.177287539818,relative10_sequence_ce,101,30,0.001,0.3598003848003848,0.23264790764790763,0.2069885994582286,0.24347826086956523,0.38242056207312347,0.9359605911330049,0.9363579954675814,0.9363831941314512,2.42820583757504,0.37209302325581395,0.3860810485810486,0.3610642353289412,2.432483673095703,0.2782608695652174,0.25971620971620973,0.25307713359437495,0.6766417857513716,0.05408425,0.2941641,0.28787535,0.0,0.0,0.0
2,54.31342963722199,timestep_ce,11,99,0.001,0.724254449254449,0.4305435305435304,0.42990143440060374,0.4608695652173913,1.9573725831919704,0.6469622331691297,0.626647679487848,0.6122393111684599,2.253069365671439,0.49612403100775193,0.472005772005772,0.3918715793715794,2.397948980331421,0.30434782608695654,0.2880832130832131,0.23569663783636016,0.33856446640463495,0.00882239,0.09387288,0.23796919,0.0,0.0,0.0
2,54.31342963722199,timestep_ce,23,92,0.01,0.7373917748917749,0.4169071669071669,0.4213594391867819,0.43478260869565216,1.9853564555617584,0.6371100164203612,0.6205952409151966,0.6080408464431267,2.2097445218137994,0.5736434108527132,0.5417508417508418,0.47908669169362356,2.3931374549865723,0.3217391304347826,0.30512265512265513,0.24602629499091966,0.31547258579254145,0.008783663,0.08787833,0.25414532,0.0,0.0,0.0
2,54.31342963722199,timestep_ce,101,87,0.01,0.7094817219817219,0.43920153920153915,0.4284040442128678,0.45217391304347826,1.9992730034200232,0.6141215106732348,0.5942940020305578,0.5754309235158913,2.223863579506098,0.5503875968992248,0.5173400673400673,0.46539318810990643,2.383955955505371,0.3391304347826087,0.3233044733044733,0.29112840291329994,0.2709895287260845,0.008506614,0.08011947,0.23294061,0.0,0.0,0.0
3,117.0136826471659,timestep_ce,11,99,0.1,0.6878487253487254,0.4196849446849446,0.41670389523330703,0.4434782608695652,1.2937547003694356,0.9014778325123153,0.8980922500051992,0.9002249635528288,2.2043939579364866,0.5891472868217055,0.5763287638287639,0.5539994671675706,2.474687099456787,0.3739130434782609,0.36013708513708514,0.31282498365831696,0.537955164868114,0.01455106,0.102183625,0.35751012,0.0,0.0,0.0
3,117.0136826471659,timestep_ce,23,51,0.1,0.6711880711880712,0.3153920153920154,0.3241295936032778,0.3217391304347826,1.769875466921451,0.6896551724137931,0.6766720673344073,0.6693505263077825,2.0528789158015286,0.5581395348837209,0.5368145743145744,0.48704415710994664,2.317338228225708,0.30434782608695654,0.292003367003367,0.24250305250305249,0.38466870033104034,0.010866748,0.09271851,0.23681483,0.0,0.0,0.0
3,117.0136826471659,timestep_ce,101,91,0.01,0.6986291486291488,0.42573352573352574,0.4294627969533744,0.43478260869565216,1.3461683328907281,0.8653530377668309,0.8575149587157728,0.8560105421167347,2.123629858327466,0.6201550387596899,0.5934704184704185,0.5655977794135689,2.468268394470215,0.3217391304347826,0.31172438672438674,0.26641693832483304,0.545790571991386,0.015181869,0.119273566,0.30121097,0.0,0.0,0.0
4,242.10347130039656,timestep_ce,11,98,0.01,0.5074675324675324,0.3485209235209236,0.33515666523019466,0.3739130434782609,0.8179409401170139,0.9622331691297209,0.9617562541858576,0.9635722085058966,2.365938040637231,0.5038759689922481,0.4969516594516595,0.504701573587443,2.733112335205078,0.25217391304347825,0.23943001443001444,0.23668718665858254,0.7223262397558432,0.017413162,0.09142189,0.32874465,0.0,0.0,0.0
4,242.10347130039656,timestep_ce,23,74,0.1,0.43990500240500235,0.3600889850889852,0.37364355216758366,0.3652173913043478,1.017618292364581,0.9293924466338259,0.9270801345934031,0.9285636543644968,2.384303384973097,0.40310077519379844,0.3977453102453103,0.3769649787552601,2.4574270248413086,0.2782608695652174,0.26501924001924,0.2530012063100298,0.6620608945741631,0.014361147,0.09655103,0.29408664,0.0,0.0,0.0
4,242.10347130039656,timestep_ce,101,30,0.01,0.49960918710918717,0.4306637806637807,0.4164413875598087,0.45217391304347826,1.7615861485548598,0.6288998357963875,0.6025268315124053,0.5626975123818027,2.1249832071999246,0.4186046511627907,0.40432900432900426,0.3498227629258331,2.2190656661987305,0.3130434782608696,0.30242905242905244,0.25130068287395874,0.30009777908335283,0.011700876,0.103688784,0.27543345,0.0,0.0,0.0
5,492.1461612435418,timestep_ce,11,40,0.01,0.4514069264069264,0.2731361231361232,0.2768404489648937,0.28695652173913044,1.398037289946733,0.80623973727422,0.7948936320026011,0.7964588375744718,2.2613109340963438,0.37209302325581395,0.372029822029822,0.3662236752070512,2.3306360244750977,0.23478260869565218,0.2180976430976431,0.2011900524257504,0.576795988904958,0.01839773,0.14802267,0.28428414,0.0,0.0,0.0
5,492.1461612435418,timestep_ce,23,55,0.001,0.3925444925444926,0.3167027417027417,0.3158211327715972,0.33043478260869563,1.1160649135586467,0.8949096880131363,0.8894912220904297,0.8925029757102134,2.2064994287121205,0.3333333333333333,0.3311267436267436,0.3273613064378403,2.3068113327026367,0.22608695652173913,0.22613035113035115,0.21445105820105817,0.6633608709600786,0.029647283,0.19888212,0.3225125,0.0,0.0,0.0
5,492.1461612435418,timestep_ce,101,52,0.01,0.36506132756132753,0.3084896584896585,0.30100177600177597,0.3217391304347826,1.1602535406356962,0.8801313628899836,0.8689946817076425,0.871540507346703,2.313170732453812,0.3798449612403101,0.3641774891774892,0.34688585644467995,2.4025440216064453,0.22608695652173913,0.21838624338624338,0.20016847636787669,0.6506084383213991,0.023921592,0.1339408,0.30851257,0.0,0.0,0.0
6,992.1669944116244,timestep_ce,11,41,0.001,0.39749278499278495,0.2784030784030784,0.26087216033120597,0.2956521739130435,1.4396526345674237,0.7799671592775042,0.7734772218775335,0.7709956703127604,2.3155695837597516,0.2868217054263566,0.28789682539682543,0.2567353067353067,2.3605446815490723,0.21739130434782608,0.20744348244348243,0.19439385863534467,0.5660337394340511,0.04190077,0.20767844,0.27800882,0.0,0.0,0.0
6,992.1669944116244,timestep_ce,23,89,0.001,0.3343253968253968,0.30823713323713325,0.3031447377099551,0.3217391304347826,0.7176985016401569,0.9786535303776683,0.9771836641934682,0.9784258536407374,2.7231160356092823,0.26356589147286824,0.26266233766233765,0.2590610868069091,2.675485372543335,0.23478260869565218,0.22094757094757092,0.22208298524087997,0.7562360932458974,0.055402465,0.24720491,0.3763763,0.0,0.0,0.0
6,992.1669944116244,timestep_ce,101,70,0.001,0.3551106301106301,0.3191438191438192,0.31398379881071586,0.3391304347826087,0.8883060310861747,0.9408866995073891,0.9387837114507965,0.9396127973629057,2.5094441997912504,0.2713178294573643,0.27031625781625784,0.26564347639616454,2.5033252239227295,0.22608695652173913,0.21951659451659453,0.2097375581056795,0.719267116934202,0.04711481,0.21645764,0.34068757,0.0,0.0,0.0
7,1992.177287539818,timestep_ce,11,94,0.01,0.23088023088023082,0.2716089466089466,0.2681376486717044,0.26956521739130435,0.6994242759173727,0.9852216748768473,0.9834158579256619,0.9846891338082381,2.7985832635746446,0.24031007751937986,0.22651515151515153,0.21722148200981153,2.700065851211548,0.23478260869565218,0.23386243386243386,0.23643511810854603,0.749553424063228,0.061546713,0.2805991,0.3709917,0.0,0.0,0.0
7,1992.177287539818,timestep_ce,23,49,0.001,0.35529100529100527,0.31333573833573836,0.3059963888768236,0.3391304347826087,1.3303972829151622,0.7848932676518884,0.7663470501377682,0.7634504837045815,2.3101169064987537,0.27906976744186046,0.27175925925925926,0.23778530990078675,2.337905168533325,0.22608695652173913,0.21426166426166424,0.19618287118287117,0.5520853858761039,0.05823999,0.24252935,0.33488888,0.0,0.0,0.0
7,1992.177287539818,timestep_ce,101,80,0.001,0.3397907647907648,0.2868205868205868,0.26661813454576616,0.3130434782608696,0.773842190971907,0.9688013136288999,0.9676066821571364,0.9689966160880225,2.617719010789265,0.27906976744186046,0.2816257816257816,0.27380874984830356,2.65869140625,0.20869565217391303,0.19326599326599328,0.1868919634411994,0.7743406888911432,0.060086243,0.25692847,0.34515908,0.0,0.0,0.0
