shift,objective,seed,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
2,fixed250_sequence_ce,11,90,0.3006242696189724,0.9163681299143588,3.0459080860596295,0.5065416065416065
2,fixed250_sequence_ce,11,91,0.2962251039854999,0.9120452806895645,2.9389262231745463,0.5412638287638287
2,fixed250_sequence_ce,11,92,0.29157189988150384,0.9152891708382165,2.909109266229378,0.5221139971139971
2,fixed250_sequence_ce,11,93,0.28948138881786706,0.9182663106574616,2.999722968007243,0.4847402597402597
2,fixed250_sequence_ce,11,94,0.28427126191324004,0.91872951417212,3.072606134784314,0.5080988455988455
2,fixed250_sequence_ce,11,95,0.2744769340469724,0.9256106722955225,2.9758523367634115,0.5457611832611832
2,fixed250_sequence_ce,11,96,0.26979107048809037,0.9256106722955225,2.893880745930265,0.5477813852813853
2,fixed250_sequence_ce,11,97,0.262318179720924,0.9286690336872171,3.0928389678109984,0.5567460317460317
2,fixed250_sequence_ce,11,98,0.25842424145668796,0.9310645075462766,2.932556707094344,0.578968253968254
2,fixed250_sequence_ce,11,99,0.26124110078968243,0.9336729583339989,3.0231926348637934,0.5524170274170274
2,fixed250_sequence_ce,11,100,0.2537966990852591,0.9351881098491505,2.9829997951399476,0.5788419913419913
2,fixed250_sequence_ce,23,1,2.484727196309758,0.0851745894039127,2.4838250607483148,0.08333333333333333
2,fixed250_sequence_ce,23,2,2.4827250537809675,0.08347390913180386,2.483638353125994,0.08333333333333333
2,fixed250_sequence_ce,23,3,2.4812150616168194,0.08848356927625219,2.483467170434405,0.08333333333333333
2,fixed250_sequence_ce,23,4,2.477925629451357,0.09154193066794693,2.483282150224198,0.08333333333333333
2,fixed250_sequence_ce,23,5,2.472702969862714,0.09160128489396784,2.4831304217493813,0.08333333333333333
2,fixed250_sequence_ce,23,6,2.4681039103146256,0.09314449477051105,2.4826335204664125,0.08333333333333333
2,fixed250_sequence_ce,23,7,2.4625756811038615,0.09314449477051105,2.4839815169341803,0.08333333333333333
2,fixed250_sequence_ce,23,8,2.4554245608976517,0.09769095140030098,2.4849454691243724,0.08333333333333333
2,fixed250_sequence_ce,23,9,2.448426994392633,0.09939163167240983,2.4865499319032183,0.08333333333333333
2,fixed250_sequence_ce,23,10,2.4371482382462726,0.10705485457686081,2.487409551014272,0.08333333333333333
2,fixed250_sequence_ce,23,11,2.4250176747639975,0.11005905067316218,2.4826798771702965,0.08333333333333333
2,fixed250_sequence_ce,23,12,2.4071419395640956,0.12394485686175276,2.47978904265766,0.08333333333333333
2,fixed250_sequence_ce,23,13,2.388347530991377,0.1346850182598089,2.4835774270138997,0.08333333333333333
2,fixed250_sequence_ce,23,14,2.3622238001799936,0.1420481143542608,2.4955158954442935,0.08396464646464646
2,fixed250_sequence_ce,23,15,2.3379187266814885,0.1471119397941025,2.500693969948347,0.09027777777777778
2,fixed250_sequence_ce,23,16,2.2975970395092893,0.1652120434470746,2.489861379298129,0.09785353535353536
2,fixed250_sequence_ce,23,17,2.2605249928723414,0.18576338045361215,2.4769692457923593,0.11376262626262627
2,fixed250_sequence_ce,23,18,2.218047294710657,0.19977093933224843,2.4510311803152396,0.1282828282828283
2,fixed250_sequence_ce,23,19,2.1760214749228193,0.21419716737368832,2.450505179028178,0.12752525252525254
2,fixed250_sequence_ce,23,20,2.125056983997865,0.24430380867040577,2.4295977474183075,0.1414141414141414
2,fixed250_sequence_ce,23,21,2.075989314488002,0.2447592206468077,2.459208007930785,0.1414141414141414
2,fixed250_sequence_ce,23,22,2.026880339057183,0.27042224493616157,2.4301789379859153,0.1691919191919192
2,fixed250_sequence_ce,23,23,1.9794987187596964,0.2808961043056976,2.436957686446434,0.19823232323232323
2,fixed250_sequence_ce,23,24,1.93586532274882,0.30724026371321395,2.455336707506993,0.20686026936026936
2,fixed250_sequence_ce,23,25,1.907523361528644,0.3196587558309542,2.469493121139763,0.20130471380471382
2,fixed250_sequence_ce,23,26,1.8748336826834968,0.33266151122092763,2.427251980286236,0.2088804713804714
2,fixed250_sequence_ce,23,27,1.8417645283716262,0.3314470832725535,2.3898527880971745,0.22213804713804716
2,fixed250_sequence_ce,23,28,1.7961035399209886,0.35378332750729397,2.4258093649102737,0.25336700336700335
2,fixed250_sequence_ce,23,29,1.7505342122564957,0.36640618023517296,2.3749376415282257,0.2614057239057239
2,fixed250_sequence_ce,23,30,1.7163123444383368,0.3827775841709528,2.349830762360447,0.2828703703703704
2,fixed250_sequence_ce,23,31,1.6811793521903027,0.39291706761565054,2.3533879638642303,0.2609006734006734
2,fixed250_sequence_ce,23,32,1.6257682709858334,0.4176028771914109,2.2937891649645428,0.29844276094276095
2,fixed250_sequence_ce,23,33,1.6028336464673623,0.4280638988316203,2.2858058500659557,0.29814814814814816
2,fixed250_sequence_ce,23,34,1.5594831213771025,0.43673659883420757,2.2266895022503164,0.2590909090909091
2,fixed250_sequence_ce,23,35,1.503596164518585,0.47328759963691985,2.2836070374925006,0.2534090909090909
2,fixed250_sequence_ce,23,36,1.467218499661275,0.4897341323115227,2.332104212553926,0.2778198653198653
2,fixed250_sequence_ce,23,37,1.4324375085642773,0.49628297225572354,2.3574224571849025,0.3071127946127946
2,fixed250_sequence_ce,23,38,1.3850799515133811,0.5211642478936543,2.346795167109763,0.3222643097643098
2,fixed250_sequence_ce,23,39,1.358594362175915,0.5330646477842502,2.402712886647661,0.32722462722462725
2,fixed250_sequence_ce,23,40,1.306614349628317,0.5593144572791052,2.4426989980446274,0.317502405002405
2,fixed250_sequence_ce,23,41,1.2648696163409254,0.5667976747151774,2.5715157394261325,0.33647787397787393
2,fixed250_sequence_ce,23,42,1.2231723743510756,0.5850340472228428,2.6219511216925095,0.32057479557479557
2,fixed250_sequence_ce,23,43,1.1905989815253146,0.595832661603145,2.693523824676987,0.3378667628667628
2,fixed250_sequence_ce,23,44,1.151737527894269,0.6129442808807334,2.640347033508064,0.33294252044252043
2,fixed250_sequence_ce,23,45,1.1039644533581725,0.6352973813808244,2.6090033590331556,0.36303511303511304
2,fixed250_sequence_ce,23,46,1.0732666624003444,0.6381258424214518,2.642852687096411,0.3679593554593555
2,fixed250_sequence_ce,23,47,1.0403189932184267,0.6404881002343767,2.6768500213475193,0.35394420394420395
2,fixed250_sequence_ce,23,48,1.0009203473922654,0.6626465829594256,2.7607859567154285,0.3423280423280423
2,fixed250_sequence_ce,23,49,0.9700282311987602,0.6780825800453195,2.904009223908417,0.3276815776815777
2,fixed250_sequence_ce,23,50,0.9472722124387869,0.679165708000944,3.1135411558225172,0.3207371332371332
2,fixed250_sequence_ce,23,51,0.9317286322856771,0.6789281474363867,3.036427464596061,0.3415704665704666
2,fixed250_sequence_ce,23,52,0.899114927928436,0.6948407740398027,2.8770729405011317,0.35684824434824436
2,fixed250_sequence_ce,23,53,0.8702932785101516,0.7038330830958585,2.952260442482409,0.35823713323713324
2,fixed250_sequence_ce,23,54,0.8465134285157929,0.7227385291627901,2.924359151559283,0.3637926887926888
2,fixed250_sequence_ce,23,55,0.8181370310791216,0.7207441422096829,2.9506323670232018,0.3658128908128908
2,fixed250_sequence_ce,23,56,0.7848761023950499,0.7291613539133118,2.898035781328068,0.38453583453583456
2,fixed250_sequence_ce,23,57,0.7610320259980576,0.7413207438409432,2.990855017373728,0.393500481000481
2,fixed250_sequence_ce,23,58,0.7209459087140063,0.7580874811101,2.8835307258044103,0.37822270322270324
2,fixed250_sequence_ce,23,59,0.7072355734499413,0.7598665937523079,2.9467847569044245,0.391480278980279
2,fixed250_sequence_ce,23,60,0.6808135263829788,0.7775992588851831,2.955038996629937,0.3885762385762386
2,fixed250_sequence_ce,23,61,0.6610123116786061,0.7817595119520013,2.959876674090245,0.4032227032227032
2,fixed250_sequence_ce,23,62,0.6393015565739085,0.7897849490120498,2.948793366897938,0.4246873496873497
2,fixed250_sequence_ce,23,63,0.6170733072879083,0.7963727165840795,2.8570215720538945,0.4022667147667148
2,fixed250_sequence_ce,23,64,0.5997478551856794,0.8054355021626028,2.8469067987545515,0.4614297739297739
2,fixed250_sequence_ce,23,65,0.5771693512919697,0.8194287259474776,2.8742102135059446,0.463449975949976
2,fixed250_sequence_ce,23,66,0.5648133494388098,0.8180017883380487,2.9512087189873983,0.4501563251563252
2,fixed250_sequence_ce,23,67,0.5456303584164587,0.8194299827830841,3.1738147809523944,0.4279341029341029
2,fixed250_sequence_ce,23,68,0.5354883754977647,0.8193040754925427,3.2356368053791136,0.4348785473785474
2,fixed250_sequence_ce,23,69,0.529585292773881,0.8276695919908148,3.2686836368353793,0.440470177970178
2,fixed250_sequence_ce,23,70,0.5094163334624129,0.8408230625738731,3.14037791241047,0.47257696007696004
2,fixed250_sequence_ce,23,71,0.49047105339751845,0.8491858928008146,3.114977163399837,0.43794492544492547
2,fixed250_sequence_ce,23,72,0.48834430691839636,0.8461724843676067,3.035976224167402,0.4688792688792689
2,fixed250_sequence_ce,23,73,0.47425447377469543,0.8438989287523487,3.1203882786654686,0.48339947089947094
2,fixed250_sequence_ce,23,74,0.46174362756935833,0.8503160410518139,3.08226603870244,0.4897126022126022
2,fixed250_sequence_ce,23,75,0.45244243158691233,0.8523485613770171,3.0733621804289117,0.4385762385762386
2,fixed250_sequence_ce,23,76,0.4362301741816923,0.858142340660924,3.103461494741514,0.4448893698893699
2,fixed250_sequence_ce,23,77,0.42954176370733477,0.8571076030408206,3.018751532532448,0.4607984607984608
2,fixed250_sequence_ce,23,78,0.41119743895843897,0.8598175621737149,2.9574253189471342,0.47582371332371337
2,fixed250_sequence_ce,23,79,0.3958533661216742,0.8720203497770284,2.988303764845974,0.45309644059644066
2,fixed250_sequence_ce,23,80,0.3914919069345753,0.8814090210704616,2.9935843574908354,0.4600408850408851
2,fixed250_sequence_ce,23,81,0.38145151181369774,0.8860105923386996,2.937907614449198,0.5023388648388649
2,fixed250_sequence_ce,23,82,0.3686079402471019,0.8868847236676444,2.9409088829691097,0.479359066859067
2,fixed250_sequence_ce,23,83,0.35772453358607925,0.8937935666395312,2.9877002812171165,0.5097883597883598
2,fixed250_sequence_ce,23,84,0.3528683558473446,0.8925523190908792,3.121575022852698,0.5173641173641174
2,fixed250_sequence_ce,23,85,0.3507233573298149,0.8944500355719289,3.1597215852072074,0.4966209716209717
2,fixed250_sequence_ce,23,86,0.34384370779952,0.8981016822054024,3.2077223811038706,0.5029701779701781
2,fixed250_sequence_ce,23,87,0.3336624112622491,0.8986180489311186,3.1161921449409897,0.5182479557479558
2,fixed250_sequence_ce,23,88,0.32172433388448507,0.9015942394073092,3.117428513460381,0.5377284752284752
2,fixed250_sequence_ce,23,89,0.3292852052914098,0.903560033028881,3.069734451382659,0.5307840307840308
2,fixed250_sequence_ce,23,90,0.3306980613612972,0.9003089365018556,3.2286040662795075,0.5301527176527177
2,fixed250_sequence_ce,23,91,0.31356213915915715,0.9105350193343784,3.148829136707986,0.541895141895142
2,fixed250_sequence_ce,23,92,0.3073035346218714,0.9105433348308627,3.2860673675241396,0.512097162097162
2,fixed250_sequence_ce,23,93,0.29176617843176933,0.9158518450391989,3.404645412467247,0.5258237133237134
2,fixed250_sequence_ce,23,94,0.29354031684950654,0.9144599145432583,3.2922020161798757,0.5446729196729196
2,fixed250_sequence_ce,23,95,0.2819690381854234,0.9224067296329306,3.1620622013890465,0.532010582010582
2,fixed250_sequence_ce,23,96,0.2775722886932699,0.921252894671691,3.34177594961122,0.5432840307840308
2,fixed250_sequence_ce,23,97,0.2754308521649716,0.923728602320718,3.3824516802795173,0.5251924001924003
2,fixed250_sequence_ce,23,98,0.2640014752770097,0.9347618371634766,3.3898369803909185,0.5542328042328043
2,fixed250_sequence_ce,23,99,0.25410082246282417,0.9301602658952387,3.3689710890599924,0.5407647907647908
2,fixed250_sequence_ce,23,100,0.24545362819298147,0.9346604834906943,3.3712392047394153,0.5407647907647909
2,fixed250_sequence_ce,101,1,2.484985887514938,0.08181818181818182,2.4843976978183715,0.08333333333333333
2,fixed250_sequence_ce,101,2,2.4827380892874182,0.08658341449694833,2.4839757727098095,0.08333333333333333
2,fixed250_sequence_ce,101,3,2.4795384857259166,0.08940113249323774,2.483505969823793,0.08333333333333333
2,fixed250_sequence_ce,101,4,2.4750302981077548,0.08788598097808624,2.4824803226677945,0.08333333333333333
2,fixed250_sequence_ce,101,5,2.4697598224790225,0.090889227731333,2.4794717075288757,0.0925925925925926
2,fixed250_sequence_ce,101,6,2.4628028082730147,0.09146070909549729,2.4767019249672115,0.0925925925925926
2,fixed250_sequence_ce,101,7,2.459148362352343,0.09349322942070054,2.4745539916578188,0.0925925925925926
2,fixed250_sequence_ce,101,8,2.451599336022814,0.09655159081239527,2.4749738689540894,0.0925925925925926
2,fixed250_sequence_ce,101,9,2.444543095840805,0.10900810475700444,2.4741609373758005,0.0925925925925926
2,fixed250_sequence_ce,101,10,2.4359024412722032,0.11052325627215596,2.4721553251724835,0.0925925925925926
2,fixed250_sequence_ce,101,11,2.4292155165586173,0.11217769750993055,2.4704400772272153,0.10016835016835017
2,fixed250_sequence_ce,101,12,2.41401293399103,0.11209452451009087,2.466430580893228,0.10016835016835017
2,fixed250_sequence_ce,101,13,2.4036462526211793,0.11057937299493936,2.4609516350797906,0.10016835016835017
2,fixed250_sequence_ce,101,14,2.3933080980930423,0.11975545925435895,2.4577665495318035,0.10016835016835017
2,fixed250_sequence_ce,101,15,2.3801662655691014,0.11975545925435895,2.4674014878827473,0.10016835016835017
2,fixed250_sequence_ce,101,16,2.368828466960362,0.12539076605836494,2.4640419021133306,0.08425925925925926
2,fixed250_sequence_ce,101,17,2.349013266696523,0.13761668900946208,2.464295836382134,0.08425925925925926
2,fixed250_sequence_ce,101,18,2.328125083387779,0.14778611851261192,2.4610584743263186,0.09877946127946129
2,fixed250_sequence_ce,101,19,2.307030644910089,0.15926705625191886,2.4698846913123313,0.09646464646464646
2,fixed250_sequence_ce,101,20,2.2892525763738725,0.17693577666710372,2.49273206097211,0.08888888888888889
2,fixed250_sequence_ce,101,21,2.2618800196154365,0.17974771396431943,2.477645665176155,0.09646464646464646
2,fixed250_sequence_ce,101,22,2.228775558409041,0.20585120073618937,2.474622987037481,0.10340909090909091
2,fixed250_sequence_ce,101,23,2.1988404509664954,0.21078069112824896,2.484153762344242,0.11792929292929293
2,fixed250_sequence_ce,101,24,2.1564274769894203,0.23097236484544872,2.4999195050823597,0.1255050505050505
2,fixed250_sequence_ce,101,25,2.1168717605922804,0.24700016652487947,2.5227765519489616,0.12676767676767678
2,fixed250_sequence_ce,101,26,2.078780574360113,0.26795426435084446,2.5587292493775835,0.12613636363636363
2,fixed250_sequence_ce,101,27,2.019042998111894,0.29493270923757114,2.5448109179504157,0.14886363636363636
2,fixed250_sequence_ce,101,28,1.966437670984879,0.31685803725492034,2.5618792291759522,0.17866161616161616
2,fixed250_sequence_ce,101,29,1.9105650591732832,0.33389784352867274,2.56927522670391,0.18434343434343434
2,fixed250_sequence_ce,101,30,1.8598459203450746,0.362446883011049,2.5346092789672143,0.21957070707070706
2,fixed250_sequence_ce,101,31,1.8284552359620143,0.37178817645736606,2.5411883851354435,0.2627946127946128
2,fixed250_sequence_ce,101,32,1.7904173967677777,0.3736498335279857,2.4957928574362467,0.24069865319865316
2,fixed250_sequence_ce,101,33,1.739700299765676,0.39456733533693106,2.4341232249903126,0.2482744107744108
2,fixed250_sequence_ce,101,34,1.6897707995522786,0.40266960624942877,2.398671401563541,0.23699494949494948
2,fixed250_sequence_ce,101,35,1.6468463691780328,0.4132452454611197,2.3728844065998875,0.2683501683501684
2,fixed250_sequence_ce,101,36,1.611039517156792,0.43706613468072125,2.306017730125161,0.3050925925925926
2,fixed250_sequence_ce,101,37,1.582877379528603,0.4259105135881569,2.3041879677957344,0.28425925925925927
2,fixed250_sequence_ce,101,38,1.5275769129958254,0.4578838275933417,2.3307418536770252,0.25446127946127944
2,fixed250_sequence_ce,101,39,1.490772783266891,0.4699648513017795,2.43835301408472,0.2736111111111111
2,fixed250_sequence_ce,101,40,1.43318852356502,0.498800533423879,2.436853368152944,0.2689814814814815
2,fixed250_sequence_ce,101,41,1.3862010994176754,0.5290067394002693,2.4692245744919594,0.29057239057239054
2,fixed250_sequence_ce,101,42,1.346466990135769,0.5441914483125722,2.623120664626129,0.2746993746993747
2,fixed250_sequence_ce,101,43,1.2901592569789668,0.5499938359601978,2.583089547563893,0.2736050986050986
2,fixed250_sequence_ce,101,44,1.2330911402240372,0.5798527848376174,2.518653072128,0.27364117364117363
2,fixed250_sequence_ce,101,45,1.1830718462494598,0.5953279128456244,2.639457479003788,0.2859728234728235
2,fixed250_sequence_ce,101,46,1.1314724660272082,0.6023985266331064,2.6423620789550073,0.2808862433862434
2,fixed250_sequence_ce,101,47,1.0811952708781452,0.6448384645887797,2.5280704572219257,0.33988696488696485
2,fixed250_sequence_ce,101,48,1.0339736841582312,0.6594894961231804,2.527666375618572,0.29493746993746994
2,fixed250_sequence_ce,101,49,0.9878265773525771,0.6795765777949986,2.4731685505356897,0.3412758537758538
2,fixed250_sequence_ce,101,50,0.9704349085027948,0.6738343568574522,2.5363913783731387,0.3578162578162578
2,fixed250_sequence_ce,101,51,0.9385056158983452,0.6937989410577017,2.3643996623135353,0.419095719095719
2,fixed250_sequence_ce,101,52,0.912206398442461,0.7089384111449116,2.3843205159948777,0.41429773929773933
2,fixed250_sequence_ce,101,53,0.8711583952011146,0.7250821044931052,2.500868849052015,0.39316979316979306
2,fixed250_sequence_ce,101,54,0.842177957149562,0.7267528685777163,2.6237428188323975,0.3718314093314093
2,fixed250_sequence_ce,101,55,0.793557780031696,0.7443366736615213,2.5525629871575406,0.39994588744588744
2,fixed250_sequence_ce,101,56,0.771745093546086,0.7452843060790814,2.4531292314677273,0.42279341029341033
2,fixed250_sequence_ce,101,57,0.7422400815733547,0.7559311667253127,2.5910009099531544,0.38866642616642616
2,fixed250_sequence_ce,101,58,0.7187145304405826,0.7700709493416018,2.4654445980870445,0.4186267436267437
2,fixed250_sequence_ce,101,59,0.6961910666894835,0.7680258132075669,2.558695067730985,0.450571188071188
2,fixed250_sequence_ce,101,60,0.6637961034508566,0.7814578484795881,2.5906439123227614,0.4254088504088504
2,fixed250_sequence_ce,101,61,0.6390495742678838,0.7981795558889524,2.590812307919643,0.42279341029341033
