objective,shift,tau_syn_ms,mean_test_balanced_accuracy,mean_test_macro_f1,mean_test_accuracy,mean_probe_test_balanced_accuracy,mean_probe_test_macro_f1,mean_val_balanced_accuracy,mean_train_test_ba_gap,mean_best_epoch,mean_test_l1_firing_rate,mean_test_l2_firing_rate,mean_test_l3_firing_rate,sd_test_balanced_accuracy,sd_test_macro_f1,sd_test_accuracy,sd_probe_test_balanced_accuracy,sd_probe_test_macro_f1,sd_val_balanced_accuracy,sd_train_test_ba_gap,sd_best_epoch,sd_test_l1_firing_rate,sd_test_l2_firing_rate,sd_test_l3_firing_rate
fixed250_sequence_ce,2,54.31342963722199,0.30590027256693925,0.2933116618590774,0.3072463768115942,0.3354457271123938,0.3377584369724771,0.5855058521725188,0.6207543433391,96.33333333333333,0.003307217,0.021470845,0.06796254,0.0678656888926047,0.0701479748881901,0.06974614153922298,0.04998531410240998,0.054030149450109984,0.03500277617236469,0.06137270710316423,2.886751345948127,0.00037048975,0.002568782,0.0064962567
fixed250_sequence_ce,3,117.0136826471659,0.38066378066378065,0.3829848838725705,0.3768115942028986,0.40153118486451816,0.41091542033951023,0.6880531505531504,0.5974708944539517,85.0,0.008272511,0.052557494,0.16911145,0.02623373988632105,0.030019083303924804,0.03053812681986303,0.008265176047250028,0.013735540305524853,0.028409309139952404,0.02869478730653126,1.7320508075688772,0.0009429332,0.0071374327,0.0061793495
fixed250_sequence_ce,4,242.10347130039656,0.3739217572550906,0.3776712534757854,0.3913043478260869,0.3946047779381113,0.4047332699666459,0.5295695045695046,0.6038606381348961,84.33333333333333,0.01053558,0.069055595,0.20350383,0.051608620322269615,0.056100260483451514,0.04841534228547845,0.038047786672683395,0.04212128377360675,0.05085633597382268,0.05268047176813243,11.372481406154655,0.00081028615,0.01474856,0.01915419
fixed250_sequence_ce,5,492.1461612435418,0.30724707391374056,0.2941622255957155,0.3130434782608696,0.30518278018278017,0.3001684384650071,0.40771204104537434,0.5955678782285142,17.666666666666668,0.018166855,0.15041979,0.25281617,0.07644038276908091,0.07987766892846217,0.06956521739130433,0.05211752164576018,0.04556621973937625,0.013943617631309985,0.06848217709405828,4.509249752822894,0.0068785716,0.04122216,0.01210301
fixed250_sequence_ce,6,992.1669944116244,0.27752926086259416,0.2719604964347621,0.2898550724637681,0.30818101651434987,0.3035040152880318,0.36463443963443964,0.5887500226067045,41.333333333333336,0.040341247,0.2234025,0.2522988,0.022132691517016453,0.021771309708556164,0.020081748493552213,0.005966652149880535,0.0036288901412796083,0.023622237826334363,0.15868281080837143,44.97036060933171,0.0029959823,0.009562516,0.026555853
fixed250_sequence_ce,7,1992.177287539818,0.27797418630751963,0.2652741216837777,0.28695652173913044,0.26135561968895304,0.2396977090207165,0.36406124739458073,0.6983503537053878,48.666666666666664,0.0542898,0.25483075,0.27903655,0.01938596914775432,0.005432528980192579,0.02300653313969209,0.03776357784253771,0.03987577943784499,0.03554106649282641,0.03702220921925933,36.69241520169166,0.0003511116,0.014555452,0.017387355
relative10_sequence_ce,2,54.31342963722199,0.4788439955106621,0.4743149760696985,0.4753623188405797,0.3202701619368286,0.30669867698821557,0.7046536796536796,0.46929833352393074,99.66666666666667,0.004103362,0.029993348,0.08429258,0.03198845849215986,0.03257431028981095,0.027952610901428872,0.03010774457777633,0.033334631328924856,0.037628164905102,0.04656410385844401,0.5773502691896247,0.0004099555,0.0021119544,0.003973513
relative10_sequence_ce,3,117.0136826471659,0.5333533750200417,0.5293473804993973,0.5246376811594203,0.41325156325156326,0.40636877258756976,0.7253707712041045,0.43868965615323985,83.66666666666667,0.008236267,0.054712076,0.16209088,0.022779513007297032,0.021448637903060716,0.026565656202642535,0.049842372237896435,0.03562465764927152,0.03236861263295176,0.03270388046319092,14.640127503998498,0.00064253336,0.01137349,0.041799724
relative10_sequence_ce,4,242.10347130039656,0.38702501202501205,0.3816183209221565,0.3855072463768116,0.3404401154401155,0.33738767559610955,0.5859768318101651,0.5802920449853196,71.0,0.009951194,0.06843249,0.18381147,0.018841559230136123,0.0253497813968301,0.021883578073248547,0.00776466675190665,0.008931998604129757,0.019561107180382342,0.021046195199137238,14.106735979665885,0.0013157752,0.011760834,0.011758266
relative10_sequence_ce,5,492.1461612435418,0.3094195927529261,0.3015979336194635,0.3217391304347826,0.305952380952381,0.31192592471168107,0.42271725188391857,0.678309764474318,65.66666666666667,0.021874502,0.17431557,0.308167,0.06546321601734617,0.07510302285702652,0.05289358721998454,0.03325592244580881,0.032636798029018935,0.0401023182041962,0.06885892410199472,20.816659994661325,0.0059984736,0.03934583,0.040391393
relative10_sequence_ce,6,992.1669944116244,0.2546216129549463,0.24808884291393393,0.2608695652173913,0.2696849446849447,0.26384182772884707,0.3361251402918069,0.6913483576160191,43.666666666666664,0.043206822,0.23502143,0.2765337,0.03492955592045036,0.03501054321720643,0.031352619786643374,0.0202933862091695,0.022013650285212707,0.03269247404291351,0.029940411178404618,34.58805188693537,0.0058737127,0.0074677574,0.03218372
relative10_sequence_ce,7,1992.177287539818,0.2720578803912137,0.26910809926971185,0.28405797101449276,0.2491221741221741,0.23837018238175725,0.35734126984126985,0.705699311513618,59.0,0.05436899,0.26796627,0.28267547,0.03459872505707489,0.036954465615205954,0.03514305986371636,0.03490336332842186,0.0440059704146003,0.04398645353880137,0.040210787053623236,36.51027252705737,0.0002579218,0.022989074,0.0052428637
timestep_ce,2,54.31342963722199,0.30550344717011385,0.2576171119135266,0.3217391304347826,0.4288840788840788,0.4265549726000845,0.5103655603655604,0.308342193641087,92.66666666666667,0.008704222,0.08729023,0.24168503,0.017613717518768918,0.029477625796293417,0.01739130434782609,0.011239443663169486,0.004561328746115492,0.03539175750212533,0.03434712389327722,6.02771377334171,0.00017222583,0.006895542,0.011079964
timestep_ce,3,117.0136826471659,0.32128827962161294,0.27391499149540083,0.3333333333333333,0.38693682860349526,0.39009876192998644,0.5688712522045856,0.48947147906351346,80.33333333333333,0.013533226,0.104725234,0.29851198,0.03505926300128754,0.035755546441956894,0.03620288694723711,0.06203339065595617,0.05748604848625269,0.029054810771563976,0.09084638255721933,25.716402029314548,0.0023306776,0.013458735,0.060392898
timestep_ce,4,242.10347130039656,0.2689594356261023,0.24699635861419036,0.2811594202898551,0.37975789642456315,0.37508053498586236,0.433008658008658,0.5614949711377863,67.33333333333333,0.0144917285,0.09722057,0.29942158,0.031683805851985485,0.008968400905226917,0.030538126819863017,0.04446360084094717,0.04066140935537815,0.05547401943344004,0.22837326237526923,34.486712417006835,0.0028583808,0.006160795,0.027053045
