epoch,warmup_scale,lambda_rate,lambda_persist,train_task_loss,train_rate_loss,train_p32_loss,train_p84_loss,train_persist_loss,train_weighted_rate_loss,train_weighted_persist_loss,train_total_loss,train_accuracy,val_accuracy,train_ba,val_ba,val_task_loss,best_so_far,patience_counter,long_weight_fro,long_weight_mean_abs,long_weight_positive_mean,long_weight_negative_abs_mean
1,0.1,0.0,0.0,2.7664189039122014,0.0,0.0,0.0,0.0,0.0,0.0,2.7664189039122014,0.10154905335628227,0.047619047619047616,0.10550595702566185,0.06025132275132274,2.5161283016204834,True,0,6.511449337005615,0.04406328126788139,0.04376063495874405,0.0443718247115612
2,0.2,0.0,0.0,2.4691754048129164,0.0,0.0,0.0,0.0,0.0,0.0,2.4691754048129164,0.12392426850258176,0.07936507936507936,0.1273651232111366,0.0744047619047619,2.480844020843506,True,0,6.522791385650635,0.04411385953426361,0.043818164616823196,0.044415757060050964
3,0.3,0.0,0.0,2.4289703131132403,0.0,0.0,0.0,0.0,0.0,0.0,2.4289703131132403,0.1342512908777969,0.06349206349206349,0.1410148431083205,0.06283068783068783,2.493842840194702,False,0,6.533529281616211,0.04415930435061455,0.04389576613903046,0.04442803934216499
4,0.4,0.0,0.0,2.400798076606659,0.0,0.0,0.0,0.0,0.0,0.0,2.400798076606659,0.14285714285714285,0.09523809523809523,0.1501749089203441,0.10052910052910052,2.481806993484497,True,0,6.5429768562316895,0.04420268535614014,0.04378126934170723,0.044634830206632614
5,0.5,0.0,0.0,2.3799449232071894,0.0,0.0,0.0,0.0,0.0,0.0,2.3799449232071894,0.1514629948364888,0.0873015873015873,0.1637313996933088,0.09589947089947089,2.474468469619751,False,0,6.55095100402832,0.04424378275871277,0.04382168501615524,0.044675473123788834
6,0.6,0.0,0.0,2.3446625945079758,0.0,0.0,0.0,0.0,0.0,0.0,2.3446625945079758,0.1549053356282272,0.06349206349206349,0.1665466089265288,0.06514550264550265,2.511157512664795,False,0,6.557607650756836,0.044276729226112366,0.043917424976825714,0.044642675668001175
7,0.7,0.0,0.0,2.3146845092051205,0.0,0.0,0.0,0.0,0.0,0.0,2.3146845092051205,0.18932874354561102,0.06349206349206349,0.2021046058445886,0.06514550264550265,2.512146472930908,False,0,6.5639567375183105,0.04430457577109337,0.04391833767294884,0.044697847217321396
8,0.8,0.0,0.0,2.2869812108563474,0.0,0.0,0.0,0.0,0.0,0.0,2.2869812108563474,0.21514629948364888,0.07142857142857142,0.226899273819288,0.07486772486772487,2.4970741271972656,False,0,6.570483684539795,0.04433061555027962,0.043914105743169785,0.04475501924753189
9,0.9,0.0,0.0,2.259085377399359,0.0,0.0,0.0,0.0,0.0,0.0,2.259085377399359,0.24096385542168675,0.06349206349206349,0.2509716825069838,0.06884920634920634,2.511728525161743,False,0,6.576801300048828,0.04435807466506958,0.043957121670246124,0.044766027480363846
10,1.0,0.0,0.0,2.2105259501380066,0.0,0.0,0.0,0.0,0.0,0.0,2.2105259501380066,0.26161790017211706,0.11904761904761904,0.2704274378511039,0.11805555555555557,2.466539144515991,True,0,6.583536624908447,0.044386330991983414,0.043903548270463943,0.044878147542476654
