epoch,warmup_scale,lambda_rate,lambda_persist,train_task_loss,train_rate_loss,train_p32_loss,train_p84_loss,train_persist_loss,train_weighted_rate_loss,train_weighted_persist_loss,train_total_loss,train_accuracy,val_accuracy,train_ba,val_ba,val_task_loss,best_so_far,patience_counter,long_weight_fro,long_weight_mean_abs,long_weight_positive_mean,long_weight_negative_abs_mean
1,0.1,0.0,0.0,2.7372727997331734,0.0,0.0,0.0,0.0,0.0,0.0,2.7372727997331734,0.13769363166953527,0.09523809523809523,0.13393543423875612,0.1060846560846561,2.4863085746765137,True,0,6.514371871948242,0.043904855847358704,0.04395665228366852,0.0438542403280735
2,0.2,0.0,0.0,2.4514167649405345,0.0,0.0,0.0,0.0,0.0,0.0,2.4514167649405345,0.15834767641996558,0.15873015873015872,0.1515524101109562,0.15886243386243387,2.461216449737549,True,0,6.5283427238464355,0.04398081824183464,0.04405182972550392,0.04391200467944145
3,0.3,0.0,0.0,2.401221079998706,0.0,0.0,0.0,0.0,0.0,0.0,2.401221079998706,0.18932874354561102,0.12698412698412698,0.1807602196412792,0.12797619047619047,2.4469125270843506,False,0,6.5409650802612305,0.04405008628964424,0.044108666479587555,0.043993398547172546
4,0.4,0.0,0.0,2.3197568320571453,0.0,0.0,0.0,0.0,0.0,0.0,2.3197568320571453,0.22030981067125646,0.14285714285714285,0.2108118268562235,0.14543650793650795,2.409207820892334,False,0,6.551916599273682,0.04410591349005699,0.044206392019987106,0.04400888457894325
5,0.5,0.0,0.0,2.2656871652849366,0.0,0.0,0.0,0.0,0.0,0.0,2.2656871652849366,0.24268502581755594,0.1746031746031746,0.23190697951977235,0.17321428571428574,2.387634754180908,True,0,6.56178617477417,0.04415513947606087,0.04424279183149338,0.04407047480344772
6,0.6,0.0,0.0,2.2185542649123016,0.0,0.0,0.0,0.0,0.0,0.0,2.2185542649123016,0.24612736660929432,0.1746031746031746,0.2365568567797125,0.17956349206349206,2.3853354454040527,True,0,6.570934295654297,0.04419631510972977,0.04429752752184868,0.04409843683242798
7,0.7,0.0,0.0,2.1926616046596927,0.0,0.0,0.0,0.0,0.0,0.0,2.1926616046596927,0.27882960413080893,0.1349206349206349,0.2647239758823662,0.13353174603174603,2.3735334873199463,False,0,6.579179763793945,0.04423081874847412,0.04434088245034218,0.04412408173084259
8,0.8,0.0,0.0,2.1223534052220145,0.0,0.0,0.0,0.0,0.0,0.0,2.1223534052220145,0.3029259896729776,0.16666666666666666,0.2900847487863781,0.15992063492063494,2.3506929874420166,False,0,6.587169647216797,0.044262442737817764,0.04430804029107094,0.044218022376298904
9,0.9,0.0,0.0,2.0884812518364386,0.0,0.0,0.0,0.0,0.0,0.0,2.0884812518364386,0.3270223752151463,0.16666666666666666,0.3128013581146227,0.1599206349206349,2.37542462348938,False,0,6.596770286560059,0.044303543865680695,0.04432050883769989,0.04428698122501373
10,1.0,0.0,0.0,2.0181523842573577,0.0,0.0,0.0,0.0,0.0,0.0,2.0181523842573577,0.35456110154905335,0.15873015873015872,0.3382240049995337,0.15436507936507934,2.3415651321411133,False,0,6.606590270996094,0.04434593766927719,0.04436352103948593,0.0443287268280983
11,1.0,0.0,0.0,1.9762864254427859,0.0,0.0,0.0,0.0,0.0,0.0,1.9762864254427859,0.3648881239242685,0.20634920634920634,0.35048208024706656,0.20019841269841268,2.324827194213867,True,0,6.616676330566406,0.04439091682434082,0.04437653720378876,0.0444050207734108
12,1.0,0.0,0.0,1.9374025520482285,0.0,0.0,0.0,0.0,0.0,0.0,1.9374025520482285,0.4027538726333907,0.18253968253968253,0.3872541240933813,0.18075396825396828,2.309128999710083,False,0,6.627011299133301,0.04443374276161194,0.044355347752571106,0.04451076686382294
