epoch,warmup_scale,lambda_rate,lambda_persist,train_task_loss,train_rate_loss,train_p32_loss,train_p84_loss,train_persist_loss,train_weighted_rate_loss,train_weighted_persist_loss,train_total_loss,train_accuracy,val_accuracy,train_ba,val_ba,val_task_loss,best_so_far,patience_counter,long_weight_fro,long_weight_mean_abs,long_weight_positive_mean,long_weight_negative_abs_mean
1,0.1,0.0,0.0,2.7674073988312085,0.0,0.0,0.0,0.0,0.0,0.0,2.7674073988312085,0.09294320137693632,0.12698412698412698,0.0935868464507044,0.1296957671957672,2.4096174240112305,True,0,6.543161869049072,0.04423946887254715,0.04394511505961418,0.04452811926603317
2,0.2,0.0,0.0,2.4819443094545717,0.0,0.0,0.0,0.0,0.0,0.0,2.4819443094545717,0.09982788296041308,0.11904761904761904,0.1002640887565046,0.11904761904761903,2.454171895980835,False,0,6.555787563323975,0.04429089277982712,0.043889548629522324,0.04468197375535965
3,0.3,0.0,0.0,2.4693094801779663,0.0,0.0,0.0,0.0,0.0,0.0,2.4693094801779663,0.12564543889845095,0.12698412698412698,0.1257632255181275,0.13558201058201058,2.427513599395752,True,0,6.566817283630371,0.04433774948120117,0.04387949779629707,0.04478222876787186
4,0.4,0.0,0.0,2.4465984428195657,0.0,0.0,0.0,0.0,0.0,0.0,2.4465984428195657,0.12736660929432014,0.1349206349206349,0.12971446994107003,0.13227513227513227,2.384993076324463,False,0,6.576296806335449,0.04437773674726486,0.043836697936058044,0.04490277171134949
5,0.5,0.0,0.0,2.4108937857688604,0.0,0.0,0.0,0.0,0.0,0.0,2.4108937857688604,0.14629948364888123,0.12698412698412698,0.14969188511724882,0.12301587301587301,2.4041311740875244,False,0,6.585177898406982,0.04441127926111221,0.043922558426856995,0.044884271919727325
6,0.6,0.0,0.0,2.4000019042299043,0.0,0.0,0.0,0.0,0.0,0.0,2.4000019042299043,0.14629948364888123,0.12698412698412698,0.1476146756542195,0.12070105820105818,2.4021189212799072,False,0,6.593256950378418,0.04444674029946327,0.044036537408828735,0.04484344646334648
7,0.7,0.0,0.0,2.376556960728,0.0,0.0,0.0,0.0,0.0,0.0,2.376556960728,0.18072289156626506,0.14285714285714285,0.18156458670554418,0.14325396825396827,2.4146645069122314,True,0,6.601010799407959,0.044482260942459106,0.044046711176633835,0.044904716312885284
8,0.8,0.0,0.0,2.331421039190637,0.0,0.0,0.0,0.0,0.0,0.0,2.331421039190637,0.19793459552495696,0.14285714285714285,0.1991185352365582,0.1369047619047619,2.3583173751831055,False,0,6.608553409576416,0.04451949521899223,0.04406559094786644,0.04496093839406967
9,0.9,0.0,0.0,2.294457008013832,0.0,0.0,0.0,0.0,0.0,0.0,2.294457008013832,0.23235800344234078,0.16666666666666666,0.23032905055542685,0.15588624338624338,2.337660312652588,True,0,6.617436408996582,0.04456183314323425,0.04420563578605652,0.04490741714835167
10,1.0,0.0,0.0,2.245055728853262,0.0,0.0,0.0,0.0,0.0,0.0,2.245055728853262,0.2736660929432014,0.15873015873015872,0.26997175651754496,0.15605459355459353,2.3798320293426514,True,0,6.627140998840332,0.04460606724023819,0.04427679255604744,0.044925130903720856
11,1.0,0.0,0.0,2.20551672367549,0.0,0.0,0.0,0.0,0.0,0.0,2.20551672367549,0.270223752151463,0.12698412698412698,0.2663870169070484,0.1162037037037037,2.378675937652588,False,0,6.636646270751953,0.044650908559560776,0.044323042035102844,0.04496852681040764
12,1.0,0.0,0.0,2.1701447918575107,0.0,0.0,0.0,0.0,0.0,0.0,2.1701447918575107,0.2857142857142857,0.16666666666666666,0.27669173386608015,0.15138888888888888,2.328152894973755,False,0,6.645714282989502,0.04469224810600281,0.04438398778438568,0.04499081149697304
13,1.0,0.0,0.0,2.1417486179305847,0.0,0.0,0.0,0.0,0.0,0.0,2.1417486179305847,0.2908777969018933,0.15079365079365079,0.28389927106524854,0.1421296296296296,2.3325066566467285,False,0,6.654785633087158,0.04472692683339119,0.04443664103746414,0.045007605105638504
14,1.0,0.0,0.0,2.1245620386120376,0.0,0.0,0.0,0.0,0.0,0.0,2.1245620386120376,0.3080895008605852,0.14285714285714285,0.30188835590149693,0.13518518518518519,2.3151092529296875,False,0,6.663700580596924,0.04476504772901535,0.04450026899576187,0.045020878314971924
15,1.0,0.0,0.0,2.081195139023195,0.0,0.0,0.0,0.0,0.0,0.0,2.081195139023195,0.33218588640275387,0.16666666666666666,0.32500275716328225,0.15509259259259262,2.2938432693481445,False,0,6.671710968017578,0.044796887785196304,0.04463893175125122,0.04494945704936981
16,1.0,0.0,0.0,2.042610937264618,0.0,0.0,0.0,0.0,0.0,0.0,2.042610937264618,0.35456110154905335,0.1984126984126984,0.3484126897273953,0.19027777777777777,2.2720677852630615,True,0,6.680044651031494,0.044824495911598206,0.04468600079417229,0.04495866224169731
17,1.0,0.0,0.0,2.0265984350555737,0.0,0.0,0.0,0.0,0.0,0.0,2.0265984350555737,0.37005163511187605,0.1984126984126984,0.3634686184043007,0.18703703703703703,2.29817271232605,False,0,6.689673900604248,0.04486211761832237,0.04462231323122978,0.04509539157152176
18,1.0,0.0,0.0,1.997804988476988,0.0,0.0,0.0,0.0,0.0,0.0,1.997804988476988,0.3769363166953528,0.20634920634920634,0.36707477033180697,0.19027777777777777,2.2775766849517822,False,0,6.70033597946167,0.04491212218999863,0.04471534490585327,0.04510335251688957
19,1.0,0.0,0.0,1.9711618140314204,0.0,0.0,0.0,0.0,0.0,0.0,1.9711618140314204,0.4044750430292599,0.14285714285714285,0.3972422073050183,0.13333333333333333,2.3072268962860107,False,0,6.711503982543945,0.044967517256736755,0.04473792016506195,0.045191191136837006
20,1.0,0.0,0.0,1.9318390672260226,0.0,0.0,0.0,0.0,0.0,0.0,1.9318390672260226,0.41824440619621345,0.1746031746031746,0.411380227158447,0.16435185185185186,2.2942657470703125,False,0,6.722264766693115,0.045019470155239105,0.04480583965778351,0.04522745683789253
21,1.0,0.0,0.0,1.9096706701432982,0.0,0.0,0.0,0.0,0.0,0.0,1.9096706701432982,0.43373493975903615,0.16666666666666666,0.4242406897442596,0.1587962962962963,2.2646737098693848,False,1,6.733317852020264,0.04507366567850113,0.04477855563163757,0.045361243188381195
22,1.0,0.0,0.0,1.8706054718276925,0.0,0.0,0.0,0.0,0.0,0.0,1.8706054718276925,0.43373493975903615,0.21428571428571427,0.4225266431220091,0.19814814814814816,2.2539920806884766,True,0,6.742917537689209,0.045111171901226044,0.04475731775164604,0.045457083731889725
23,1.0,0.0,0.0,1.8285356981618885,0.0,0.0,0.0,0.0,0.0,0.0,1.8285356981618885,0.45266781411359724,0.18253968253968253,0.44446226681998163,0.17037037037037037,2.2595598697662354,False,1,6.753406047821045,0.045161839574575424,0.04484006389975548,0.04547609016299248
24,1.0,0.0,0.0,1.8072927876306688,0.0,0.0,0.0,0.0,0.0,0.0,1.8072927876306688,0.4802065404475043,0.20634920634920634,0.4722549510914887,0.1957010582010582,2.253230333328247,False,2,6.7637505531311035,0.04520728066563606,0.04488604515790939,0.04552106931805611
25,1.0,0.0,0.0,1.7815497202635222,0.0,0.0,0.0,0.0,0.0,0.0,1.7815497202635222,0.4905335628227194,0.2222222222222222,0.4827487664368131,0.2123677248677249,2.2503116130828857,True,0,6.773531436920166,0.04525277763605118,0.04496389254927635,0.04553491249680519
26,1.0,0.0,0.0,1.7396784122142037,0.0,0.0,0.0,0.0,0.0,0.0,1.7396784122142037,0.49225473321858865,0.21428571428571427,0.4861427095916701,0.20046296296296295,2.249945640563965,False,1,6.783561706542969,0.04530506208539009,0.045001138001680374,0.045602161437273026
27,1.0,0.0,0.0,1.7143756071179337,0.0,0.0,0.0,0.0,0.0,0.0,1.7143756071179337,0.5180722891566265,0.1984126984126984,0.5094163421490138,0.1875,2.27644419670105,False,2,6.793429374694824,0.04536214470863342,0.04512973502278328,0.04558884724974632
28,1.0,0.0,0.0,1.6906321549374552,0.0,0.0,0.0,0.0,0.0,0.0,1.6906321549374552,0.5215146299483648,0.23015873015873015,0.5130498062856225,0.21931216931216932,2.274916648864746,True,0,6.804194450378418,0.04542125016450882,0.045201074331998825,0.045635953545570374
29,1.0,0.0,0.0,1.6646454763084189,0.0,0.0,0.0,0.0,0.0,0.0,1.6646454763084189,0.5197934595524957,0.21428571428571427,0.5092488960381714,0.20542328042328042,2.2514426708221436,False,1,6.813965797424316,0.0454762764275074,0.04513828456401825,0.04580708220601082
30,1.0,0.0,0.0,1.6592610038291156,0.0,0.0,0.0,0.0,0.0,0.0,1.6592610038291156,0.5283993115318416,0.2222222222222222,0.5187854258729362,0.20958994708994713,2.23390531539917,False,2,6.823917388916016,0.04553024470806122,0.04517460986971855,0.045877378433942795
31,1.0,0.0,0.0,1.6172661613063846,0.0,0.0,0.0,0.0,0.0,0.0,1.6172661613063846,0.5335628227194492,0.20634920634920634,0.5244929282471053,0.19431216931216932,2.2360801696777344,False,3,6.833992004394531,0.045584917068481445,0.04523378238081932,0.04592616483569145
32,1.0,0.0,0.0,1.6073212069611542,0.0,0.0,0.0,0.0,0.0,0.0,1.6073212069611542,0.5628227194492255,0.16666666666666666,0.5526488919173123,0.15324074074074076,2.2496652603149414,False,4,6.843202114105225,0.045630745589733124,0.045318737626075745,0.04593397304415703
33,1.0,0.0,0.0,1.5911387912993176,0.0,0.0,0.0,0.0,0.0,0.0,1.5911387912993176,0.5542168674698795,0.23809523809523808,0.5426677666504383,0.22440476190476197,2.201765298843384,True,0,6.8520331382751465,0.04567759484052658,0.04534883424639702,0.04599865525960922
34,1.0,0.0,0.0,1.5920547076633997,0.0,0.0,0.0,0.0,0.0,0.0,1.5920547076633997,0.5645438898450946,0.20634920634920634,0.5536827884738211,0.18935185185185185,2.2363178730010986,False,1,6.860424518585205,0.045723043382167816,0.04535113275051117,0.04608634486794472
35,1.0,0.0,0.0,1.5601782419185015,0.0,0.0,0.0,0.0,0.0,0.0,1.5601782419185015,0.5662650602409639,0.23015873015873015,0.5552064991132842,0.212962962962963,2.2246994972229004,False,2,6.868551254272461,0.0457608625292778,0.045457977801561356,0.04605542868375778
