split_seed,representation,training_mode,accuracy,balanced_accuracy,cohort,coverage,curve_type,macro_f1,n_samples,prefix_index,time_ms
11,fixed250,whole,0.8695652173913043,0.8904761904761904,train,0.14465408805031446,active,0.7724210357543692,69,9,2250.0
11,fixed250,whole,0.9811320754716981,0.9818362193362193,train,1.0,endpoint_aware,0.9816504543890278,477,9,2250.0
11,fixed250,whole,0.8928571428571429,0.9155844155844156,train,0.05870020964360587,active,0.8754483611626469,28,10,2500.0
11,fixed250,whole,0.9937106918238994,0.9940386002886004,train,1.0,endpoint_aware,0.9939929024776041,477,10,2500.0
11,fixed250,whole,1.0,1.0,train,0.016771488469601678,active,1.0,8,11,2750.0
11,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,477,11,2750.0
11,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,477,12,3000.0
11,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,477,13,3250.0
11,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,477,14,3500.0
11,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,477,15,3750.0
11,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,477,16,4000.0
11,fixed250,whole,0.08333333333333333,0.07777777777777778,val,1.0,active,0.012962962962962963,168,1,250.0
11,fixed250,whole,0.08333333333333333,0.07777777777777778,val,1.0,endpoint_aware,0.012962962962962963,168,1,250.0
11,fixed250,whole,0.08928571428571429,0.0833829365079365,val,1.0,active,0.030418192918192918,168,2,500.0
11,fixed250,whole,0.08928571428571429,0.0833829365079365,val,1.0,endpoint_aware,0.030418192918192918,168,2,500.0
11,fixed250,whole,0.17857142857142858,0.1740575396825397,val,1.0,active,0.11393730736441736,168,3,750.0
11,fixed250,whole,0.17857142857142858,0.1740575396825397,val,1.0,endpoint_aware,0.11393730736441736,168,3,750.0
11,fixed250,whole,0.25,0.251140873015873,val,1.0,active,0.2027393945154082,168,4,1000.0
11,fixed250,whole,0.25,0.251140873015873,val,1.0,endpoint_aware,0.2027393945154082,168,4,1000.0
11,fixed250,whole,0.29333333333333333,0.3185248778998779,val,0.8928571428571429,active,0.27337220241632004,150,5,1250.0
11,fixed250,whole,0.3273809523809524,0.3234851953601954,val,1.0,endpoint_aware,0.2950194277538778,168,5,1250.0
11,fixed250,whole,0.2564102564102564,0.28054029304029304,val,0.6964285714285714,active,0.2424471308991433,117,6,1500.0
11,fixed250,whole,0.3630952380952381,0.3628815628815629,val,1.0,endpoint_aware,0.3469382356806292,168,6,1500.0
11,fixed250,whole,0.21176470588235294,0.16012926467471922,val,0.5059523809523809,active,0.16536882879762138,85,7,1750.0
11,fixed250,whole,0.39285714285714285,0.392815170940171,val,1.0,endpoint_aware,0.3914731137566452,168,7,1750.0
11,fixed250,whole,0.27419354838709675,0.2317460317460317,val,0.36904761904761907,active,0.20986535745894033,62,8,2000.0
11,fixed250,whole,0.42857142857142855,0.42612561050061054,val,1.0,endpoint_aware,0.42537011639004046,168,8,2000.0
11,fixed250,whole,0.375,0.30709876543209874,val,0.2857142857142857,active,0.2841401023219205,48,9,2250.0
11,fixed250,whole,0.44642857142857145,0.44175061050061054,val,1.0,endpoint_aware,0.4438376507142399,168,9,2250.0
11,fixed250,whole,0.37037037037037035,0.2540816326530612,val,0.16071428571428573,active,0.2201923076923077,27,10,2500.0
11,fixed250,whole,0.4583333333333333,0.4517094017094017,val,1.0,endpoint_aware,0.44731152766011073,168,10,2500.0
11,fixed250,whole,0.23076923076923078,0.2619047619047619,val,0.07738095238095238,active,0.175,13,11,2750.0
11,fixed250,whole,0.4583333333333333,0.4517094017094017,val,1.0,endpoint_aware,0.4464819530286534,168,11,2750.0
11,fixed250,whole,0.0,0.0,val,0.03571428571428571,active,0.0,6,12,3000.0
11,fixed250,whole,0.4583333333333333,0.4517094017094017,val,1.0,endpoint_aware,0.4464819530286534,168,12,3000.0
11,fixed250,whole,0.0,0.0,val,0.017857142857142856,active,0.0,3,13,3250.0
11,fixed250,whole,0.4583333333333333,0.4517094017094017,val,1.0,endpoint_aware,0.4464819530286534,168,13,3250.0
11,fixed250,whole,0.0,0.0,val,0.011904761904761904,active,0.0,2,14,3500.0
11,fixed250,whole,0.4583333333333333,0.4517094017094017,val,1.0,endpoint_aware,0.4464819530286534,168,14,3500.0
11,fixed250,whole,0.0,0.0,val,0.011904761904761904,active,0.0,2,15,3750.0
11,fixed250,whole,0.4583333333333333,0.4517094017094017,val,1.0,endpoint_aware,0.4464819530286534,168,15,3750.0
11,fixed250,whole,0.0,0.0,val,0.005952380952380952,active,0.0,1,16,4000.0
11,fixed250,whole,0.4583333333333333,0.4517094017094017,val,1.0,endpoint_aware,0.4464819530286534,168,16,4000.0
11,fixed250,whole,0.09615384615384616,0.09444444444444444,test,1.0,active,0.03143905964212169,208,1,250.0
11,fixed250,whole,0.09615384615384616,0.09444444444444444,test,1.0,endpoint_aware,0.03143905964212169,208,1,250.0
11,fixed250,whole,0.11538461538461539,0.11493055555555558,test,1.0,active,0.0632193133663722,208,2,500.0
11,fixed250,whole,0.11538461538461539,0.11493055555555558,test,1.0,endpoint_aware,0.0632193133663722,208,2,500.0
11,fixed250,whole,0.23557692307692307,0.23114106753812635,test,1.0,active,0.17930248808925278,208,3,750.0
11,fixed250,whole,0.23557692307692307,0.23114106753812635,test,1.0,endpoint_aware,0.17930248808925278,208,3,750.0
11,fixed250,whole,0.35436893203883496,0.3606209150326798,test,0.9903846153846154,active,0.28675590746318635,206,4,1000.0
11,fixed250,whole,0.3605769230769231,0.3617783224400872,test,1.0,endpoint_aware,0.2895132604043628,208,4,1000.0
11,fixed250,whole,0.41208791208791207,0.4674280512515807,test,0.875,active,0.37508919626042364,182,5,1250.0
11,fixed250,whole,0.4519230769230769,0.4529547930283224,test,1.0,endpoint_aware,0.40148462589091594,208,5,1250.0
11,fixed250,whole,0.5586206896551724,0.5358760928613869,test,0.6971153846153846,active,0.47015890175310465,145,6,1500.0
11,fixed250,whole,0.6009615384615384,0.5988357843137255,test,1.0,endpoint_aware,0.5925139139994845,208,6,1500.0
11,fixed250,whole,0.6867469879518072,0.6788538984617416,test,0.39903846153846156,active,0.5249938423645321,83,7,1750.0
11,fixed250,whole,0.6730769230769231,0.6694852941176471,test,1.0,endpoint_aware,0.6676783027249252,208,7,1750.0
11,fixed250,whole,0.75,0.8005050505050505,test,0.1346153846153846,active,0.6634920634920636,28,8,2000.0
11,fixed250,whole,0.6875,0.683183551198257,test,1.0,endpoint_aware,0.6820908007191738,208,8,2000.0
11,fixed250,whole,0.6,0.6666666666666666,test,0.02403846153846154,active,0.5,5,9,2250.0
11,fixed250,whole,0.6875,0.683183551198257,test,1.0,endpoint_aware,0.6820908007191738,208,9,2250.0
11,fixed250,whole,0.6875,0.683183551198257,test,1.0,endpoint_aware,0.6820908007191738,208,10,2500.0
11,fixed250,whole,0.6875,0.683183551198257,test,1.0,endpoint_aware,0.6820908007191738,208,11,2750.0
11,fixed250,whole,0.6875,0.683183551198257,test,1.0,endpoint_aware,0.6820908007191738,208,12,3000.0
11,fixed250,whole,0.6875,0.683183551198257,test,1.0,endpoint_aware,0.6820908007191738,208,13,3250.0
11,fixed250,whole,0.6875,0.683183551198257,test,1.0,endpoint_aware,0.6820908007191738,208,14,3500.0
11,fixed250,whole,0.6875,0.683183551198257,test,1.0,endpoint_aware,0.6820908007191738,208,15,3750.0
11,fixed250,whole,0.6875,0.683183551198257,test,1.0,endpoint_aware,0.6820908007191738,208,16,4000.0
23,fixed250,whole,0.09292929292929293,0.09203734465362373,train,1.0,active,0.029203075561481762,495,1,250.0
23,fixed250,whole,0.09292929292929293,0.09203734465362373,train,1.0,endpoint_aware,0.029203075561481762,495,1,250.0
23,fixed250,whole,0.1111111111111111,0.10677698975571316,train,1.0,active,0.04680973888508877,495,2,500.0
23,fixed250,whole,0.1111111111111111,0.10677698975571316,train,1.0,endpoint_aware,0.04680973888508877,495,2,500.0
23,fixed250,whole,0.30505050505050507,0.3039057948145679,train,1.0,active,0.2707461240899384,495,3,750.0
23,fixed250,whole,0.30505050505050507,0.3039057948145679,train,1.0,endpoint_aware,0.2707461240899384,495,3,750.0
23,fixed250,whole,0.4959349593495935,0.5059592432680443,train,0.9939393939393939,active,0.42980347856977485,492,4,1000.0
23,fixed250,whole,0.498989898989899,0.5061118684206695,train,1.0,endpoint_aware,0.4313791807848924,495,4,1000.0
23,fixed250,whole,0.6187363834422658,0.6471252237717116,train,0.9272727272727272,active,0.5862050002744977,459,5,1250.0
23,fixed250,whole,0.6464646464646465,0.6497782552014745,train,1.0,endpoint_aware,0.6054337782937521,495,5,1250.0
23,fixed250,whole,0.7560321715817694,0.8085443605724625,train,0.7535353535353535,active,0.7375635026397026,373,6,1500.0
23,fixed250,whole,0.8161616161616162,0.8165382010266162,train,1.0,endpoint_aware,0.8060068423104987,495,6,1500.0
23,fixed250,whole,0.8199233716475096,0.883045789084343,train,0.5272727272727272,active,0.7370115586978331,261,7,1750.0
23,fixed250,whole,0.9050505050505051,0.9054728385074964,train,1.0,endpoint_aware,0.9022047517602875,495,7,1750.0
23,fixed250,whole,0.8662420382165605,0.8704694428378639,train,0.31717171717171716,active,0.7633892677370938,157,8,2000.0
23,fixed250,whole,0.9575757575757575,0.9590956490266453,train,1.0,endpoint_aware,0.9582247147736739,495,8,2000.0
23,fixed250,whole,0.8536585365853658,0.8006807099944354,train,0.16565656565656567,active,0.7666513955138742,82,9,2250.0
23,fixed250,whole,0.9757575757575757,0.9762590482047058,train,1.0,endpoint_aware,0.9757475558273935,495,9,2250.0
23,fixed250,whole,0.8918918918918919,0.8296703296703296,train,0.07474747474747474,active,0.8197496947496947,37,10,2500.0
23,fixed250,whole,0.9919191919191919,0.9921295421800983,train,1.0,endpoint_aware,0.9921335880768342,495,10,2500.0
23,fixed250,whole,0.9333333333333333,0.8571428571428571,train,0.030303030303030304,active,0.8461538461538461,15,11,2750.0
23,fixed250,whole,0.997979797979798,0.998015873015873,train,1.0,endpoint_aware,0.9980381295296127,495,11,2750.0
23,fixed250,whole,1.0,1.0,train,0.00404040404040404,active,1.0,2,12,3000.0
23,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,495,12,3000.0
23,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,495,13,3250.0
23,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,495,14,3500.0
23,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,495,15,3750.0
23,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,495,16,4000.0
23,fixed250,whole,0.09392265193370165,0.08333333333333333,val,1.0,active,0.014529914529914529,181,1,250.0
23,fixed250,whole,0.09392265193370165,0.08333333333333333,val,1.0,endpoint_aware,0.014529914529914529,181,1,250.0
23,fixed250,whole,0.11049723756906077,0.09999999999999999,val,1.0,active,0.04886710239651417,181,2,500.0
23,fixed250,whole,0.11049723756906077,0.09999999999999999,val,1.0,endpoint_aware,0.04886710239651417,181,2,500.0
23,fixed250,whole,0.22099447513812154,0.2213172448466566,val,1.0,active,0.16055314337523852,181,3,750.0
23,fixed250,whole,0.22099447513812154,0.2213172448466566,val,1.0,endpoint_aware,0.16055314337523852,181,3,750.0
23,fixed250,whole,0.31843575418994413,0.3410172616054969,val,0.988950276243094,active,0.24609806149584132,179,4,1000.0
23,fixed250,whole,0.3259668508287293,0.3416708563767387,val,1.0,endpoint_aware,0.2488453142430941,181,4,1000.0
23,fixed250,whole,0.34868421052631576,0.4147489765136824,val,0.8397790055248618,active,0.3170993140846082,152,5,1250.0
23,fixed250,whole,0.4143646408839779,0.42520843807608516,val,1.0,endpoint_aware,0.3618684416478534,181,5,1250.0
23,fixed250,whole,0.45901639344262296,0.42814685314685313,val,0.6740331491712708,active,0.3743979244523709,122,6,1500.0
23,fixed250,whole,0.5248618784530387,0.5299265753309871,val,1.0,endpoint_aware,0.5009196736738258,181,6,1500.0
23,fixed250,whole,0.5194805194805194,0.4766666666666667,val,0.425414364640884,active,0.3762699231739479,77,7,1750.0
23,fixed250,whole,0.585635359116022,0.5886071308865427,val,1.0,endpoint_aware,0.5736197368268111,181,7,1750.0
23,fixed250,whole,0.4489795918367347,0.41569264069264067,val,0.27071823204419887,active,0.36555167055167054,49,8,2000.0
23,fixed250,whole,0.5911602209944752,0.593815464219876,val,1.0,endpoint_aware,0.5775819469232769,181,8,2000.0
23,fixed250,whole,0.48148148148148145,0.48958333333333337,val,0.14917127071823205,active,0.3845238095238095,27,9,2250.0
23,fixed250,whole,0.6243093922651933,0.6248407910172616,val,1.0,endpoint_aware,0.611324041775304,181,9,2250.0
23,fixed250,whole,0.3076923076923077,0.3,val,0.0718232044198895,active,0.21428571428571427,13,10,2500.0
23,fixed250,whole,0.6243093922651933,0.6241463465728171,val,1.0,endpoint_aware,0.6097624691728468,181,10,2500.0
23,fixed250,whole,0.0,0.0,val,0.027624309392265192,active,0.0,5,11,2750.0
23,fixed250,whole,0.6187845303867403,0.6189380132394838,val,1.0,endpoint_aware,0.6023056318028314,181,11,2750.0
23,fixed250,whole,0.0,0.0,val,0.022099447513812154,active,0.0,4,12,3000.0
23,fixed250,whole,0.6187845303867403,0.6189380132394838,val,1.0,endpoint_aware,0.6023056318028314,181,12,3000.0
23,fixed250,whole,0.0,0.0,val,0.016574585635359115,active,0.0,3,13,3250.0
23,fixed250,whole,0.6187845303867403,0.6189380132394838,val,1.0,endpoint_aware,0.6023056318028314,181,13,3250.0
23,fixed250,whole,0.0,0.0,val,0.011049723756906077,active,0.0,2,14,3500.0
23,fixed250,whole,0.6187845303867403,0.6189380132394838,val,1.0,endpoint_aware,0.6023056318028314,181,14,3500.0
23,fixed250,whole,0.0,0.0,val,0.011049723756906077,active,0.0,2,15,3750.0
23,fixed250,whole,0.6187845303867403,0.6189380132394838,val,1.0,endpoint_aware,0.6023056318028314,181,15,3750.0
23,fixed250,whole,0.0,0.0,val,0.0055248618784530384,active,0.0,1,16,4000.0
23,fixed250,whole,0.6187845303867403,0.6189380132394838,val,1.0,endpoint_aware,0.6023056318028314,181,16,4000.0
23,fixed250,whole,0.0903954802259887,0.0784313725490196,test,1.0,active,0.0142602495543672,177,1,250.0
23,fixed250,whole,0.0903954802259887,0.0784313725490196,test,1.0,endpoint_aware,0.0142602495543672,177,1,250.0
23,fixed250,whole,0.10734463276836158,0.09571078431372548,test,1.0,active,0.044673810274188465,177,2,500.0
23,fixed250,whole,0.10734463276836158,0.09571078431372548,test,1.0,endpoint_aware,0.044673810274188465,177,2,500.0
23,fixed250,whole,0.23163841807909605,0.22204909741674447,test,1.0,active,0.17634437528103378,177,3,750.0
23,fixed250,whole,0.23163841807909605,0.22204909741674447,test,1.0,endpoint_aware,0.17634437528103378,177,3,750.0
23,fixed250,whole,0.36416184971098264,0.3627975442313678,test,0.9774011299435028,active,0.31722333666841673,173,4,1000.0
23,fixed250,whole,0.3672316384180791,0.3570660208527856,test,1.0,endpoint_aware,0.31769262670868686,177,4,1000.0
23,fixed250,whole,0.4315068493150685,0.4667761296437767,test,0.8248587570621468,active,0.4200577080630475,146,5,1250.0
23,fixed250,whole,0.4463276836158192,0.43415518985371926,test,1.0,endpoint_aware,0.42135877210472267,177,5,1250.0
23,fixed250,whole,0.5636363636363636,0.46928104575163404,test,0.6214689265536724,active,0.46982902983417696,110,6,1500.0
23,fixed250,whole,0.5480225988700564,0.5316108387799564,test,1.0,endpoint_aware,0.5412762487401459,177,6,1500.0
23,fixed250,whole,0.6379310344827587,0.6671957671957672,test,0.327683615819209,active,0.4912826574010784,58,7,1750.0
23,fixed250,whole,0.5706214689265536,0.554617958294429,test,1.0,endpoint_aware,0.5633177322884869,177,7,1750.0
23,fixed250,whole,0.4583333333333333,0.44375,test,0.13559322033898305,active,0.3691358024691358,24,8,2000.0
23,fixed250,whole,0.559322033898305,0.5445076641767819,test,1.0,endpoint_aware,0.554671211195334,177,8,2000.0
23,fixed250,whole,0.38461538461538464,0.42857142857142855,test,0.07344632768361582,active,0.29115646258503397,13,9,2250.0
23,fixed250,whole,0.5536723163841808,0.5375632197323373,test,1.0,endpoint_aware,0.5468109051442385,177,9,2250.0
23,fixed250,whole,0.2,0.25,test,0.02824858757062147,active,0.1,5,10,2500.0
23,fixed250,whole,0.5536723163841808,0.5375632197323373,test,1.0,endpoint_aware,0.5468109051442385,177,10,2500.0
23,fixed250,whole,0.0,0.0,test,0.005649717514124294,active,0.0,1,11,2750.0
23,fixed250,whole,0.5536723163841808,0.5375632197323373,test,1.0,endpoint_aware,0.5468109051442385,177,11,2750.0
23,fixed250,whole,0.5536723163841808,0.5375632197323373,test,1.0,endpoint_aware,0.5468109051442385,177,12,3000.0
23,fixed250,whole,0.5536723163841808,0.5375632197323373,test,1.0,endpoint_aware,0.5468109051442385,177,13,3250.0
23,fixed250,whole,0.5536723163841808,0.5375632197323373,test,1.0,endpoint_aware,0.5468109051442385,177,14,3500.0
23,fixed250,whole,0.5536723163841808,0.5375632197323373,test,1.0,endpoint_aware,0.5468109051442385,177,15,3750.0
23,fixed250,whole,0.5536723163841808,0.5375632197323373,test,1.0,endpoint_aware,0.5468109051442385,177,16,4000.0
37,fixed250,whole,0.10789980732177264,0.10282358820589704,train,1.0,active,0.04222919496299991,519,1,250.0
37,fixed250,whole,0.10789980732177264,0.10282358820589704,train,1.0,endpoint_aware,0.04222919496299991,519,1,250.0
37,fixed250,whole,0.17148362235067438,0.17280461424134266,train,1.0,active,0.1004932246214663,519,2,500.0
37,fixed250,whole,0.17148362235067438,0.17280461424134266,train,1.0,endpoint_aware,0.1004932246214663,519,2,500.0
37,fixed250,whole,0.2832369942196532,0.28788123950871225,train,1.0,active,0.213573890938232,519,3,750.0
37,fixed250,whole,0.2832369942196532,0.28788123950871225,train,1.0,endpoint_aware,0.213573890938232,519,3,750.0
37,fixed250,whole,0.4815533980582524,0.5022233421973656,train,0.9922928709055877,active,0.42397850887192795,515,4,1000.0
37,fixed250,whole,0.48554913294797686,0.5032349426152006,train,1.0,endpoint_aware,0.4260635165073105,519,4,1000.0
37,fixed250,whole,0.6163793103448276,0.6621116217598916,train,0.8940269749518305,active,0.6054786785451215,464,5,1250.0
37,fixed250,whole,0.6570327552986512,0.6693491630702901,train,1.0,endpoint_aware,0.6351143152177018,519,5,1250.0
37,fixed250,whole,0.7055702917771883,0.7774213071060713,train,0.7263969171483622,active,0.6871278768178118,377,6,1500.0
37,fixed250,whole,0.7861271676300579,0.7953653238481447,train,1.0,endpoint_aware,0.7822402983461348,519,6,1500.0
37,fixed250,whole,0.7915057915057915,0.8613166058138884,train,0.49903660886319845,active,0.6857932459066455,259,7,1750.0
37,fixed250,whole,0.8959537572254336,0.9006356361473613,train,1.0,endpoint_aware,0.8943954822753941,519,7,1750.0
37,fixed250,whole,0.8536585365853658,0.8612453431165679,train,0.3159922928709056,active,0.6351826850015256,164,8,2000.0
37,fixed250,whole,0.953757225433526,0.9558604185530389,train,1.0,endpoint_aware,0.9539721230040067,519,8,2000.0
37,fixed250,whole,0.8762886597938144,0.8666817506729787,train,0.18689788053949905,active,0.7729539635991249,97,9,2250.0
37,fixed250,whole,0.976878612716763,0.9781668204282097,train,1.0,endpoint_aware,0.9781643022797947,519,9,2250.0
37,fixed250,whole,0.8478260869565217,0.8504464285714286,train,0.08863198458574181,active,0.7560693786500239,46,10,2500.0
37,fixed250,whole,0.9865125240847784,0.9871246341326129,train,1.0,endpoint_aware,0.987028679067238,519,10,2500.0
37,fixed250,whole,0.7647058823529411,0.8452380952380951,train,0.03275529865125241,active,0.6654761904761904,17,11,2750.0
37,fixed250,whole,0.9922928709055877,0.9926179218732409,train,1.0,endpoint_aware,0.9926381553112825,519,11,2750.0
37,fixed250,whole,0.6666666666666666,0.6666666666666666,train,0.011560693641618497,active,0.4666666666666666,6,12,3000.0
37,fixed250,whole,0.9961464354527938,0.996242823370483,train,1.0,endpoint_aware,0.9962263212661915,519,12,3000.0
37,fixed250,whole,0.6666666666666666,0.6666666666666666,train,0.005780346820809248,active,0.5,3,13,3250.0
37,fixed250,whole,0.9980732177263969,0.998015873015873,train,1.0,endpoint_aware,0.9975835545572119,519,13,3250.0
37,fixed250,whole,1.0,1.0,train,0.0038535645472061657,active,1.0,2,14,3500.0
37,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,519,14,3500.0
37,fixed250,whole,1.0,1.0,train,0.0038535645472061657,active,1.0,2,15,3750.0
37,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,519,15,3750.0
37,fixed250,whole,1.0,1.0,train,0.0019267822736030828,active,1.0,1,16,4000.0
37,fixed250,whole,1.0,1.0,train,1.0,endpoint_aware,1.0,519,16,4000.0
37,fixed250,whole,0.08522727272727272,0.08333333333333333,val,1.0,active,0.013440860215053764,176,1,250.0
37,fixed250,whole,0.08522727272727272,0.08333333333333333,val,1.0,endpoint_aware,0.013440860215053764,176,1,250.0
37,fixed250,whole,0.09659090909090909,0.09749455337690632,val,1.0,active,0.04059929196014272,176,2,500.0
37,fixed250,whole,0.09659090909090909,0.09749455337690632,val,1.0,endpoint_aware,0.04059929196014272,176,2,500.0
37,fixed250,whole,0.19886363636363635,0.19462145969498912,val,1.0,active,0.14565736823940392,176,3,750.0
37,fixed250,whole,0.19886363636363635,0.19462145969498912,val,1.0,endpoint_aware,0.14565736823940392,176,3,750.0
37,fixed250,whole,0.35260115606936415,0.35767293028322444,val,0.9829545454545454,active,0.27063999911485687,173,4,1000.0
37,fixed250,whole,0.36363636363636365,0.3604507080610022,val,1.0,endpoint_aware,0.276041233682758,176,4,1000.0
37,fixed250,whole,0.42857142857142855,0.4432079562594268,val,0.9147727272727273,active,0.39296459617827706,161,5,1250.0
37,fixed250,whole,0.45454545454545453,0.45251225490196084,val,1.0,endpoint_aware,0.41581165042068013,176,5,1250.0
37,fixed250,whole,0.5076923076923077,0.5523086798822092,val,0.7386363636363636,active,0.5172851849396473,130,6,1500.0
37,fixed250,whole,0.5738636363636364,0.5702847805788983,val,1.0,endpoint_aware,0.5728227913548672,176,6,1500.0
37,fixed250,whole,0.5432098765432098,0.5954761904761905,val,0.4602272727272727,active,0.5215353821034262,81,7,1750.0
37,fixed250,whole,0.6136363636363636,0.6120010504201682,val,1.0,endpoint_aware,0.6149509299180351,176,7,1750.0
37,fixed250,whole,0.47368421052631576,0.412962962962963,val,0.2159090909090909,active,0.3477777777777778,38,8,2000.0
37,fixed250,whole,0.6420454545454546,0.6409109477124183,val,1.0,endpoint_aware,0.6419675756748949,176,8,2000.0
37,fixed250,whole,0.1875,0.20833333333333334,val,0.09090909090909091,active,0.1246031746031746,16,9,2250.0
37,fixed250,whole,0.6477272727272727,0.6461192810457517,val,1.0,endpoint_aware,0.6480107336788371,176,9,2250.0
37,fixed250,whole,0.16666666666666666,0.125,val,0.03409090909090909,active,0.1111111111111111,6,10,2500.0
37,fixed250,whole,0.6477272727272727,0.646466503267974,val,1.0,endpoint_aware,0.6472414093462944,176,10,2500.0
37,fixed250,whole,0.5,0.5,val,0.011363636363636364,active,0.3333333333333333,2,11,2750.0
37,fixed250,whole,0.6477272727272727,0.646466503267974,val,1.0,endpoint_aware,0.646671855108262,176,11,2750.0
37,fixed250,whole,0.6477272727272727,0.646466503267974,val,1.0,endpoint_aware,0.646671855108262,176,12,3000.0
37,fixed250,whole,0.6477272727272727,0.646466503267974,val,1.0,endpoint_aware,0.646671855108262,176,13,3250.0
37,fixed250,whole,0.6477272727272727,0.646466503267974,val,1.0,endpoint_aware,0.646671855108262,176,14,3500.0
37,fixed250,whole,0.6477272727272727,0.646466503267974,val,1.0,endpoint_aware,0.646671855108262,176,15,3750.0
37,fixed250,whole,0.6477272727272727,0.646466503267974,val,1.0,endpoint_aware,0.646671855108262,176,16,4000.0
37,fixed250,whole,0.10126582278481013,0.10416666666666667,test,1.0,active,0.039613081529249194,158,1,250.0
37,fixed250,whole,0.10126582278481013,0.10416666666666667,test,1.0,endpoint_aware,0.039613081529249194,158,1,250.0
37,fixed250,whole,0.14556962025316456,0.14751984126984127,test,1.0,active,0.07941664726767751,158,2,500.0
37,fixed250,whole,0.14556962025316456,0.14751984126984127,test,1.0,endpoint_aware,0.07941664726767751,158,2,500.0
37,fixed250,whole,0.23417721518987342,0.2439213564213564,test,1.0,active,0.15152691511387162,158,3,750.0
37,fixed250,whole,0.23417721518987342,0.2439213564213564,test,1.0,endpoint_aware,0.15152691511387162,158,3,750.0
37,fixed250,whole,0.3717948717948718,0.38828463203463204,test,0.9873417721518988,active,0.29201803451803454,156,4,1000.0
37,fixed250,whole,0.379746835443038,0.390268759018759,test,1.0,endpoint_aware,0.29572173822173825,158,4,1000.0
37,fixed250,whole,0.45454545454545453,0.5090157527657527,test,0.8354430379746836,active,0.41702134321633394,132,5,1250.0
37,fixed250,whole,0.5,0.49908494283494287,test,1.0,endpoint_aware,0.4458106763820973,158,5,1250.0
37,fixed250,whole,0.5,0.595970695970696,test,0.620253164556962,active,0.47734069473199897,98,6,1500.0
37,fixed250,whole,0.569620253164557,0.577134670884671,test,1.0,endpoint_aware,0.5566873059765216,158,6,1500.0
37,fixed250,whole,0.48214285714285715,0.505964405964406,test,0.35443037974683544,active,0.3764840922594933,56,7,1750.0
37,fixed250,whole,0.6012658227848101,0.6094357031857033,test,1.0,endpoint_aware,0.5961956865727995,158,7,1750.0
37,fixed250,whole,0.5357142857142857,0.5714285714285715,test,0.17721518987341772,active,0.39814814814814814,28,8,2000.0
37,fixed250,whole,0.6012658227848101,0.6102904040404041,test,1.0,endpoint_aware,0.5959937789795876,158,8,2000.0
37,fixed250,whole,0.3333333333333333,0.4,test,0.056962025316455694,active,0.23809523809523808,9,9,2250.0
