split_seed,fixed250_whole,fixed250_prefix,delta250,fixed500_whole,fixed500_prefix,delta500,relative10_whole,gap250,gap500
11,0.683183551198257,0.5729915577342047,-0.11019199346405228,0.6476988017429194,0.5720383986928105,-0.0756604030501089,0.817824074074074,0.24483251633986924,0.2457856753812635
23,0.5375632197323373,0.5008072673513849,-0.03675595238095242,0.5711260893246187,0.542953431372549,-0.02817265795206969,0.6836465141612201,0.1828392468098352,0.1406930827886711
37,0.6102904040404041,0.508008658008658,-0.10228174603174611,0.5881042568542568,0.5837010212010213,-0.004403235653235527,0.7286220723720724,0.22061341436341442,0.14492105117105114
53,0.4664432789432789,0.48479992229992236,0.018356643356643443,0.6331585081585082,0.4628982128982129,-0.17026029526029524,0.6054778554778554,0.12067793317793302,0.14257964257964245
71,0.6269286881419234,0.5025472689075631,-0.1243814192343603,0.5787406629318393,0.49831932773109244,-0.0804213352007469,0.7381273342670401,0.23558006535947706,0.2398080065359477
