architecture,objective,variant,hidden_cap,seed,off_test_ba,on_test_ba,delta_test_ba_doc_reg_minus_off,off_last_hidden_events_per_neuron_second,on_last_hidden_events_per_neuron_second,delta_last_hidden_events_per_neuron_second,on_test_mean_dead_neuron_fraction,on_test_last_hidden_dead_neuron_fraction
short_mid_long,whole_count_ce,binary,1,11,0.2335678210678211,0.09523809523809523,-0.13832972582972586,5.432571239231279,0.24196487740225314,-5.190606361829025,0.4166666666666667,0.09375
short_mid_long,whole_count_ce,binary,1,23,0.2314713064713065,0.0817099567099567,-0.1497613497613498,4.828528827037774,0.864065606361829,-3.9644632206759445,0.390625,0.0625
short_mid_long,whole_count_ce,binary,1,37,0.2239607614607614,0.08333333333333333,-0.14062742812742807,5.190772034459907,0.26611166335321407,-4.924660371106693,0.4947916666666667,0.1875
short_mid_long,whole_count_ce,binary,1,53,0.1978785103785103,0.0909090909090909,-0.10696941946941939,3.531022200132538,0.061547382372432076,-3.4694748177601062,0.5598958333333334,0.28125
short_mid_long,whole_count_ce,binary,1,71,0.2067370129870129,0.07575757575757576,-0.13097943722943717,4.86174618952949,0.2142561298873426,-4.647490059642148,0.4817708333333333,0.171875
short_mid_long,timestep_ce,binary,1,11,0.1098484848484848,0.09523809523809523,-0.014610389610389574,1.5637839628893306,0.24196487740225314,-1.3218190854870775,0.4166666666666667,0.09375
short_mid_long,timestep_ce,binary,1,23,0.1327922077922078,0.0817099567099567,-0.05108225108225109,2.4341865473823723,0.864065606361829,-1.5701209410205432,0.390625,0.0625
short_mid_long,timestep_ce,binary,1,37,0.1525974025974026,0.08333333333333333,-0.06926406926406926,2.611994698475812,0.26611166335321407,-2.345883035122598,0.4947916666666667,0.1875
short_mid_long,timestep_ce,binary,1,53,0.1384448884448884,0.0909090909090909,-0.047535797535797494,1.6695245195493704,0.061547382372432076,-1.6079771371769382,0.5598958333333334,0.28125
short_mid_long,timestep_ce,binary,1,71,0.1268398268398268,0.07575757575757576,-0.05108225108225105,1.755881378396289,0.2142561298873426,-1.5416252485089463,0.4817708333333333,0.171875
short_mid,whole_count_ce,binary,1,11,0.441629204129204,0.08333333333333333,-0.35829587079587066,9.800985752153744,0.052269715043074885,-9.74871603711067,0.6015625,0.578125
short_mid,whole_count_ce,binary,1,23,0.4869241869241869,0.08333333333333333,-0.40359085359085356,10.414057322730285,0.05525182239893969,-10.358805500331345,0.609375,0.546875
short_mid,whole_count_ce,binary,1,37,0.4688956876456876,0.08333333333333333,-0.3855623543123543,11.094599072233269,0.05044731610337972,-11.044151756129889,0.6171875,0.625
short_mid,whole_count_ce,binary,1,53,0.4186383061383061,0.08333333333333333,-0.3353049728049728,8.822813121272366,0.010023194168323393,-8.812789927104044,0.67578125,0.703125
short_mid,whole_count_ce,binary,1,71,0.4699640637140637,0.08333333333333333,-0.38663073038073037,9.455434062292907,0.04493870112657389,-9.410495361166333,0.61328125,0.609375
short_mid,timestep_ce,binary,1,11,0.2570845820845821,0.08333333333333333,-0.1737512487512488,2.867586149768058,0.052269715043074885,-2.8153164347249833,0.6015625,0.578125
short_mid,timestep_ce,binary,1,23,0.3131451881451881,0.08333333333333333,-0.2298118548118548,3.326209410205434,0.05525182239893969,-3.2709575878064943,0.609375,0.546875
short_mid,timestep_ce,binary,1,37,0.2543539793539793,0.08333333333333333,-0.17102064602064598,3.399271040424122,0.05044731610337972,-3.3488237243207424,0.6171875,0.625
short_mid,timestep_ce,binary,1,53,0.28996003996004,0.08333333333333333,-0.20662670662670668,3.367544731610338,0.010023194168323393,-3.3575215374420146,0.67578125,0.703125
short_mid,timestep_ce,binary,1,71,0.2927738927738927,0.08333333333333333,-0.2094405594405594,5.23678760768721,0.04493870112657389,-5.191848906560637,0.61328125,0.609375
mid_long,whole_count_ce,binary,1,11,0.432004107004107,0.07643398268398267,-0.35557012432012436,12.877982107355864,3.218646454605699,-9.659335652750165,0.15625,0.0078125
mid_long,whole_count_ce,binary,1,23,0.417130092130092,0.08333333333333333,-0.3337967587967587,11.984095427435388,0.1870444002650762,-11.797051027170312,0.484375,0.3515625
mid_long,whole_count_ce,binary,1,37,0.4012099012099011,0.05835137085137085,-0.3428585303585302,10.528330019880716,2.535453943008615,-7.9928760768721006,0.19140625,0.0390625
mid_long,whole_count_ce,binary,1,53,0.3507048507048507,0.04545454545454545,-0.3052503052503052,11.504307488402915,1.8583913187541419,-9.645916169648773,0.21484375,0.0234375
mid_long,whole_count_ce,binary,1,71,0.4029005716505716,0.07413419913419914,-0.3287663725163724,11.332049370444002,0.997722001325381,-10.334327369118622,0.203125,0.0390625
mid_long,timestep_ce,binary,1,11,0.3461829836829836,0.07643398268398267,-0.26974900099900095,8.536903578528827,3.218646454605699,-5.318257123923129,0.15625,0.0078125
mid_long,timestep_ce,binary,1,23,0.3281773781773782,0.08333333333333333,-0.24484404484404487,11.262259774685225,0.18671305500331345,-11.075546719681912,0.484375,0.3515625
mid_long,timestep_ce,binary,1,37,0.2499167499167499,0.05835137085137085,-0.19156537906537904,7.959203114645461,2.535453943008615,-5.423749171636846,0.19140625,0.0390625
mid_long,timestep_ce,binary,1,53,0.2609557109557109,0.04545454545454545,-0.21550116550116546,6.772448641484427,1.8583913187541419,-4.914057322730285,0.21484375,0.0234375
mid_long,timestep_ce,binary,1,71,0.3349386724386724,0.07413419913419914,-0.2608044733044733,7.132910868124585,0.997722001325381,-6.135188866799204,0.203125,0.0390625
