family,architecture,objective,variant,hidden_cap,output_cap,seed,primary_readout,best_epoch,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1,native_test_ba,test_last_hidden_events_per_neuron_second,regularization,test_mean_dead_neuron_fraction,test_last_hidden_dead_neuron_fraction,test_mean_active_step_fraction,test_last_hidden_active_step_fraction,test_mean_abs_post_reset_membrane,test_last_hidden_mean_abs_post_reset_membrane
direct_snn,short_mid,whole_count_ce,binary,1,1.0,53,output_whole_count,70,0.7325486693815716,0.4042688792688793,0.4186383061383061,0.4246575342465753,0.385479505345066,0.4186383061383061,8.822813121272366,off,,,,,,
direct_snn,short_mid,whole_count_ce,binary,1,1.0,71,output_whole_count,88,0.798852958979976,0.4368506493506494,0.4699640637140637,0.4863013698630137,0.4416820695248104,0.4699640637140637,9.455434062292907,off,,,,,,
direct_snn,short_mid,timestep_ce,binary,1,1.0,11,output_whole_count,100,0.4401489349704297,0.2944444444444444,0.2570845820845821,0.2808219178082192,0.1918127919209731,0.2570845820845821,2.867586149768058,off,,,,,,
direct_snn,short_mid,timestep_ce,binary,1,1.0,23,output_whole_count,94,0.4707064173973627,0.2563552188552189,0.3131451881451881,0.3287671232876712,0.2649343048256091,0.3131451881451881,3.326209410205434,off,,,,,,
direct_snn,short_mid,timestep_ce,binary,1,1.0,37,output_whole_count,93,0.4544629904991077,0.2703703703703703,0.2543539793539793,0.2671232876712329,0.190673312294661,0.2543539793539793,3.399271040424122,off,,,,,,
direct_snn,short_mid,timestep_ce,binary,1,1.0,53,output_whole_count,84,0.4637919537965336,0.2414682539682539,0.28996003996004,0.3082191780821918,0.2318685555678684,0.28996003996004,3.367544731610338,off,,,,,,
direct_snn,short_mid,timestep_ce,binary,1,1.0,71,output_whole_count,97,0.5246459531149258,0.3136904761904762,0.2927738927738927,0.3150684931506849,0.2292953190051221,0.2927738927738927,5.23678760768721,off,,,,,,
direct_snn,mid_long,whole_count_ce,binary,1,1.0,11,output_whole_count,97,0.9453762187092236,0.4307359307359307,0.432004107004107,0.4520547945205479,0.4072415799544733,0.432004107004107,12.877982107355864,off,,,,,,
direct_snn,mid_long,whole_count_ce,binary,1,1.0,23,output_whole_count,53,0.8407322192623097,0.4373075998075998,0.417130092130092,0.4383561643835616,0.3984940850882879,0.417130092130092,11.984095427435388,off,,,,,,
direct_snn,mid_long,whole_count_ce,binary,1,1.0,37,output_whole_count,71,0.9011104192436912,0.3266293891293891,0.4012099012099011,0.4041095890410959,0.3849018956777577,0.4012099012099011,10.528330019880716,off,,,,,,
direct_snn,mid_long,whole_count_ce,binary,1,1.0,53,output_whole_count,69,0.8686041827255218,0.3905483405483405,0.3507048507048507,0.363013698630137,0.3287748752222436,0.3507048507048507,11.504307488402915,off,,,,,,
direct_snn,mid_long,whole_count_ce,binary,1,1.0,71,output_whole_count,94,0.9366724900576624,0.3833453583453584,0.4029005716505716,0.410958904109589,0.3861505790961129,0.4029005716505716,11.332049370444002,off,,,,,,
direct_snn,mid_long,timestep_ce,binary,1,1.0,11,output_whole_count,62,0.4979183320105443,0.3081709956709956,0.3461829836829836,0.363013698630137,0.2721399042827614,0.3461829836829836,8.536903578528827,off,,,,,,
direct_snn,mid_long,timestep_ce,binary,1,1.0,23,output_whole_count,100,0.6291671482198212,0.2890873015873016,0.3281773781773782,0.3493150684931507,0.2793489828429944,0.3281773781773782,11.262259774685225,off,,,,,,
direct_snn,mid_long,timestep_ce,binary,1,1.0,37,output_whole_count,100,0.6024538112089951,0.26257215007215,0.2499167499167499,0.2602739726027397,0.192613446229103,0.2499167499167499,7.959203114645461,off,,,,,,
direct_snn,mid_long,timestep_ce,binary,1,1.0,53,output_whole_count,87,0.5438551842481317,0.2609126984126984,0.2609557109557109,0.273972602739726,0.1896062271062271,0.2609557109557109,6.772448641484427,off,,,,,,
direct_snn,mid_long,timestep_ce,binary,1,1.0,71,output_whole_count,78,0.5978131017767533,0.3111772486772486,0.3349386724386724,0.3493150684931507,0.2686748127180049,0.3349386724386724,7.132910868124585,off,,,,,,
direct_snn,short_mid_long,whole_count_ce,binary,1,1.0,11,output_whole_count,2,0.0797738603988604,0.08333333333333333,0.09523809523809523,0.08904109589041095,0.034526472781506334,0.09523809523809523,0.24196487740225314,doc_sae_dense_on,0.4166666666666667,0.09375,0.0015044282913629335,0.0037807012094102053,0.039399109634311355,0.01395255102077962
direct_snn,short_mid_long,whole_count_ce,binary,1,1.0,23,output_whole_count,1,0.07038342830009497,0.08333333333333333,0.0817099567099567,0.07534246575342465,0.022766122766122766,0.0817099567099567,0.864065606361829,doc_sae_dense_on,0.390625,0.0625,0.005446487740225315,0.013501025099403579,0.05939734736525357,0.05746265904171882
direct_snn,short_mid_long,whole_count_ce,binary,1,1.0,37,output_whole_count,3,0.07091346153846154,0.09027777777777778,0.08333333333333333,0.07534246575342465,0.012222222222222223,0.08333333333333333,0.26611166335321407,doc_sae_dense_on,0.4947916666666667,0.1875,0.0015954619505191075,0.00415799473989397,0.03949764938393465,0.013942578816113684
direct_snn,short_mid_long,whole_count_ce,binary,1,1.0,53,output_whole_count,2,0.08835832930172553,0.08333333333333333,0.0909090909090909,0.0821917808219178,0.025793650793650796,0.0909090909090909,0.061547382372432076,doc_sae_dense_on,0.5598958333333334,0.28125,0.0004249675557764524,0.0009616778495692512,0.034161311725077574,0.005220169575503522
direct_snn,short_mid_long,whole_count_ce,binary,1,1.0,71,output_whole_count,2,0.07628676470588236,0.08333333333333333,0.07575757575757576,0.0684931506849315,0.011261261261261262,0.07575757575757576,0.2142561298873426,doc_sae_dense_on,0.4817708333333333,0.171875,0.0013980785426330902,0.003347752029489728,0.04264956348011345,0.01417228036403972
direct_snn,short_mid_long,timestep_ce,binary,1,1.0,11,output_whole_count,2,0.0797738603988604,0.08333333333333333,0.09523809523809523,0.08904109589041095,0.034526472781506334,0.09523809523809523,0.24196487740225314,doc_sae_dense_on,0.4166666666666667,0.09375,0.0015044282913629335,0.0037807012094102053,0.039399109634311355,0.01395255102077962
direct_snn,short_mid_long,timestep_ce,binary,1,1.0,23,output_whole_count,1,0.07038342830009497,0.08333333333333333,0.0817099567099567,0.07534246575342465,0.022766122766122766,0.0817099567099567,0.864065606361829,doc_sae_dense_on,0.390625,0.0625,0.005446487740225315,0.013501025099403579,0.05939734736525357,0.05746265904171882
direct_snn,short_mid_long,timestep_ce,binary,1,1.0,37,output_whole_count,3,0.07091346153846154,0.09027777777777778,0.08333333333333333,0.07534246575342465,0.012222222222222223,0.08333333333333333,0.26611166335321407,doc_sae_dense_on,0.4947916666666667,0.1875,0.0015954619505191075,0.00415799473989397,0.03949764938393465,0.013942578816113684
direct_snn,short_mid_long,timestep_ce,binary,1,1.0,53,output_whole_count,2,0.08835832930172553,0.08333333333333333,0.0909090909090909,0.0821917808219178,0.025793650793650796,0.0909090909090909,0.061547382372432076,doc_sae_dense_on,0.5598958333333334,0.28125,0.0004249675557764524,0.0009616778495692512,0.034161311514413935,0.005220169575503522
direct_snn,short_mid_long,timestep_ce,binary,1,1.0,71,output_whole_count,2,0.07628676470588236,0.08333333333333333,0.07575757575757576,0.0684931506849315,0.011261261261261262,0.07575757575757576,0.2142561298873426,doc_sae_dense_on,0.4817708333333333,0.171875,0.0013980785426330902,0.003347752029489728,0.04264956348011345,0.01417228036403972
direct_snn,short_mid,whole_count_ce,binary,1,1.0,11,output_whole_count,1,0.08319978632478632,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.052269715043074885,doc_sae_dense_on,0.6015625,0.578125,0.000579207049370444,0.0008167142975480451,0.05326949406570753,0.018387954427834138
direct_snn,short_mid,whole_count_ce,binary,1,1.0,23,output_whole_count,2,0.08316954926624738,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.012061403508771931,0.08333333333333333,0.05525182239893969,doc_sae_dense_on,0.609375,0.546875,0.000611241405732273,0.0008633097249834327,0.050711106333691525,0.017770173890927204
direct_snn,short_mid,whole_count_ce,binary,1,1.0,37,output_whole_count,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011827956989247311,0.08333333333333333,0.05044731610337972,doc_sae_dense_on,0.6171875,0.625,0.0005672346131544068,0.0007882393141153081,0.057032170794988166,0.02268919161094428
direct_snn,short_mid,whole_count_ce,binary,1,1.0,53,output_whole_count,1,0.08698899371069181,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.010023194168323393,doc_sae_dense_on,0.67578125,0.703125,0.00018314591616964878,0.000156612408880053,0.050874607996722575,0.012496121558548994
direct_snn,short_mid,whole_count_ce,binary,1,1.0,71,output_whole_count,1,0.08698899371069181,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.04493870112657389,doc_sae_dense_on,0.61328125,0.609375,0.0005885908507289596,0.000702167205102717,0.058270027694360876,0.027675775047009004
direct_snn,short_mid,timestep_ce,binary,1,1.0,11,output_whole_count,1,0.08319978632478632,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.052269715043074885,doc_sae_dense_on,0.6015625,0.578125,0.000579207049370444,0.0008167142975480451,0.05326949469769846,0.018387955691816
direct_snn,short_mid,timestep_ce,binary,1,1.0,23,output_whole_count,2,0.08316954926624738,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.012061403508771931,0.08333333333333333,0.05525182239893969,doc_sae_dense_on,0.609375,0.546875,0.000611241405732273,0.0008633097249834327,0.05071110631394181,0.01777017385142777
direct_snn,short_mid,timestep_ce,binary,1,1.0,37,output_whole_count,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011827956989247311,0.08333333333333333,0.05044731610337972,doc_sae_dense_on,0.6171875,0.625,0.0005672346131544068,0.0007882393141153081,0.057032170794988166,0.02268919161094428
direct_snn,short_mid,timestep_ce,binary,1,1.0,53,output_whole_count,1,0.08698899371069181,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.010023194168323393,doc_sae_dense_on,0.67578125,0.703125,0.00018314591616964878,0.000156612408880053,0.050874607996722575,0.012496121558548994
direct_snn,short_mid,timestep_ce,binary,1,1.0,71,output_whole_count,1,0.08698899371069181,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.04493870112657389,doc_sae_dense_on,0.61328125,0.609375,0.0005885908507289596,0.000702167205102717,0.058270027694360876,0.027675775047009004
direct_snn,mid_long,whole_count_ce,binary,1,1.0,11,output_whole_count,5,0.08108445313513905,0.12777777777777777,0.07643398268398267,0.07534246575342465,0.05966802923324662,0.07643398268398267,3.218646454605699,doc_sae_dense_on,0.15625,0.0078125,0.027653091865473822,0.05029135085321405,0.13688895653382763,0.15427381744283647
direct_snn,mid_long,whole_count_ce,binary,1,1.0,23,output_whole_count,84,0.08159722222222222,0.09166666666666667,0.08333333333333333,0.07534246575342465,0.011982570806100218,0.08333333333333333,0.1870444002650762,doc_sae_dense_on,0.484375,0.3515625,0.0016942615142478462,0.002922568754141816,0.05148990640899376,0.022095979010529516
direct_snn,mid_long,whole_count_ce,binary,1,1.0,37,output_whole_count,7,0.06364194039439137,0.12698412698412698,0.05835137085137085,0.0547945205479452,0.026517295597484277,0.05835137085137085,2.535453943008615,doc_sae_dense_on,0.19140625,0.0390625,0.021687259256958254,0.03961646785950961,0.11744490832663121,0.12460580892796704
direct_snn,mid_long,whole_count_ce,binary,1,1.0,53,output_whole_count,4,0.0692522566888564,0.09027777777777778,0.04545454545454545,0.0410958904109589,0.007936507936507936,0.04545454545454545,1.8583913187541419,doc_sae_dense_on,0.21484375,0.0234375,0.015885481382538105,0.029037364355533467,0.11305711504795285,0.1101947339502212
direct_snn,mid_long,whole_count_ce,binary,1,1.0,71,output_whole_count,6,0.07589162041155346,0.11607142857142856,0.07413419913419914,0.0684931506849315,0.03379382055852644,0.07413419913419914,0.997722001325381,doc_sae_dense_on,0.203125,0.0390625,0.008798122722001325,0.015589406270709079,0.09824825818369609,0.08472996661803674
direct_snn,mid_long,timestep_ce,binary,1,1.0,11,output_whole_count,5,0.08108445313513905,0.12777777777777777,0.07643398268398267,0.07534246575342465,0.05966802923324662,0.07643398268398267,3.218646454605699,doc_sae_dense_on,0.15625,0.0078125,0.027653091865473822,0.05029135085321405,0.13688896158975508,0.15427382755469138
direct_snn,mid_long,timestep_ce,binary,1,1.0,23,output_whole_count,84,0.08159722222222222,0.09166666666666667,0.08333333333333333,0.07534246575342465,0.011904761904761904,0.08333333333333333,0.18671305500331345,doc_sae_dense_on,0.484375,0.3515625,0.0016910257206759443,0.0029173914844267726,0.051471967978379524,0.022064914128257392
direct_snn,mid_long,timestep_ce,binary,1,1.0,37,output_whole_count,7,0.06364194039439137,0.12698412698412698,0.05835137085137085,0.0547945205479452,0.026517295597484277,0.05835137085137085,2.535453943008615,doc_sae_dense_on,0.19140625,0.0390625,0.021687259256958254,0.03961646785950961,0.11744489789878082,0.12460579818412118
direct_snn,mid_long,timestep_ce,binary,1,1.0,53,output_whole_count,4,0.0692522566888564,0.09027777777777778,0.04545454545454545,0.0410958904109589,0.007936507936507936,0.04545454545454545,1.8583913187541419,doc_sae_dense_on,0.21484375,0.0234375,0.015885481382538105,0.029037364355533467,0.1130571153639483,0.11019473331823026
direct_snn,mid_long,timestep_ce,binary,1,1.0,71,output_whole_count,6,0.07589162041155346,0.11607142857142856,0.07413419913419914,0.0684931506849315,0.03379382055852644,0.07413419913419914,0.997722001325381,doc_sae_dense_on,0.203125,0.0390625,0.008798122722001325,0.015589406270709079,0.09824825818369609,0.08472996661803674
