representation,variant,hidden_cap,output_cap,seed,split,dt_ms,state_beta,output_beta,valid_count_loss,valid_count_accuracy,valid_count_balanced_accuracy,valid_count_macro_f1,full_count_balanced_accuracy,hidden_count_linear_balanced_accuracy,hidden_count_linear_macro_f1,uend_linear_balanced_accuracy,uend_linear_macro_f1,state_tail_event_fraction,output_tail_event_fraction,mean_valid_steps,mean_valid_duration_s,mean_theoretical_output_count_levels,local_fraction_at_cap,local_fraction_ge4,local_fraction_gt1,local_fraction_one,local_fraction_zero,local_mean_events_per_neuron_second,local_mean_events_per_neuron_step,local_pre_reset_membrane_max,local_pre_reset_membrane_mean,state_fraction_at_cap,state_fraction_ge4,state_fraction_gt1,state_fraction_one,state_fraction_zero,state_mean_events_per_neuron_second,state_mean_events_per_neuron_step,state_pre_reset_membrane_max,state_pre_reset_membrane_mean,output_fraction_at_cap,output_fraction_ge4,output_fraction_gt1,output_fraction_one,output_fraction_zero,output_mean_events_per_neuron_second,output_mean_events_per_neuron_step,output_pre_reset_membrane_max,output_pre_reset_membrane_mean
fixed250,binary,1,1,53,val,250.0,0.36787944117144233,0.36787944117144233,1.7934188842773438,0.42063492063492064,0.4047679172679173,0.3828479103821983,0.20066738816738816,0.32910654160654157,0.32644752659745163,0.3667147667147667,0.376028230455475,0.49548205733299255,0.4292237460613251,6.134920634920635,1.5337301587301588,7.134920634920635,0.2130194902420044,0.0,0.0,0.2130194902420044,0.7869805097579956,0.8520779609680176,0.2130194902420044,3.88150691986084,0.0617358461022377,0.22572363913059235,0.0,0.0,0.22572363913059235,0.7742763757705688,0.9028945565223694,0.22572363913059235,3.877007007598877,0.06492853909730911,0.16170763969421387,0.0,0.0,0.16170763969421387,0.8382923603057861,0.6468305587768555,0.16170763969421387,1.510318398475647,0.10610761493444443
fixed250,binary,1,1,53,test,250.0,0.36787944117144233,0.36787944117144233,2.0981104373931885,0.3082191780821918,0.2870906870906871,0.27512294498387846,0.16569541569541568,0.2863351925851926,0.28507088931481517,0.344267538017538,0.3281480379370579,0.5429645188867229,0.49110738463597753,5.6438356164383565,1.4109589041095891,6.6438356164383565,0.2426575677443857,0.0,0.0,0.2426575677443857,0.7573424340927437,0.9706302709775428,0.2426575677443857,4.277340098603131,0.06937277613029089,0.2504083961248398,0.0,0.0,0.2504083961248398,0.7495916281660943,1.0016335844993591,0.2504083961248398,3.5812821518884945,0.0742526977539879,0.1732967534702118,0.0,0.0,0.1732967534702118,0.8267032577566904,0.6931870138808474,0.1732967534702118,2.0109137900888103,0.1259384667628432
fixed250,binary,1,1,71,train,250.0,0.36787944117144233,0.36787944117144233,0.3975517345069813,0.9363166953528399,0.9324513905442875,0.9350930783955852,0.6522555360273755,1.0,1.0,0.9831373635972692,0.9833173761028896,0.4444052603179124,0.45284911979906733,6.895008605851979,1.7237521514629948,7.895008605851979,0.22541699600814746,0.0,0.0,0.22541699600814746,0.7745830188930137,0.9016679840325899,0.22541699600814746,6.589571574468826,0.04562749025666775,0.2608990078333528,0.0,0.0,0.2608990078333528,0.7391009856009032,1.0435960313334112,0.2608990078333528,3.4949087833988894,0.09451858109430684,0.12529201346502453,0.0,0.0,0.12529201346502453,0.8747079944856812,0.5011680538600981,0.12529201346502453,2.0482819732823594,-0.04335666003536029
fixed250,binary,1,1,71,val,250.0,0.36787944117144233,0.36787944117144233,2.190232753753662,0.36507936507936506,0.3633958633958634,0.3274751617937223,0.20952982202982204,0.38363997113997117,0.3747717173444112,0.36879509379509384,0.35874845561120067,0.47949153184890747,0.4839174151420593,6.134920634920635,1.5337301587301588,7.134920634920635,0.19995148479938507,0.0,0.0,0.19995148479938507,0.8000485301017761,0.7998059391975403,0.19995148479938507,4.275084972381592,0.04297464340925217,0.23175735771656036,0.0,0.0,0.23175735771656036,0.7682426571846008,0.9270294308662415,0.23175735771656036,3.0575060844421387,0.08585205674171448,0.11589047312736511,0.0,0.0,0.11589047312736511,0.8841095566749573,0.46356189250946045,0.11589047312736511,1.760849952697754,-0.02023725025355816
fixed250,binary,1,1,71,test,250.0,0.36787944117144233,0.36787944117144233,2.012809544393461,0.3835616438356164,0.3655878843378843,0.3511507390130579,0.30377261627261626,0.3938956876456876,0.3806805868815228,0.45089216339216337,0.4386028106930813,0.49286235072841383,0.4943026777816145,5.6438356164383565,1.4109589041095891,6.6438356164383565,0.23775832436672628,0.0,0.0,0.23775832436672628,0.762241686860176,0.9510332974669051,0.23775832436672628,4.869280965360876,0.056081982610160355,0.2563072385853284,0.0,0.0,0.2563072385853284,0.7436927352866082,1.0252289543413136,0.2563072385853284,3.1579041089097113,0.08780134673396202,0.12775402240557213,0.0,0.0,0.12775402240557213,0.8722459608561373,0.5110160896222885,0.12775402240557213,1.826617031881254,-0.004922820861157897
fixed250,multi_h,31,1,11,train,250.0,0.36787944117144233,0.36787944117144233,1.3627607498234602,0.5783132530120482,0.5713901428481181,0.5660536752992454,0.1453434929850024,0.9983660130718954,0.9983812666980985,0.9899691720342386,0.9902147482355407,0.8079111764845462,0.6616004448954702,6.895008605851979,1.7237521514629948,7.895008605851979,0.0,0.00674808070884309,0.07992757468287177,0.15286390724465276,0.767208518957312,1.386386627379465,0.34659665684486624,5.5568455541810975,0.06965947329433772,0.02967584220349481,0.18977099485220886,0.2664410079510405,0.07191460828413856,0.6616443942417992,11.847947207662612,2.961986801915653,68.50478181822575,-0.3355506541601762,0.09931378517934665,0.0,0.0,0.09931378517934665,0.9006862212581602,0.3972551407173866,0.09931378517934665,15.890518170420766,-3.8399633199951118
fixed250,multi_h,31,1,11,val,250.0,0.36787944117144233,0.36787944117144233,1.8966511487960815,0.40476190476190477,0.4134259259259259,0.35138681620947065,0.13194444444444445,0.48754810004810006,0.5036791659654763,0.5375541125541126,0.5486304837119492,0.8765612840652466,0.6812845468521118,6.134920634920635,1.5337301587301588,7.134920634920635,0.0,0.0030421249102801085,0.05960947647690773,0.1444554477930069,0.7959350943565369,1.1304172277450562,0.28260430693626404,3.7367947101593018,0.06883595883846283,0.013249918818473816,0.1443442702293396,0.22408635914325714,0.08690774440765381,0.6890059113502502,8.006872177124023,2.001718044281006,60.588584899902344,-0.20358313620090485,0.09950409829616547,0.0,0.0,0.09950409829616547,0.9004958868026733,0.39801639318466187,0.09950409829616547,13.723647117614746,-2.426668167114258
fixed250,multi_h,31,1,11,test,250.0,0.36787944117144233,0.36787944117144233,2.0777698118392736,0.3013698630136986,0.2950500888000888,0.303781612557188,0.1488095238095238,0.4067904317904318,0.4033673328926166,0.3962974525474526,0.39295938000900527,0.883631168979488,0.7121656659531267,5.6438356164383565,1.4109589041095891,6.6438356164383565,0.0,0.00559600636407682,0.08268626269004116,0.16004018893797103,0.7572735213253596,1.4258145077587807,0.3564536269396952,4.296892456812401,0.08759725287760774,0.013768646450655866,0.16634666195062742,0.2526777509140642,0.08076102072245454,0.6665612050931747,9.102094323667762,2.2755235809169405,56.241614772848884,-0.21464872196929097,0.10723725083756121,0.0,0.0,0.10723725083756121,0.8927627360984071,0.42894900335024483,0.10723725083756121,10.51801289271002,-2.505358795597129
fixed250,multi_h,31,1,23,train,250.0,0.36787944117144233,0.36787944117144233,1.361419591558985,0.5662650602409639,0.5441988253690082,0.5369778870547424,0.277652897408493,0.9983660130718954,0.9983812666980985,0.9817545122386965,0.9813967759045096,0.7938779608928398,0.7528668065489672,6.895008605851979,1.7237521514629948,7.895008605851979,0.0,0.0057505546217838785,0.06850156649665044,0.13595175032669007,0.7955466833048966,1.2072287098265762,0.30180717745664404,6.036016691982644,-0.018572737583040986,0.013137062283781023,0.1640617520694273,0.23194574689085432,0.06018997440932129,0.7078642692295081,8.973930898919162,2.2434827247297906,60.434264998838124,-1.3995163894151041,0.17283200668796203,0.0,0.0,0.17283200668796203,0.8271679968513843,0.6913280267518481,0.17283200668796203,12.3438039474356,-1.9281274418822665
fixed250,multi_h,31,1,23,val,250.0,0.36787944117144233,0.36787944117144233,1.9019407033920288,0.3968253968253968,0.4038780663780664,0.3649157802533088,0.21031746031746032,0.491456228956229,0.49938697204143434,0.42888407888407887,0.4300473710480104,0.8604924082756042,0.8124648332595825,6.134920634920635,1.5337301587301588,7.134920634920635,0.0,0.002930950839072466,0.049179334193468094,0.12731443345546722,0.823506236076355,0.9679414629936218,0.24198536574840546,4.0082502365112305,-0.01659460924565792,0.004507600329816341,0.12436327338218689,0.19667690992355347,0.07498180866241455,0.728341281414032,6.002344608306885,1.5005861520767212,43.476375579833984,-0.856168270111084,0.14370417594909668,0.0,0.0,0.14370417594909668,0.8562958240509033,0.5748167037963867,0.14370417594909668,9.228947639465332,-1.320676326751709
fixed250,multi_h,31,1,23,test,250.0,0.36787944117144233,0.36787944117144233,2.0639895592650324,0.3013698630136986,0.290552503052503,0.26147383440292377,0.17965367965367965,0.34743797868797865,0.3501690011287186,0.3705440392940393,0.3740705213703453,0.8708557968270288,0.8376773865255591,5.6438356164383565,1.4109589041095891,6.6438356164383565,0.0,0.004704807909709491,0.06857217256336996,0.14189955653393105,0.7895282531437808,1.2184839256822246,0.30462098142055616,4.127616180132513,-0.019062563572844415,0.004484558350419345,0.14386384638204966,0.2234686457947509,0.07405993771063138,0.7024714211895041,6.938371351320449,1.7345928378301123,39.56673862509532,-0.9250707887623408,0.1426817467563773,0.0,0.0,0.1426817467563773,0.8573182690633486,0.5707269870255092,0.1426817467563773,9.467425686039336,-1.5826973392538828
fixed250,multi_h,31,1,37,train,250.0,0.36787944117144233,0.36787944117144233,2.23433183926108,0.26506024096385544,0.25097536450477625,0.21200315258480276,0.25097536450477625,0.9953110161443495,0.9952370829856009,0.907807222348704,0.9077755008152741,0.7245938805622817,0.0,6.895008605851979,1.7237521514629948,7.895008605851979,0.0,0.012599420095769859,0.10314659311367189,0.15675839856138737,0.7400950140058481,1.677374210497188,0.419343552624297,5.764228174485356,0.10188837416098163,0.10858989840376602,0.276545013597623,0.328588689050658,0.03920377822345998,0.6322075298854283,22.691152667835123,5.672788166958781,107.79069306312863,-0.9674645299140024,0.014968942264143038,0.0,0.0,0.014968942264143038,0.9850310564246317,0.05987576905657215,0.014968942264143038,7.0251185216920105,-19.754464026367398
fixed250,multi_h,31,1,37,val,250.0,0.36787944117144233,0.36787944117144233,2.459491729736328,0.16666666666666666,0.18873256373256372,0.11903935185185187,0.18873256373256372,0.31962481962481964,0.33261622134858665,0.3134018759018759,0.31175214605942164,0.7985852956771851,0.0,6.134920634920635,1.5337301587301588,7.134920634920635,0.0,0.00839869026094675,0.08362305909395218,0.1491854041814804,0.7671915292739868,1.4233505725860596,0.3558376431465149,4.3878865242004395,0.09440269321203232,0.07226309925317764,0.2431173175573349,0.3032321333885193,0.05180708318948746,0.6449607610702515,18.132802963256836,4.533200740814209,103.90798950195312,-0.6675650477409363,0.013583441264927387,0.0,0.0,0.013583441264927387,0.9864165782928467,0.05433376505970955,0.013583441264927387,3.268636703491211,-15.313116073608398
fixed250,multi_h,31,1,37,test,250.0,0.36787944117144233,0.36787944117144233,2.513784545741669,0.11643835616438356,0.13232323232323231,0.05760198604401503,0.13232323232323231,0.2872009934509934,0.28237870221565875,0.36954781329781333,0.3692566641278481,0.8120013393767892,0.0,5.6438356164383565,1.4109589041095891,6.6438356164383565,0.0,0.012678789982750807,0.1112089849089923,0.16325338001120582,0.7255376267106566,1.7696967859790749,0.4424241964947687,4.46317875221984,0.1161978012078429,0.07458858283823483,0.26133427983277463,0.32401319480922125,0.04758787690980794,0.6283989450702928,19.215309273706723,4.803827318426681,99.09049945988068,-0.6572975667372142,0.01514464343757662,0.0,0.0,0.01514464343757662,0.9848553660797746,0.06057857375030648,0.01514464343757662,3.422401003641625,-15.8269575719964
fixed250,multi_h,31,1,53,train,250.0,0.36787944117144233,0.36787944117144233,1.8780430155243604,0.3924268502581756,0.380069545893399,0.3210565326253357,0.35935234658019527,0.9983660130718954,0.9983812666980985,0.9563527229953422,0.9561156044020431,0.8400237249425274,0.030573485813483518,6.895008605851979,1.7237521514629948,7.895008605851979,0.0,0.008073355648313968,0.08964684383748116,0.1610603784170906,0.7492927767323545,1.5195615392133415,0.37989038480333537,5.430604928536998,0.1008232595357345,0.003010801664391683,0.13961217940982157,0.22135790551591042,0.06430609391524542,0.7143359977283904,6.166515768907977,1.5416289422269942,49.52082617886095,-0.9890701606638871,0.041719973330961446,0.0,0.0,0.041719973330961446,0.95828002660492,0.16687989332384578,0.041719973330961446,6.260120001183935,-3.9825479356434177
fixed250,multi_h,31,1,53,val,250.0,0.36787944117144233,0.36787944117144233,2.1329386234283447,0.29365079365079366,0.30043290043290044,0.20489661423304797,0.30043290043290044,0.4966450216450216,0.4956592475242361,0.44938672438672445,0.462082546017968,0.8857155442237854,0.04126213490962982,6.134920634920635,1.5337301587301588,7.134920634920635,0.0,0.004143758211284876,0.07080773264169693,0.1557244509458542,0.7734678387641907,1.2816946506500244,0.3204236626625061,3.8428099155426025,0.09438157081604004,0.0007883246871642768,0.1031997874379158,0.1873888224363327,0.07441583275794983,0.7381953597068787,4.380538463592529,1.0951346158981323,29.69923210144043,-0.7041764259338379,0.04258301109075546,0.0,0.0,0.04258301109075546,0.9574170112609863,0.17033204436302185,0.04258301109075546,3.275899887084961,-2.74027943611145
fixed250,multi_h,31,1,53,test,250.0,0.36787944117144233,0.36787944117144233,2.3925940075965775,0.18493150684931506,0.18858502608502611,0.13982591647709597,0.17523032523032522,0.3847125097125097,0.3738269498109315,0.3827533577533577,0.37623511315733243,0.8953331202676852,0.0503805180730885,5.6438356164383565,1.4109589041095891,6.6438356164383565,0.0,0.007153069605247105,0.09224060320690887,0.16852824287871793,0.7392311651412755,1.5597229461147362,0.38993073652868404,4.3974914354820775,0.11150933434701946,0.0006218085142031108,0.12636420467536744,0.21674278827562724,0.07181623077964129,0.7114409575723621,5.140752433097526,1.2851881082743815,24.416383939246607,-0.8046256442592569,0.04408124079034753,0.0,0.0,0.04408124079034753,0.9559187489013149,0.17632496316139012,0.04408124079034753,5.327815751506858,-3.1234387077697336
fixed250,multi_h,31,1,71,train,250.0,0.36787944117144233,0.36787944117144233,1.480088140796261,0.5628227194492255,0.5385818841858055,0.5079138758854062,0.34539702851634485,0.9967634489693312,0.9967633007895715,0.9631675683765953,0.9627074420471673,0.8090564328503896,0.3733365086392979,6.895008605851979,1.7237521514629948,7.895008605851979,0.0,0.008056836120989463,0.07933892791837505,0.14395127410835326,0.7767098184912217,1.3599381481718893,0.3399845370429723,6.05953687891082,0.03916872963437525,0.000191277245671942,0.09743355018392898,0.188597630741469,0.08130107422498746,0.7301013066518327,3.9599197916237703,0.9899799479059426,22.97021569729672,-0.6859522740935294,0.0651157308825117,0.0,0.0,0.0651157308825117,0.9348842676042894,0.2604629235300468,0.0651157308825117,4.548723745263998,-1.2592238031853498
fixed250,multi_h,31,1,71,val,250.0,0.36787944117144233,0.36787944117144233,2.0685155391693115,0.3412698412698413,0.3151515151515152,0.2627171664016266,0.24229797979797982,0.45901875901875894,0.4546705265240734,0.4100348725348726,0.4106888564689077,0.8288632035255432,0.34036940336227417,6.134920634920635,1.5337301587301588,7.134920634920635,0.0,0.004891655873507261,0.061297301203012466,0.1364610344171524,0.8022416830062866,1.1321959495544434,0.28304898738861084,4.038487434387207,0.03752429038286209,0.0,0.06631023436784744,0.15177272260189056,0.0898791253566742,0.7583481669425964,2.832066535949707,0.7080166339874268,14.698638916015625,-0.484774649143219,0.05390254408121109,0.0,0.0,0.05390254408121109,0.9460974335670471,0.21561017632484436,0.05390254408121109,3.361262083053589,-0.8451023101806641
fixed250,multi_h,31,1,71,test,250.0,0.36787944117144233,0.36787944117144233,2.1737603945274877,0.3356164383561644,0.3148573648573649,0.2580699543283898,0.21823454323454325,0.3425130425130425,0.3232898861347137,0.3766358641358642,0.37030762793987987,0.8544653490798114,0.44078633679102547,5.6438356164383565,1.4109589041095891,6.6438356164383565,0.0,0.007790908826617141,0.08462391543674143,0.15009168259901542,0.7652843847666702,1.4279021596255368,0.3569755399063842,4.235293721499509,0.04884675982063764,0.0,0.09021747556247123,0.18552396885336261,0.08659480256985312,0.7278812388851218,3.6058555237234455,0.9014638809308614,12.853060885651471,-0.603915419888823,0.06258557930792848,0.0,0.0,0.06258557930792848,0.9374144020145887,0.2503423172317139,0.06258557930792848,3.3659844970049924,-1.0452236288214383
fixed250,multi_ho,31,31,11,train,250.0,0.36787944117144233,0.36787944117144233,1.1843891094555747,0.6729776247848537,0.6681091625091721,0.6597411007777404,0.28508820130213025,1.0,1.0,1.0,1.0,0.7140861994838551,0.7078719981360969,6.895008605851979,1.7237521514629948,214.74526678141135,0.0,0.010763669755187995,0.09987574819597238,0.16485218093337783,0.7352720651897424,1.6578160825982151,0.4144540206495538,6.535071821918586,0.12405305664838899,0.09245497367878584,0.39411764890724943,0.48582376588437315,0.060897543846842754,0.45327868426728374,27.34718948797597,6.836797371993993,141.0536330940391,1.3780669172946844,0.07075716344809573,0.41944384261991396,0.4768898861030703,0.032777807375547606,0.49033231122768683,28.550578381641802,7.137644595410451,43.2365671180817,-0.4384184576147805
fixed250,multi_ho,31,31,11,val,250.0,0.36787944117144233,0.36787944117144233,1.546802282333374,0.5476190476190477,0.5418350168350169,0.5374917715347635,0.22658730158730156,0.5350949975949976,0.5348931604543873,0.4225228475228475,0.4432443333526925,0.7876680493354797,0.7704640626907349,6.134920634920635,1.5337301587301588,191.1825396825397,0.0,0.006023609545081854,0.07887289673089981,0.1567351222038269,0.7643919587135315,1.381508708000183,0.3453771770000458,4.394191741943359,0.11685992032289505,0.060589827597141266,0.3389796316623688,0.44466567039489746,0.07922663539648056,0.4761076867580414,21.84164810180664,5.46041202545166,128.54574584960938,1.0840352773666382,0.042690813541412354,0.39920222759246826,0.4768218994140625,0.04452349990606308,0.4786545932292938,24.354463577270508,6.088615894317627,46.795963287353516,-0.21630710363388062
fixed250,multi_ho,31,31,11,test,250.0,0.36787944117144233,0.36787944117144233,1.681822995616965,0.4657534246575342,0.4610563048063048,0.4531512454453232,0.20205627705627704,0.4902701465201465,0.4961020149255444,0.5216290653790653,0.5302959398043031,0.8030036001989286,0.7879251445809455,5.6438356164383565,1.4109589041095891,175.95890410958904,0.0,0.009780845231670018,0.10643774934419215,0.17205353162876547,0.7215087087187049,1.7333100723893673,0.4333275180973419,4.822191787092653,0.1451352301933994,0.06167530865497785,0.3667759895324707,0.47797571632960073,0.07195347894544471,0.45007080003006816,23.043519686346183,5.760879921586546,115.36871505110231,1.2294418223916668,0.04170767751152385,0.42531459625453166,0.49576838784021876,0.04024873041126826,0.46398286541847333,25.4995951717847,6.374898792946175,51.986029873155566,0.12997571450390227
