mean_embedding_cosine_similarity,median_embedding_cosine_similarity,mean_embedding_cosine_distance,median_embedding_cosine_distance,prediction_agreement
0.9482697598360698,0.958990396565875,0.05173024016393028,0.041009603434124964,0.5196850393700787
