epoch,train_total_loss,val_total_loss,train_wholecount_ce,val_wholecount_ce,train_hce_loss,val_hce_loss,train_cg_loss,val_cg_loss,train_orig_margin,val_orig_margin,train_rev_margin,val_rev_margin,train_mid_gain,val_mid_gain,train_long_gain,val_long_gain,train_accuracy,val_accuracy,train_ba,val_ba
1,3.178053855895996,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931471824645996,0.6931471824645996,0.0,0.0,-2.397895622253418,-2.397895336151123,-2.397895622253418,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
2,3.178053855895996,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931471824645996,0.6931471824645996,0.0,0.0,-2.397895622253418,-2.397895336151123,-2.397895622253418,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
3,3.178053855895996,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931471824645996,0.6931471824645996,0.0,0.0,-2.397895622253418,-2.397895336151123,-2.397895622253418,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
4,3.178053488214332,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931468016514475,0.6931471824645996,0.0,0.0,-2.397895622253418,-2.397895336151123,-2.3978962898254395,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
5,3.17805343568838,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931467622569835,0.6931471824645996,0.0,0.0,-2.397895622253418,-2.397895336151123,-2.397896385192871,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
6,3.17805369831814,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931470117552555,0.6931471824645996,0.0,0.0,-2.397896099090576,-2.397895336151123,-2.397896432876587,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
7,3.1780532255845717,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931465652846633,0.6931471824645996,0.0,0.0,-2.3978952884674074,-2.397895336151123,-2.397896432876587,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
8,3.1780532255845717,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931465258901993,0.6931471824645996,0.0,0.0,-2.3978939056396484,-2.397895336151123,-2.397895097732544,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
9,3.1780524902212437,3.178054094314575,2.4849066734313965,2.4849069118499756,0.693145869315799,0.6931471824645996,0.0,0.0,-2.397893190383911,-2.397895336151123,-2.3978955268859865,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
10,3.1780519649617234,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931452652673508,0.6931471824645996,0.0,0.0,-2.3978923320770265,-2.397895336151123,-2.3978957653045656,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
11,3.1780517548579152,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931450682950308,0.6931471824645996,0.0,0.0,-2.3978919506073,-2.397895336151123,-2.3978957653045656,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
12,3.1780517548579152,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931450945580068,0.6931471824645996,0.0,0.0,-2.39789137840271,-2.397895336151123,-2.3978950500488283,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
13,3.1780509669686348,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931442935372384,0.6931471824645996,0.0,0.0,-2.3978897094726563,-2.397895336151123,-2.3978949069976805,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
14,3.178050284131259,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931436106998621,0.6931471824645996,0.0,0.0,-2.397887134552002,-2.397895336151123,-2.3978935718536376,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
15,3.178048813404602,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931421399732055,0.6931471824645996,0.0,0.0,-2.3978843688964844,-2.397895336151123,-2.3978934288024902,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
16,3.1780486033007938,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931419298693974,0.6931471824645996,0.0,0.0,-2.397883653640747,-2.397895336151123,-2.3978930950164794,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
17,3.1780474477298495,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931407742984529,0.6931471824645996,0.0,0.0,-2.3978819370269777,-2.397895336151123,-2.3978935718536376,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
18,3.178046974996281,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931403409593487,0.6931471824645996,0.0,0.0,-2.3978798389434814,-2.397895336151123,-2.397892189025879,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
19,3.178046712366521,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931399864091725,0.6931471824645996,0.0,0.0,-2.3978785991668703,-2.397895336151123,-2.397891664505005,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
20,3.1780453466917686,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931386732603719,0.6931471824645996,0.0,0.0,-2.3978760719299315,-2.397895336151123,-2.397891473770142,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
21,3.1780452941658166,3.178054094314575,2.4849066734313965,2.4849069118499756,0.69313855507698,0.6931471824645996,0.0,0.0,-2.3978740215301513,-2.397895336151123,-2.3978897094726563,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
22,3.1780457668993844,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931390803365002,0.6931471824645996,0.0,0.0,-2.3978728294372558,-2.397895336151123,-2.3978875160217283,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
23,3.1780448739582003,3.178054094314575,2.4849066734313965,2.4849069118499756,0.6931382005268037,0.6931471824645996,0.0,0.0,-2.3978692054748536,-2.397895336151123,-2.3978855133056642,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
24,3.1780391486294297,3.178056240081787,2.4849066734313965,2.4849069118499756,0.6931324883295213,0.6931493282318115,0.0,0.0,-2.3978632926940917,-2.397899866104126,-2.397890043258667,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
25,3.178038963147162,3.178056240081787,2.4849066734313965,2.4849069118499756,0.6931322897157652,0.6931493878364563,0.0,0.0,-2.3978629112243652,-2.397899866104126,-2.397889423370361,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
26,3.1780391207250176,3.1780507564544678,2.4849066734313965,2.4849069118499756,0.6931324937667781,0.6931437849998474,0.0,0.0,-2.397858762741089,-2.397888660430908,-2.3978849411010743,-2.397895336151123,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
