epoch,train_total_loss,val_total_loss,train_wholecount_ce,val_wholecount_ce,train_hce_loss,val_hce_loss,train_cg_loss,val_cg_loss,train_orig_margin,val_orig_margin,train_rev_margin,val_rev_margin,train_mid_gain,val_mid_gain,train_long_gain,val_long_gain,train_accuracy,val_accuracy,train_ba,val_ba
1,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
2,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
3,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
4,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
5,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
6,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
7,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
8,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
9,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
10,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
11,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
12,2.4849066734313965,2.4849069118499756,2.4849066734313965,2.4849069118499756,0.0,0.0,0.0,0.0,,,,,,,,,0.08261617900172118,0.05555555555555555,0.08333333333333333,0.08333333333333333
