condition,architecture_family,beta,tau_mem_ms,shift_syn,tau_syn_ms,seed,ablation,replicate,native_val_ba,native_test_ba,hidden_whole_count_val_ba,hidden_whole_count_test_ba
direct,direct,,,[],[],11,ordered,0,0.5108886483886483,0.5331654456654457,0.5423340548340548,0.5139554889554888
direct,direct,,,[],[],11,state_reset,0,0.5108886483886483,0.5331654456654457,0.5423340548340548,0.5139554889554888
direct,direct,,,[],[],11,temporal_shuffle,0,0.5108886483886483,0.5331654456654457,0.5423340548340548,0.5139554889554888
direct,direct,,,[],[],11,temporal_shuffle,1,0.5108886483886483,0.5331654456654457,0.5423340548340548,0.5139554889554888
direct,direct,,,[],[],11,temporal_shuffle,2,0.5108886483886483,0.5331654456654457,0.5423340548340548,0.5139554889554888
direct,direct,,,[],[],11,temporal_shuffle,3,0.5108886483886483,0.5331654456654457,0.5423340548340548,0.5139554889554888
direct,direct,,,[],[],11,temporal_shuffle,4,0.5108886483886483,0.5331654456654457,0.5423340548340548,0.5139554889554888
direct,direct,,,[],[],23,ordered,0,0.5093314093314093,0.545929070929071,0.5326899951899952,0.5378399378399378
direct,direct,,,[],[],23,state_reset,0,0.5093314093314093,0.545929070929071,0.5326899951899952,0.5378399378399378
direct,direct,,,[],[],23,temporal_shuffle,0,0.5093314093314093,0.545929070929071,0.5326899951899952,0.5378399378399378
direct,direct,,,[],[],23,temporal_shuffle,1,0.5093314093314093,0.545929070929071,0.5326899951899952,0.5378399378399378
direct,direct,,,[],[],23,temporal_shuffle,2,0.5093314093314093,0.545929070929071,0.5326899951899952,0.5378399378399378
direct,direct,,,[],[],23,temporal_shuffle,3,0.5093314093314093,0.545929070929071,0.5326899951899952,0.5378399378399378
direct,direct,,,[],[],23,temporal_shuffle,4,0.5093314093314093,0.545929070929071,0.5326899951899952,0.5378399378399378
direct,direct,,,[],[],37,ordered,0,0.5088383838383839,0.5245705683205683,0.5340007215007215,0.5637758075258075
direct,direct,,,[],[],37,state_reset,0,0.5088383838383839,0.5245705683205683,0.5340007215007215,0.5637758075258075
direct,direct,,,[],[],37,temporal_shuffle,0,0.5088383838383839,0.5245705683205683,0.5340007215007215,0.5637758075258075
direct,direct,,,[],[],37,temporal_shuffle,1,0.5088383838383839,0.5245705683205683,0.5340007215007215,0.5637758075258075
direct,direct,,,[],[],37,temporal_shuffle,2,0.5088383838383839,0.5245705683205683,0.5340007215007215,0.5637758075258075
direct,direct,,,[],[],37,temporal_shuffle,3,0.5088383838383839,0.5245705683205683,0.5340007215007215,0.5637758075258075
direct,direct,,,[],[],37,temporal_shuffle,4,0.5088383838383839,0.5245705683205683,0.5340007215007215,0.5637758075258075
direct,direct,,,[],[],53,ordered,0,0.48320707070707064,0.5311702186702186,0.5505411255411256,0.5228098290598291
direct,direct,,,[],[],53,state_reset,0,0.48320707070707064,0.5311702186702186,0.5505411255411256,0.5228098290598291
direct,direct,,,[],[],53,temporal_shuffle,0,0.48320707070707064,0.5311702186702186,0.5505411255411256,0.5228098290598291
direct,direct,,,[],[],53,temporal_shuffle,1,0.48320707070707064,0.5311702186702186,0.5505411255411256,0.5228098290598291
direct,direct,,,[],[],53,temporal_shuffle,2,0.48320707070707064,0.5311702186702186,0.5505411255411256,0.5228098290598291
direct,direct,,,[],[],53,temporal_shuffle,3,0.48320707070707064,0.5311702186702186,0.5505411255411256,0.5228098290598291
direct,direct,,,[],[],53,temporal_shuffle,4,0.48320707070707064,0.5311702186702186,0.5505411255411256,0.5228098290598291
direct,direct,,,[],[],71,ordered,0,0.5458754208754208,0.504285298035298,0.5045695045695046,0.5810987623487623
direct,direct,,,[],[],71,state_reset,0,0.5458754208754208,0.504285298035298,0.5045695045695046,0.5810987623487623
direct,direct,,,[],[],71,temporal_shuffle,0,0.5458754208754208,0.504285298035298,0.5045695045695046,0.5810987623487623
direct,direct,,,[],[],71,temporal_shuffle,1,0.5458754208754208,0.504285298035298,0.5045695045695046,0.5810987623487623
direct,direct,,,[],[],71,temporal_shuffle,2,0.5458754208754208,0.504285298035298,0.5045695045695046,0.5810987623487623
direct,direct,,,[],[],71,temporal_shuffle,3,0.5458754208754208,0.504285298035298,0.5045695045695046,0.5810987623487623
direct,direct,,,[],[],71,temporal_shuffle,4,0.5458754208754208,0.504285298035298,0.5045695045695046,0.5810987623487623
lif_tau242,lif,0.9375,242.10347130039656,[],[],11,ordered,0,0.5088744588744588,0.5494352869352869,0.5068542568542568,0.5360042735042735
lif_tau242,lif,0.9375,242.10347130039656,[],[],11,state_reset,0,0.5058020683020682,0.544993894993895,0.08333333333333333,0.08333333333333333
lif_tau242,lif,0.9375,242.10347130039656,[],[],11,temporal_shuffle,0,0.5485569985569986,0.5247329059829059,0.5284451659451658,0.5334478021978022
lif_tau242,lif,0.9375,242.10347130039656,[],[],11,temporal_shuffle,1,0.5270923520923521,0.5251907814407815,0.542965367965368,0.5410235597735598
lif_tau242,lif,0.9375,242.10347130039656,[],[],11,temporal_shuffle,2,0.5108886483886484,0.5258984071484071,0.5290764790764789,0.5441350316350316
lif_tau242,lif,0.9375,242.10347130039656,[],[],11,temporal_shuffle,3,0.5178330928330929,0.5113782051282051,0.5343374218374218,0.5469759407259407
lif_tau242,lif,0.9375,242.10347130039656,[],[],11,temporal_shuffle,4,0.5254088504088504,0.5394764957264957,0.5284451659451658,0.5394001831501831
lif_tau242,lif,0.9375,242.10347130039656,[],[],23,ordered,0,0.5431337181337182,0.5468448218448217,0.5264309764309764,0.5644209956709957
lif_tau242,lif,0.9375,242.10347130039656,[],[],23,state_reset,0,0.4689814814814815,0.5509102009102008,0.08333333333333333,0.08333333333333333
lif_tau242,lif,0.9375,242.10347130039656,[],[],23,temporal_shuffle,0,0.5335377585377585,0.5806721056721056,0.5230940355940357,0.6198565323565323
lif_tau242,lif,0.9375,242.10347130039656,[],[],23,temporal_shuffle,1,0.49941077441077447,0.5806721056721056,0.5266654641654641,0.6198565323565323
lif_tau242,lif,0.9375,242.10347130039656,[],[],23,temporal_shuffle,2,0.5252044252044252,0.5806721056721056,0.53003848003848,0.6122807747807747
lif_tau242,lif,0.9375,242.10347130039656,[],[],23,temporal_shuffle,3,0.5132996632996634,0.5806721056721056,0.5161495911495911,0.6122807747807747
lif_tau242,lif,0.9375,242.10347130039656,[],[],23,temporal_shuffle,4,0.5252044252044252,0.5806721056721056,0.5161495911495912,0.6122807747807747
lif_tau242,lif,0.9375,242.10347130039656,[],[],37,ordered,0,0.5257034632034631,0.4955010267510267,0.5064574314574314,0.5033730158730158
lif_tau242,lif,0.9375,242.10347130039656,[],[],37,state_reset,0,0.541540404040404,0.549259768009768,0.08333333333333333,0.08333333333333333
lif_tau242,lif,0.9375,242.10347130039656,[],[],37,temporal_shuffle,0,0.5359848484848485,0.5134102009102008,0.5352272727272728,0.5252455877455877
lif_tau242,lif,0.9375,242.10347130039656,[],[],37,temporal_shuffle,1,0.5478896103896104,0.5209859584859584,0.5342352092352093,0.5228535353535354
lif_tau242,lif,0.9375,242.10347130039656,[],[],37,temporal_shuffle,2,0.5359848484848485,0.5134102009102008,0.5342352092352093,0.5288059163059163
lif_tau242,lif,0.9375,242.10347130039656,[],[],37,temporal_shuffle,3,0.5478896103896104,0.5209859584859584,0.5342352092352093,0.5109487734487734
lif_tau242,lif,0.9375,242.10347130039656,[],[],37,temporal_shuffle,4,0.5486471861471861,0.5389783827283826,0.5352272727272728,0.533578921078921
lif_tau242,lif,0.9375,242.10347130039656,[],[],53,ordered,0,0.5100589225589226,0.5312444499944499,0.5099326599326599,0.5101974414474414
lif_tau242,lif,0.9375,242.10347130039656,[],[],53,state_reset,0,0.529076479076479,0.510223803973804,0.08333333333333333,0.08333333333333333
lif_tau242,lif,0.9375,242.10347130039656,[],[],53,temporal_shuffle,0,0.5205747955747956,0.5687173937173936,0.5571909571909571,0.5465430402930402
lif_tau242,lif,0.9375,242.10347130039656,[],[],53,temporal_shuffle,1,0.5156144781144781,0.5647109834609834,0.5202501202501202,0.5415827228327228
lif_tau242,lif,0.9375,242.10347130039656,[],[],53,temporal_shuffle,2,0.5086700336700337,0.558300727050727,0.5406866281866282,0.5239239926739926
lif_tau242,lif,0.9375,242.10347130039656,[],[],53,temporal_shuffle,3,0.5003367003367004,0.558300727050727,0.5476310726310727,0.5465430402930402
lif_tau242,lif,0.9375,242.10347130039656,[],[],53,temporal_shuffle,4,0.517003367003367,0.57512765012765,0.5363576238576239,0.5239239926739926
lif_tau242,lif,0.9375,242.10347130039656,[],[],71,ordered,0,0.5404882154882155,0.4822725885225885,0.5311988936988936,0.5222985347985347
lif_tau242,lif,0.9375,242.10347130039656,[],[],71,state_reset,0,0.5029882154882155,0.49620657120657113,0.08333333333333333,0.08333333333333333
lif_tau242,lif,0.9375,242.10347130039656,[],[],71,temporal_shuffle,0,0.5057659932659933,0.48805153180153177,0.5115139490139491,0.5520673770673771
lif_tau242,lif,0.9375,242.10347130039656,[],[],71,temporal_shuffle,1,0.5127104377104378,0.48805153180153177,0.5184583934583936,0.5520673770673771
lif_tau242,lif,0.9375,242.10347130039656,[],[],71,temporal_shuffle,2,0.5057659932659933,0.49562728937728934,0.5115139490139491,0.5520673770673771
lif_tau242,lif,0.9375,242.10347130039656,[],[],71,temporal_shuffle,3,0.5057659932659933,0.4822725885225885,0.5125481000481,0.5015796703296703
lif_tau242,lif,0.9375,242.10347130039656,[],[],71,temporal_shuffle,4,0.5127104377104378,0.5015796703296703,0.5125781625781626,0.4741626429126429
lif_beta050,lif,0.5,22.542110013890053,[],[],11,ordered,0,0.5392977392977393,0.5118360805860805,0.5297077922077921,0.5006125818625818
lif_beta050,lif,0.5,22.542110013890053,[],[],11,state_reset,0,0.5561327561327561,0.5307824120324119,0.08333333333333333,0.08333333333333333
lif_beta050,lif,0.5,22.542110013890053,[],[],11,temporal_shuffle,0,0.5320526695526695,0.5058836996336996,0.5144300144300143,0.5181700244200244
lif_beta050,lif,0.5,22.542110013890053,[],[],11,temporal_shuffle,1,0.5251082251082251,0.512293956043956,0.5150853775853776,0.5466242091242092
lif_beta050,lif,0.5,22.542110013890053,[],[],11,temporal_shuffle,2,0.5320526695526695,0.512293956043956,0.5297077922077922,0.5189276001776001
lif_beta050,lif,0.5,22.542110013890053,[],[],11,temporal_shuffle,3,0.5181637806637807,0.5182463369963369,0.5137987012987012,0.5214077589077589
lif_beta050,lif,0.5,22.542110013890053,[],[],11,temporal_shuffle,4,0.5320526695526695,0.512293956043956,0.5227633477633477,0.5184676434676435
lif_beta050,lif,0.5,22.542110013890053,[],[],23,ordered,0,0.5695586820586821,0.5878871128871127,0.5604677729677731,0.5976703851703851
lif_beta050,lif,0.5,22.542110013890053,[],[],23,state_reset,0,0.5168710918710919,0.5813034188034187,0.08333333333333333,0.08333333333333333
lif_beta050,lif,0.5,22.542110013890053,[],[],23,temporal_shuffle,0,0.5307960557960558,0.6007839382839382,0.523490860990861,0.6104409479409478
lif_beta050,lif,0.5,22.542110013890053,[],[],23,temporal_shuffle,1,0.5188912938912938,0.5948315573315572,0.523490860990861,0.6168512043512042
lif_beta050,lif,0.5,22.542110013890053,[],[],23,temporal_shuffle,2,0.5188912938912938,0.6007839382839382,0.5304353054353055,0.6104409479409478
lif_beta050,lif,0.5,22.542110013890053,[],[],23,temporal_shuffle,3,0.502982202982203,0.5991605616605615,0.5304353054353055,0.6308372183372183
lif_beta050,lif,0.5,22.542110013890053,[],[],23,temporal_shuffle,4,0.5162758537758537,0.5938394938394937,0.523490860990861,0.6168512043512042
lif_beta050,lif,0.5,22.542110013890053,[],[],37,ordered,0,0.5423340548340548,0.5076312576312575,0.5429292929292929,0.5404491341991341
lif_beta050,lif,0.5,22.542110013890053,[],[],37,state_reset,0,0.5443181818181818,0.5209859584859584,0.08333333333333333,0.08333333333333333
lif_beta050,lif,0.5,22.542110013890053,[],[],37,temporal_shuffle,0,0.5492784992784993,0.520528083028083,0.531024531024531,0.5356622544122543
lif_beta050,lif,0.5,22.542110013890053,[],[],37,temporal_shuffle,1,0.5631673881673881,0.5199938949938949,0.5359848484848485,0.5183011433011432
lif_beta050,lif,0.5,22.542110013890053,[],[],37,temporal_shuffle,2,0.5562229437229437,0.5047903485403485,0.5379689754689754,0.5356622544122543
lif_beta050,lif,0.5,22.542110013890053,[],[],37,temporal_shuffle,3,0.5492784992784993,0.5328907203907204,0.531024531024531,0.5242535242535241
lif_beta050,lif,0.5,22.542110013890053,[],[],37,temporal_shuffle,4,0.5373737373737374,0.5634192196692196,0.5270562770562771,0.5268099955599955
lif_beta050,lif,0.5,22.542110013890053,[],[],53,ordered,0,0.564592352092352,0.559525197025197,0.5436327561327562,0.5496926684426684
lif_beta050,lif,0.5,22.542110013890053,[],[],53,state_reset,0,0.5201479076479075,0.5284625097125096,0.08333333333333333,0.08333333333333333
lif_beta050,lif,0.5,22.542110013890053,[],[],53,temporal_shuffle,0,0.5304653679653679,0.5788322788322787,0.5372835497835496,0.5412219724719725
lif_beta050,lif,0.5,22.542110013890053,[],[],53,temporal_shuffle,1,0.5235209235209235,0.5664696414696414,0.5337121212121211,0.5551108613608613
lif_beta050,lif,0.5,22.542110013890053,[],[],53,temporal_shuffle,2,0.5304653679653679,0.5728798978798978,0.557521645021645,0.5610632423132422
lif_beta050,lif,0.5,22.542110013890053,[],[],53,temporal_shuffle,3,0.5165764790764791,0.559525197025197,0.5303391053391052,0.5398330835830835
lif_beta050,lif,0.5,22.542110013890053,[],[],53,temporal_shuffle,4,0.5304653679653679,0.5669275169275169,0.557521645021645,0.5481664169164168
lif_beta050,lif,0.5,22.542110013890053,[],[],71,ordered,0,0.5550084175084175,0.49133644133644133,0.5315897065897067,0.543499555999556
lif_beta050,lif,0.5,22.542110013890053,[],[],71,state_reset,0,0.5037457912457912,0.48484987234987226,0.08333333333333333,0.08333333333333333
lif_beta050,lif,0.5,22.542110013890053,[],[],71,temporal_shuffle,0,0.5113215488215488,0.4842185592185592,0.5184583934583935,0.52239565989566
lif_beta050,lif,0.5,22.542110013890053,[],[],71,temporal_shuffle,1,0.49680134680134674,0.47664280164280165,0.5101250601250601,0.52239565989566
lif_beta050,lif,0.5,22.542110013890053,[],[],71,temporal_shuffle,2,0.5037457912457912,0.4917943167943168,0.5101250601250601,0.52239565989566
lif_beta050,lif,0.5,22.542110013890053,[],[],71,temporal_shuffle,3,0.5265993265993266,0.4917943167943168,0.5184583934583935,0.52239565989566
lif_beta050,lif,0.5,22.542110013890053,[],[],71,temporal_shuffle,4,0.4968013468013468,0.4917943167943168,0.526034151034151,0.5383047508047508
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],11,ordered,0,0.45900673400673403,0.4668845043845043,0.4316618566618567,0.48903041403041403
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],11,state_reset,0,0.31309523809523804,0.35512196137196134,0.08333333333333333,0.08333333333333333
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],11,temporal_shuffle,0,0.4877104377104377,0.5226898101898102,0.5252104377104377,0.574582362082362
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],11,temporal_shuffle,1,0.492039442039442,0.5032092907092907,0.5170454545454545,0.5686299811299811
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],11,temporal_shuffle,2,0.5003727753727754,0.5091616716616716,0.5473003848003848,0.5557331557331557
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],11,temporal_shuffle,3,0.4625420875420874,0.5350524475524475,0.5238215488215489,0.567180042180042
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],11,temporal_shuffle,4,0.48072991822991823,0.5464611777111777,0.5408249158249158,0.5626776001776002
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],23,ordered,0,0.48214886964886966,0.44472541347541344,0.4628126503126504,0.4707722832722832
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],23,state_reset,0,0.3740079365079365,0.32810661560661564,0.08333333333333333,0.08333333333333333
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],23,temporal_shuffle,0,0.5105218855218856,0.5529553779553779,0.5068602693602694,0.5524191086691087
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],23,temporal_shuffle,1,0.5217953342953343,0.5391428016428016,0.5207491582491582,0.5534111721611721
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],23,temporal_shuffle,2,0.5403198653198654,0.539600677100677,0.5187650312650313,0.5609869297369297
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],23,temporal_shuffle,3,0.5250420875420876,0.5584498834498833,0.5175084175084175,0.5538690476190475
