condition,architecture_family,beta,tau_mem_ms,shift_syn,tau_syn_ms,seed,best_epoch,trainable_parameters,native_train_accumulator_l2_mean,native_train_accuracy,native_train_balanced_accuracy,native_train_evidence_abs_per_valid_step,native_train_hidden_events_per_neuron_second,native_train_hidden_tail_event_fraction,native_train_hidden_tail_events_per_neuron_second,native_train_loss,native_train_macro_f1,native_val_accumulator_l2_mean,native_val_accuracy,native_val_balanced_accuracy,native_val_evidence_abs_per_valid_step,native_val_hidden_events_per_neuron_second,native_val_hidden_tail_event_fraction,native_val_hidden_tail_events_per_neuron_second,native_val_loss,native_val_macro_f1,native_test_accumulator_l2_mean,native_test_accuracy,native_test_balanced_accuracy,native_test_evidence_abs_per_valid_step,native_test_hidden_events_per_neuron_second,native_test_hidden_tail_event_fraction,native_test_hidden_tail_events_per_neuron_second,native_test_loss,native_test_macro_f1
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,10,17920,114.04778432928141,0.810671256454389,0.8033477431861918,0.3295556299059016,23.022049340948296,0.2806317418982087,7.210554270654045,0.8376135287514652,0.8044577704860703,96.47912016369048,0.48412698412698413,0.48006854256854253,0.3080858506258596,20.37880783074357,0.3117592558277434,6.519872271825397,1.546338438987732,0.452185353247593,94.39121194081764,0.4246575342465753,0.41625735375735373,0.32718188414543126,22.715954274353876,0.34316178258208774,7.666336686643835,1.789757983325279,0.40081508236822994
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,11,17920,151.09574346493116,0.8571428571428571,0.8557941665355098,0.41298973201948685,23.809570067161303,0.49713974837143227,18.89826269363167,0.6432980083557497,0.855528969602208,126.39957682291667,0.4523809523809524,0.45223063973063976,0.38534862478235743,21.881178123079625,0.533699640895115,17.688182043650794,1.7401015758514404,0.46495778186954656,115.69652818653681,0.410958904109589,0.4023795648795649,0.39213318653077195,23.131668323392976,0.5687910900071419,19.710081335616437,1.8600571580129126,0.391841337674671
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,92,17920,257.8803752958262,0.9948364888123924,0.9949115971174795,0.7050552812414513,26.72464702631182,0.4813680403581949,19.914486069277107,0.06508618305323456,0.9949500299435753,206.27847532242063,0.4444444444444444,0.44617003367003366,0.6588903451738214,24.827363708190678,0.5223777375267578,19.178385416666668,2.194617509841919,0.4380677667343158,191.4355602525685,0.4383561643835616,0.4267711455211454,0.6654224838145606,25.51905235255136,0.5525941438697108,20.360364940068493,2.2347658627653777,0.41213240003241786
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,73,17920,225.7353431583477,0.9931153184165232,0.9931754860063684,0.6277032616918172,24.53626877920512,0.4911227044306759,19.011859939759034,0.08941716329545654,0.9932649052401307,181.22302827380952,0.42857142857142855,0.4311928811928812,0.5944967746832295,23.0772978667369,0.527296055068638,18.181578621031747,2.0012869834899902,0.40928085456018864,168.37818887788956,0.4383561643835616,0.4254162504162504,0.6024164798535178,23.809310801855535,0.5574102062075533,19.370317851027398,2.0280576127849215,0.41227612157384863
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,36,17920,177.55333275064544,0.963855421686747,0.9620062912887044,0.49234142004566744,21.97326946589177,0.48357788068062835,16.519443846815836,0.25825729158269356,0.9635670940990003,140.69859871031747,0.4603174603174603,0.4583754208754209,0.4535823180489714,19.94258625230445,0.5206072654063841,15.296130952380953,1.783086895942688,0.4431115203786773,133.04297878317638,0.4657534246575342,0.4604360916860917,0.4722560261531937,21.490763750828364,0.5508160873171011,17.023571275684933,1.896188014174161,0.4458160657985668
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,94,17920,241.56122256884683,0.9845094664371773,0.9841150791720054,0.67671264837212,24.37782002110305,0.48122684854345193,18.15542303141136,0.09461598224591676,0.9847248122987534,189.02142237103175,0.46825396825396826,0.4657166907166907,0.6071586806470021,21.714160301992802,0.5161458491254393,16.35996403769841,1.9388644695281982,0.44731953482430215,187.93349509043236,0.4589041095890411,0.448558386058386,0.6543716150902743,23.55512756792578,0.5486120205567792,18.49341823630137,2.5133892412055028,0.43475415277382295
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,98,17920,288.41911843803786,0.9948364888123924,0.9951294620412267,0.77195069298477,24.534853534761417,0.5955012604494985,28.99934111445783,0.05905975709491363,0.9949990193194077,236.20159040178572,0.4126984126984127,0.4010702260702261,0.7211162915532731,22.576551663594067,0.6359630993802712,27.856429811507937,2.4064321517944336,0.4044391248600821,216.24975920376713,0.4520547945205479,0.4447899322899323,0.7286675724731472,23.782140490390987,0.6578527278718495,29.53812607020548,2.417549619935963,0.43109782285773335
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],23,73,17920,242.29512357465578,0.9948364888123924,0.9949115971174795,0.6504411756752418,26.891101545882393,0.5856951152217379,30.521037274096386,0.08290150030011154,0.9949500299435753,193.21822296626985,0.42063492063492064,0.4253367003367004,0.6074691413908642,24.828504960056186,0.6297568795119132,29.827566964285715,2.1213247776031494,0.4099053424788719,176.2629879468108,0.4178082191780822,0.40345765345765344,0.6045260959201388,25.351433068257123,0.6502063610169123,30.440951412671232,2.2317454912891126,0.38641048383334503
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],37,41,17920,179.51633767211703,0.9690189328743546,0.9669587559083922,0.48443774128242917,24.967893211851205,0.5920512889276623,29.092082616179002,0.2538309374282364,0.9683129541289072,141.89529079861111,0.4365079365079365,0.43674843674843683,0.45031344990014044,23.428935124220875,0.6317028219248595,28.382347470238095,1.8273193836212158,0.43306067469746856,134.1283393755351,0.4246575342465753,0.42297216672216664,0.45932890949118654,24.25256792577866,0.6551729011506329,29.76656142979452,1.8830870324618196,0.4054882475916039
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],53,86,17920,241.93369964231928,0.9931153184165232,0.9932776101893749,0.6540492137647177,22.174451906811598,0.5886068230358676,25.47183600473322,0.07676820451210986,0.993269038937742,188.5653056795635,0.4444444444444444,0.44742664742664745,0.5996630997973547,20.217452374681766,0.6323809113336861,24.563399057539684,2.202644109725952,0.43933066353462785,179.38009016481163,0.4863013698630137,0.47383103008103,0.625235161297838,21.6775182239894,0.6513315675030378,26.158657962328768,2.303778697366584,0.46056045900811027
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],71,56,17920,199.06143603431585,0.9759036144578314,0.9748758804128733,0.5428475744922426,24.669201266183194,0.5904883296358147,28.55875510972461,0.18202567437788705,0.9759635554432319,158.69193328373015,0.48412698412698413,0.4774591149591149,0.49632093730796245,21.849091387937847,0.6305087865934859,26.333085317460316,1.8534377813339233,0.4663999630056075,154.68004367776112,0.4315068493150685,0.42220973470973466,0.5291258565684884,23.91356030483764,0.6525640871344326,29.01409995719178,2.3300253887699074,0.40638329300221016
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",11,93,17920,299.91378012048193,0.9931153184165232,0.9934627953745601,0.8424833435743156,23.373934379553486,0.3804774973836748,11.525051097246127,0.06540378679083772,0.993363617684006,242.99042038690476,0.4523809523809524,0.4478595478595479,0.7724735971198022,21.48964094460539,0.4199180311358458,10.987165178571429,1.984052062034607,0.4654109039614816,227.3952937714041,0.4931506849315068,0.4880265567765567,0.8041271279657126,22.820493704440025,0.4451144962828236,11.825235445205479,2.1123626754708487,0.47938502932782107
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",23,69,17920,242.2804297547332,0.9948364888123924,0.9949115971174795,0.6897131731134262,25.435778049474937,0.3809505078431113,12.56687688253012,0.09521245809589318,0.9949500299435753,193.74093191964286,0.5079365079365079,0.5076178451178451,0.6421187208285781,23.521376525327014,0.4199545154903873,12.02774677579365,1.9055498838424683,0.49785910731473165,181.9829017952697,0.4863013698630137,0.4697004384504384,0.6531819553598548,24.618911530815108,0.44022003232113194,12.506555008561644,1.9484834181119317,0.4527406925512347
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",37,22,17920,158.24698122848537,0.9242685025817556,0.9211147887525911,0.4530552038670787,23.090684509354013,0.37588238476287567,11.16507099827883,0.40837098081017525,0.9235863286413065,131.08900669642858,0.48412698412698413,0.4766955266955266,0.43235127833011444,21.40619787551576,0.40967969583148234,10.492466517857142,1.5459951162338257,0.4521989505735635,123.37315891213613,0.4726027397260274,0.46301545676545675,0.44115328172566165,22.908093108018555,0.4332645441057127,11.31300834760274,1.706111878564913,0.4561276263993655
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",53,50,17920,214.10049349182444,0.9879518072289156,0.9868394381463642,0.6138566401168764,21.718986048537023,0.3752254479992311,10.472434380378658,0.15784124583775327,0.9876381974875628,169.44647507440476,0.5079365079365079,0.5043710918710917,0.5618083789651187,19.824730050039506,0.41266819336238475,9.837983630952381,1.6983611583709717,0.4875542453999057,164.48909393728596,0.5136986301369864,0.49896423021423014,0.5995862121110145,21.634194831013918,0.4312048087812527,10.594606164383562,1.8436454877461472,0.49471419783919784
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",71,40,17920,183.53442676957832,0.955249569707401,0.9543138308067062,0.5436839722694435,22.596906560369806,0.38341679319890637,11.281518932874354,0.26781448773180555,0.9547962728198996,147.1360832093254,0.5,0.4934944684944685,0.4936887080077839,19.86568343429023,0.42760444530446695,10.481677827380953,1.6568706035614014,0.4685181223127545,146.05288821703766,0.4520547945205479,0.4400647963147963,0.5286898232728197,22.126905235255137,0.4519033470674174,11.784888698630137,1.9748362809011382,0.4241641457994601
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",11,31,17920,203.33189006024097,0.9707401032702238,0.9710185909820575,0.5607836377452253,23.806203627715345,0.4815440565378603,17.75225231282272,0.24946471602494047,0.9710850401908936,163.7994171626984,0.4365079365079365,0.43648989898989904,0.5128030192878881,21.697085418312703,0.5207479118290099,16.651227678571427,1.8276746273040771,0.44944113087672116,153.07156163045804,0.4931506849315068,0.4844190531690531,0.529553608254984,23.19835155732273,0.5500072708925683,18.31624571917808,1.8333873912079695,0.47194316459683777
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",23,99,17920,271.03913981820136,0.9948364888123924,0.9949115971174795,0.7446643031718084,26.260363106503426,0.48021260552660994,19.478149203958694,0.05593376507318984,0.9949500299435753,215.25224764384922,0.47619047619047616,0.4785774410774411,0.6899395058781786,24.235668510227374,0.5258127459450732,18.980933779761905,2.170914888381958,0.47270958995601237,198.67960221800087,0.4452054794520548,0.4312735875235875,0.6909913942991357,24.889454937044402,0.5532642956971662,19.91194884417808,2.2169934200913937,0.4125791931498454
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",37,15,17920,131.47506992254733,0.8485370051635112,0.8446962674613329,0.36461626869022895,23.659369923124594,0.4860428449831392,17.963458745697075,0.6433997426098678,0.8430855524557024,108.56524367559524,0.4603174603174603,0.4464405964405964,0.3461115477679747,22.10525853744184,0.5221734002692745,17.061662946428573,1.6220976114273071,0.4291596581965213,102.25847134524828,0.410958904109589,0.4039897602397602,0.35162150267341263,22.958706096752817,0.5559508426932539,18.568172089041095,1.7124297586205888,0.40447004813137527
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",53,37,17920,178.04658589716007,0.9672977624784854,0.9667700121046837,0.4957510445540305,21.84722896812769,0.4862708680029829,16.602732358003443,0.2555822532322649,0.9672125469224904,141.2390873015873,0.47619047619047616,0.4801647426647427,0.45657536080202205,19.911289614608023,0.5330976275024445,16.056888640873016,1.7598721981048584,0.4695679343324077,133.41036861889984,0.4452054794520548,0.43319458319458315,0.47612265790564773,21.327907554671967,0.5560884062868532,17.258855950342465,1.9270693406666795,0.40578419917922964
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",71,22,17920,145.55672466652322,0.9036144578313253,0.9021059061719828,0.40903777269450536,24.24470330112047,0.483539172098428,18.224276570567987,0.5036837610443364,0.9037421896979284,120.16818576388889,0.48412698412698413,0.4821248196248196,0.37950611022408043,21.598323237643754,0.523814454739181,16.780412946428573,1.6192213296890259,0.4710720595661802,117.99420249625427,0.4383561643835616,0.43000888000888,0.4049304332695235,23.671305500331346,0.553069829711097,18.922517123287673,1.921070788004627,0.41844591138886655
syn_multi_s56,syn,0.5,22.542110013890053,"[5, 6]","[492.1461612435418, 992.1669944116244]",11,92,17920,286.0320467136403,0.9931153184165232,0.9934627953745601,0.7734572797508388,24.37637965397692,0.5469017851180649,23.62247203098107,0.06410841889063894,0.993363617684006,230.11610243055554,0.42857142857142855,0.4233285233285234,0.7101888392334592,22.490869985075935,0.5837920076940323,22.28103298611111,2.2726287841796875,0.4277238257406068,211.395725197988,0.4657534246575342,0.4604513542013542,0.7225557583858826,23.62719516235918,0.6118149575650678,24.05524935787671,2.240678101369779,0.4417367895309072
syn_multi_s56,syn,0.5,22.542110013890053,"[5, 6]","[492.1461612435418, 992.1669944116244]",23,95,17920,255.78282998063682,0.9965576592082617,0.9967634489693312,0.6934719145856711,26.718366355703687,0.5384193500785566,25.02200543244406,0.059140820799975714,0.9966651757309672,200.29031808035714,0.47619047619047616,0.4775252525252525,0.6427203242508706,24.522254411377403,0.5837889062227606,24.293154761904763,2.239896297454834,0.47133022797984436,188.42279303563785,0.410958904109589,0.3993541181041181,0.6536289330531567,25.325960901259112,0.6061275771245194,25.176236087328768,2.367083340475004,0.3880288856411091
syn_multi_s56,syn,0.5,22.542110013890053,"[5, 6]","[492.1461612435418, 992.1669944116244]",37,44,17920,188.96754316372633,0.9793459552495697,0.9776341371720086,0.5175595119709582,24.688001406870217,0.5456117155730044,23.80025683089501,0.21509932076459087,0.978893213683576,151.34864831349208,0.47619047619047616,0.4728595478595479,0.4857622428525444,23.1409007110877,0.5850546115406381,23.04448784722222,1.8149417638778687,0.4639048129373207,141.4980117588827,0.4520547945205479,0.4446983571983572,0.49037448149104507,23.934393638170974,0.6096796570364071,24.150123073630137,1.8756444895104185,0.42329945505667066
syn_multi_s56,syn,0.5,22.542110013890053,"[5, 6]","[492.1461612435418, 992.1669944116244]",53,35,17920,176.8007005701377,0.9535283993115319,0.9535571355709598,0.48274966930524615,22.47293449679267,0.5493819158543143,21.997061908347675,0.28115053626222986,0.9533887023885793,141.3551277281746,0.4365079365079365,0.4398508898508899,0.4453398196309952,20.48213501887455,0.5908533329358402,20.890904017857142,1.8444335460662842,0.4268835059276235,131.34210121468323,0.4726027397260274,0.46476717726717726,0.4583864205716223,21.91981444665341,0.6150326060469397,22.62181613869863,1.9290414346407538,0.44034995246676983
syn_multi_s56,syn,0.5,22.542110013890053,"[5, 6]","[492.1461612435418, 992.1669944116244]",71,94,17920,242.07920745481928,0.9862306368330465,0.9859669310238571,0.6701280630917787,24.712512770696904,0.5410637823708413,23.391183035714285,0.09323672774262252,0.9863802120304436,189.43922061011904,0.4603174603174603,0.4594396344396345,0.6064469985441723,22.071284347291723,0.5788660838569296,21.427269345238095,2.0563290119171143,0.44046790295848043,189.02751765839042,0.4657534246575342,0.45351870351870344,0.6501677260115523,23.917412193505633,0.6032800422646196,23.494461686643834,2.5488315641063535,0.44818297066387053
rsnn_beta050,rsnn,0.5,22.542110013890053,[],[],11,53,34304,329.59083207831327,0.9759036144578314,0.9770483854860011,0.9619633428659956,23.020047900581172,0.3756222674121875,11.118579227624785,0.14308962159230665,0.9760159773013211,263.8491443452381,0.5476190476190477,0.557521645021645,0.8761654851783571,20.93907470810289,0.416869484644713,10.572389632936508,1.8841524124145508,0.5549962335317028,251.3877822666952,0.541095890410959,0.5320741758241758,0.936136773650631,22.80409211398277,0.43885329090792347,11.520521190068493,2.0942537359995383,0.5227587909166856
rsnn_beta050,rsnn,0.5,22.542110013890053,[],[],23,64,34304,321.95478902216007,0.9810671256454389,0.9819254537271555,0.9534507988838551,22.263905404726415,0.21680430757012203,4.94809595524957,0.09472277975302966,0.9817718877259886,256.8805648561508,0.5317460317460317,0.532022607022607,0.874116055621397,20.235492933017294,0.20347873864192006,3.6510416666666665,2.3035011291503906,0.521755804246138,252.73163594285103,0.5342465753424658,0.5156711344211343,0.9281814672943244,21.96508449304175,0.21655599299764372,3.9220355308219177,2.2956022954966926,0.5071935530245256
