condition,architecture_family,beta,tau_mem_ms,shift_syn,tau_syn_ms,seed,probe_type,probe_C,val_ba,test_ba,test_accuracy,test_macro_f1
lif_tau242,lif,0.9375,242.10347130039656,[],[],37,hidden_fixed250_ordered,0.01,0.5395923520923521,0.5709415584415584,0.5821917808219178,0.5748904391872431
lif_tau242,lif,0.9375,242.10347130039656,[],[],37,hidden_relative10_ordered,0.001,0.5864838864838865,0.5975649350649351,0.6164383561643836,0.5978164207746756
lif_tau242,lif,0.9375,242.10347130039656,[],[],37,hidden_uend,1.0,0.5208754208754209,0.49494394494394484,0.5068493150684932,0.4968136850859963
lif_tau242,lif,0.9375,242.10347130039656,[],[],53,hidden_whole_count,0.1,0.5099326599326599,0.5101974414474414,0.5205479452054794,0.5077633280032662
lif_tau242,lif,0.9375,242.10347130039656,[],[],53,hidden_fixed250_ordered,10.0,0.5554112554112554,0.5720404595404595,0.5821917808219178,0.5630118026182301
lif_tau242,lif,0.9375,242.10347130039656,[],[],53,hidden_relative10_ordered,0.01,0.5894360269360269,0.6667138417138417,0.678082191780822,0.6623472248724637
lif_tau242,lif,0.9375,242.10347130039656,[],[],53,hidden_uend,0.1,0.4750541125541125,0.5456113331113331,0.5684931506849316,0.544330537424081
lif_tau242,lif,0.9375,242.10347130039656,[],[],71,hidden_whole_count,0.1,0.5311988936988936,0.5222985347985347,0.541095890410959,0.5178329192972656
lif_tau242,lif,0.9375,242.10347130039656,[],[],71,hidden_fixed250_ordered,0.1,0.4949555074555074,0.5701860639360639,0.5821917808219178,0.5785198056062671
lif_tau242,lif,0.9375,242.10347130039656,[],[],71,hidden_relative10_ordered,0.001,0.550607263107263,0.6412989787989788,0.6575342465753424,0.641665979392681
lif_tau242,lif,0.9375,242.10347130039656,[],[],71,hidden_uend,0.1,0.5058982683982683,0.4712315462315462,0.4794520547945205,0.46625208350990194
lif_beta050,lif,0.5,22.542110013890053,[],[],11,hidden_whole_count,1.0,0.5297077922077921,0.5006125818625818,0.5068493150684932,0.49213843256128914
lif_beta050,lif,0.5,22.542110013890053,[],[],11,hidden_fixed250_ordered,0.01,0.5723003848003848,0.546540959040959,0.5616438356164384,0.5482491996307786
lif_beta050,lif,0.5,22.542110013890053,[],[],11,hidden_relative10_ordered,0.001,0.6281565656565656,0.6457542457542457,0.6643835616438356,0.6456128101289392
lif_beta050,lif,0.5,22.542110013890053,[],[],11,hidden_uend,0.01,0.47653318903318903,0.4472777222777222,0.4520547945205479,0.4378627782214892
lif_beta050,lif,0.5,22.542110013890053,[],[],23,hidden_whole_count,1.0,0.5604677729677731,0.5976703851703851,0.6095890410958904,0.5910144422372277
lif_beta050,lif,0.5,22.542110013890053,[],[],23,hidden_fixed250_ordered,0.01,0.5747775372775372,0.6198412698412697,0.636986301369863,0.6227679678838824
lif_beta050,lif,0.5,22.542110013890053,[],[],23,hidden_relative10_ordered,0.1,0.612487974987975,0.6264402264402263,0.6438356164383562,0.6255541472301513
lif_beta050,lif,0.5,22.542110013890053,[],[],23,hidden_uend,0.01,0.38966450216450216,0.38340409590409585,0.3972602739726027,0.3864921629994718
lif_beta050,lif,0.5,22.542110013890053,[],[],37,hidden_whole_count,0.01,0.5429292929292929,0.5404491341991341,0.5547945205479452,0.5381167828689134
lif_beta050,lif,0.5,22.542110013890053,[],[],37,hidden_fixed250_ordered,0.01,0.5471320346320346,0.5531857031857031,0.5684931506849316,0.5566389580742129
lif_beta050,lif,0.5,22.542110013890053,[],[],37,hidden_relative10_ordered,0.001,0.5864838864838865,0.6370129870129869,0.6506849315068494,0.6382602440408923
lif_beta050,lif,0.5,22.542110013890053,[],[],37,hidden_uend,0.01,0.3971620971620971,0.4322857697857698,0.4520547945205479,0.43106892019005955
lif_beta050,lif,0.5,22.542110013890053,[],[],53,hidden_whole_count,1.0,0.5436327561327562,0.5496926684426684,0.5616438356164384,0.5472439676691595
lif_beta050,lif,0.5,22.542110013890053,[],[],53,hidden_fixed250_ordered,0.001,0.5128427128427129,0.5884650072150073,0.6027397260273972,0.5882753978767911
lif_beta050,lif,0.5,22.542110013890053,[],[],53,hidden_relative10_ordered,0.1,0.5950276575276575,0.6307782495282495,0.6506849315068494,0.6331832655362067
lif_beta050,lif,0.5,22.542110013890053,[],[],53,hidden_uend,0.01,0.3851671476671477,0.484038184038184,0.5,0.48441282308889827
lif_beta050,lif,0.5,22.542110013890053,[],[],71,hidden_whole_count,0.001,0.5315897065897067,0.543499555999556,0.5684931506849316,0.5178587453575931
lif_beta050,lif,0.5,22.542110013890053,[],[],71,hidden_fixed250_ordered,1.0,0.5143999518999519,0.5071470196470196,0.5273972602739726,0.5129085049498294
lif_beta050,lif,0.5,22.542110013890053,[],[],71,hidden_relative10_ordered,0.1,0.5656625781625783,0.6325729825729826,0.6506849315068494,0.634989709389023
lif_beta050,lif,0.5,22.542110013890053,[],[],71,hidden_uend,0.1,0.37653318903318905,0.36338938838938833,0.3767123287671233,0.36684998293027
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],11,hidden_whole_count,0.01,0.4316618566618567,0.48903041403041403,0.5,0.4767415484775599
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],11,hidden_fixed250_ordered,10.0,0.5403980278980278,0.48506424131424125,0.4931506849315068,0.4878431299045334
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],11,hidden_relative10_ordered,0.001,0.5620851370851372,0.555559718059718,0.5753424657534246,0.540300216507113
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],11,hidden_uend,0.01,0.5274891774891775,0.5556471306471306,0.5684931506849316,0.5552239427239426
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],23,hidden_whole_count,0.01,0.4628126503126504,0.4707722832722832,0.4863013698630137,0.4782899452507295
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],23,hidden_fixed250_ordered,10.0,0.5476310726310726,0.5083125208125207,0.5273972602739726,0.5249171647736928
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],23,hidden_relative10_ordered,0.01,0.5556337181337182,0.5641004828504829,0.5821917808219178,0.5749469252186644
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],23,hidden_uend,0.01,0.5512686387686387,0.595397657897658,0.6095890410958904,0.6095963682340632
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],37,hidden_whole_count,1.0,0.47908249158249155,0.485109335109335,0.4863013698630137,0.47540225770402134
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],37,hidden_fixed250_ordered,0.001,0.5500420875420876,0.4608405483405483,0.4726027397260274,0.46322407020656
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],37,hidden_relative10_ordered,0.1,0.6323953823953824,0.5844717782217781,0.5958904109589042,0.5877242677754186
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],37,hidden_uend,0.1,0.5290043290043289,0.4674547674547674,0.4863013698630137,0.47170530281077944
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],53,hidden_whole_count,1.0,0.453908128908129,0.42995684870684864,0.4383561643835616,0.41617975367975374
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],53,hidden_fixed250_ordered,10.0,0.5213804713804714,0.4957244144744144,0.5136986301369864,0.5010246524238986
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],53,hidden_relative10_ordered,0.1,0.5356962481962482,0.5490003052503052,0.5616438356164384,0.5368622606452221
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],53,hidden_uend,0.01,0.47391774891774885,0.5617056554556554,0.5753424657534246,0.5758718641921002
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,hidden_whole_count,0.001,0.49160654160654166,0.42440892440892436,0.4452054794520548,0.39895134586344466
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,hidden_fixed250_ordered,0.1,0.5733645983645984,0.5209367021867022,0.5342465753424658,0.51031454248366
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,hidden_relative10_ordered,0.001,0.5431637806637807,0.5675796425796426,0.5821917808219178,0.5630619924737572
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,hidden_uend,0.1,0.5192881192881192,0.5304556554556553,0.547945205479452,0.5328321717480756
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,hidden_whole_count,0.001,0.3928270803270803,0.4039613164613165,0.4178082191780822,0.39588303054893403
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,hidden_fixed250_ordered,0.01,0.5003367003367004,0.4952172827172827,0.5068493150684932,0.5007964646597799
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,hidden_relative10_ordered,10.0,0.53241341991342,0.5661248473748474,0.5753424657534246,0.552579522542596
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,hidden_uend,0.1,0.5651875901875901,0.5628149628149628,0.5753424657534246,0.557269705603039
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,hidden_whole_count,0.01,0.4251443001443001,0.4508859196359196,0.4657534246575342,0.4470045718497731
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,hidden_fixed250_ordered,0.1,0.49254449254449245,0.4930617993117992,0.5068493150684932,0.5001481499549629
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,hidden_relative10_ordered,1.0,0.5301707551707552,0.5351724664224663,0.547945205479452,0.5461797260710305
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,hidden_uend,0.1,0.5300084175084174,0.6064366189366188,0.6232876712328768,0.6152387615409394
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,hidden_whole_count,0.01,0.3939935064935065,0.4392406204906205,0.4452054794520548,0.42808987642368646
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,hidden_fixed250_ordered,1.0,0.4883718133718134,0.512998112998113,0.5273972602739726,0.5147499171448329
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,hidden_relative10_ordered,0.01,0.49789562289562284,0.5492556055056054,0.5616438356164384,0.5414745423517352
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,hidden_uend,0.01,0.5965007215007215,0.5344398656898656,0.5547945205479452,0.5325866263403544
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,hidden_whole_count,0.1,0.45794252044252043,0.4429015429015429,0.4520547945205479,0.41647013321422793
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,hidden_fixed250_ordered,1.0,0.5573953823953824,0.5039342601842602,0.5136986301369864,0.49370432218056387
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,hidden_relative10_ordered,0.1,0.5529882154882154,0.5243478743478743,0.541095890410959,0.5008243376401943
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,hidden_uend,0.01,0.5247474747474746,0.612747668997669,0.6301369863013698,0.610724502812788
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,hidden_whole_count,0.01,0.48221500721500726,0.47292082917082917,0.4863013698630137,0.4645175786608011
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,hidden_fixed250_ordered,0.1,0.48662217412217407,0.5073204573204573,0.5273972602739726,0.5007473809084614
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,hidden_relative10_ordered,10.0,0.5318241943241943,0.5108689921189921,0.5273972602739726,0.5027863180706849
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,hidden_uend,0.1,0.5548039923039924,0.5434787434787435,0.5616438356164384,0.5453420003591628
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,hidden_whole_count,0.01,0.364460076960077,0.40071595071595073,0.4041095890410959,0.40826929291998226
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,hidden_fixed250_ordered,0.1,0.4742845117845118,0.46029872904872904,0.4726027397260274,0.4589744581836077
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,hidden_relative10_ordered,0.01,0.45616281866281866,0.5130494505494505,0.5205479452054794,0.5015395788422105
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,hidden_uend,0.01,0.5512626262626263,0.5731171606171607,0.5958904109589042,0.5627963783643296
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],23,hidden_whole_count,10.0,0.3926406926406926,0.43010808635808634,0.4452054794520548,0.42356967625218905
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],23,hidden_fixed250_ordered,0.1,0.49683742183742186,0.44951229326229325,0.4657534246575342,0.45591344149186147
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],23,hidden_relative10_ordered,0.1,0.5079485329485329,0.518368437118437,0.5342465753424658,0.5129842016474359
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],23,hidden_uend,0.1,0.5503727753727753,0.5942973692973693,0.6095890410958904,0.5958414572374305
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],37,hidden_whole_count,10.0,0.44541847041847044,0.376494338994339,0.3835616438356164,0.36961042868184046
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],37,hidden_fixed250_ordered,0.001,0.48813732563732565,0.4480699855699855,0.4589041095890411,0.4505569813716099
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],37,hidden_relative10_ordered,1.0,0.523526936026936,0.5082875457875458,0.5136986301369864,0.5094158947995265
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],37,hidden_uend,0.01,0.5657467532467533,0.5373758186258185,0.5547945205479452,0.5368693806193807
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],53,hidden_whole_count,10.0,0.42520442520442514,0.4303175990675991,0.4383561643835616,0.4208455539290779
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],53,hidden_fixed250_ordered,0.1,0.47802429052429063,0.5456370018870018,0.5547945205479452,0.5355340005997901
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],53,hidden_relative10_ordered,1.0,0.47382154882154887,0.507658313908314,0.5205479452054794,0.4980046050378531
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],53,hidden_uend,10.0,0.5273929773929774,0.5203386890886891,0.5273972602739726,0.5218610784073054
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],71,hidden_whole_count,0.01,0.4724927849927851,0.4564636752136752,0.4657534246575342,0.4446597805504144
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],71,hidden_fixed250_ordered,10.0,0.5157888407888408,0.523132423132423,0.541095890410959,0.5170357176936123
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],71,hidden_relative10_ordered,0.001,0.5070526695526695,0.5036838161838162,0.5205479452054794,0.4946186819542083
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],71,hidden_uend,0.1,0.5498797498797499,0.5193605006105005,0.541095890410959,0.5162493155367064
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",11,hidden_whole_count,0.1,0.4548039923039922,0.47319763569763573,0.4863013698630137,0.4619244657690285
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",11,hidden_fixed250_ordered,10.0,0.5152356902356904,0.49819555444555436,0.5205479452054794,0.49725080330043875
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",11,hidden_relative10_ordered,0.001,0.5476911976911977,0.5548000610500611,0.5753424657534246,0.544297507456343
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",11,hidden_uend,0.1,0.5659511784511785,0.6026168276168277,0.6095890410958904,0.6010707453554579
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",23,hidden_whole_count,0.1,0.47487974987974996,0.4863018925518925,0.5,0.48872123736254175
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",23,hidden_fixed250_ordered,1.0,0.5655964405964405,0.5385094072594072,0.5547945205479452,0.569306375799102
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",23,hidden_relative10_ordered,1.0,0.5619829244829245,0.5417561605061605,0.5547945205479452,0.5660127552817237
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",23,hidden_uend,0.01,0.5433982683982684,0.6353396603396603,0.6506849315068494,0.6454521858451279
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",37,hidden_whole_count,0.1,0.47554112554112554,0.490279859029859,0.5,0.4745625047707341
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",37,hidden_fixed250_ordered,0.001,0.5430976430976431,0.47968975468975467,0.4931506849315068,0.4881029602463385
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",37,hidden_relative10_ordered,10.0,0.6056758056758057,0.5824668387168387,0.589041095890411,0.5858571937020497
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",37,hidden_uend,0.1,0.5859848484848484,0.5857156732156732,0.5958904109589042,0.5830585830939176
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",53,hidden_whole_count,0.1,0.4850949975949976,0.46022449772449775,0.4726027397260274,0.44419141838484716
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",53,hidden_fixed250_ordered,10.0,0.5309704184704184,0.526839133089133,0.541095890410959,0.5254277544351075
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",53,hidden_relative10_ordered,10.0,0.6042809042809043,0.553252997002997,0.5684931506849316,0.5413648648860545
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",53,hidden_uend,0.01,0.5323232323232323,0.6261675824175824,0.6438356164383562,0.6181901248850464
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",71,hidden_whole_count,0.001,0.49114357864357866,0.46949578199578196,0.4931506849315068,0.44520526408650657
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",71,hidden_fixed250_ordered,0.1,0.5296777296777296,0.5245823620823621,0.541095890410959,0.5185190801686309
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",71,hidden_relative10_ordered,0.01,0.5177308802308803,0.5640866078366078,0.5753424657534246,0.5573597825890642
syn_multi_s23456,syn,0.5,22.542110013890053,"[2, 3, 4, 5, 6]","[54.31342963722199, 117.0136826471659, 242.10347130039656, 492.1461612435418, 992.1669944116244]",71,hidden_uend,0.1,0.5998797498797498,0.5365412365412364,0.547945205479452,0.5345451106864151
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",11,hidden_whole_count,0.01,0.4059944684944685,0.4451562326562326,0.4520547945205479,0.4424761466523495
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",11,hidden_fixed250_ordered,0.01,0.49065055315055317,0.49878871128871133,0.5136986301369864,0.4986188316236591
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",11,hidden_relative10_ordered,1.0,0.48599086099086103,0.5331272893772894,0.5547945205479452,0.5177063332787523
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",11,hidden_uend,0.1,0.5678030303030304,0.5847846597846598,0.5958904109589042,0.5801807678974863
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",23,hidden_whole_count,1.0,0.4671777296777297,0.4344440281940281,0.4452054794520548,0.4313541718572678
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",23,hidden_fixed250_ordered,1.0,0.5280242905242906,0.5146998834498834,0.5273972602739726,0.5348871083374381
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",23,hidden_relative10_ordered,1.0,0.5145622895622896,0.5463196525696525,0.5616438356164384,0.5564960104872386
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",23,hidden_uend,0.1,0.5347703222703223,0.6078255078255078,0.6232876712328768,0.6181420200145512
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",37,hidden_whole_count,1.0,0.4661255411255411,0.44125111000111,0.4520547945205479,0.4363916959622782
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",37,hidden_fixed250_ordered,0.001,0.5192881192881192,0.44568903318903313,0.4589041095890411,0.45178838432991636
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",37,hidden_relative10_ordered,10.0,0.5923821548821548,0.5421529859029858,0.5547945205479452,0.5461701253940004
syn_multi_s456,syn,0.5,22.542110013890053,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",37,hidden_uend,0.01,0.5713023088023087,0.5369179431679431,0.5547945205479452,0.5394252284084123
