condition,architecture_family,seed,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
direct,direct,11,1,2.629160192870437,0.1196060223261481,2.405928611755371,0.1680555555555555
direct,direct,11,2,2.3190295716776497,0.2146759035281047,2.268106698989868,0.2276455026455026
direct,direct,11,3,2.136307403265712,0.2769148411549925,2.160726308822632,0.2169973544973545
direct,direct,11,4,1.9858287043497609,0.3443625733318264,2.055267572402954,0.2626984126984127
direct,direct,11,5,1.842173990407212,0.4103993587185052,1.9622257947921755,0.3191798941798942
direct,direct,11,6,1.7179321097835203,0.4749162952835917,1.8885960578918457,0.3417328042328042
direct,direct,11,7,1.6093733665659995,0.5436538363362053,1.82990825176239,0.3278439153439154
direct,direct,11,8,1.5138050875852522,0.5844063899088184,1.779605746269226,0.3347883597883598
direct,direct,11,9,1.430494413113225,0.6127624959399168,1.7327550649642944,0.3469937469937469
direct,direct,11,10,1.3577895675386702,0.6455605859064307,1.6884760856628418,0.3631974506974507
direct,direct,11,11,1.294705151485699,0.6757641551339564,1.65363872051239,0.3996392496392496
direct,direct,11,12,1.236918339220464,0.7051688500759724,1.6270066499710083,0.3930315055315055
direct,direct,11,13,1.1846245625753615,0.7158478611041326,1.5996681451797483,0.4013648388648388
direct,direct,11,14,1.1412391486143283,0.7357624259329129,1.5715421438217163,0.4013648388648388
direct,direct,11,15,1.0995360245597958,0.7579223125113668,1.5464155673980713,0.4166426166426166
direct,direct,11,16,1.0641523388289749,0.7683923617496827,1.5303637981414795,0.4228294853294853
direct,direct,11,17,1.0299373409629071,0.7720496295000877,1.5211719274520874,0.4291786916786917
direct,direct,11,18,1.0010085513177305,0.775603726957487,1.5118390321731567,0.4222342472342473
direct,direct,11,19,0.9720916908086884,0.7848998049834037,1.496414065361023,0.4216029341029341
direct,direct,11,20,0.945905332310885,0.7854180180585429,1.4822460412979126,0.4202140452140452
direct,direct,11,21,0.9229143667138996,0.7869767285448339,1.4760541915893557,0.4208453583453584
direct,direct,11,22,0.9010658868413784,0.7899337547676759,1.4667552709579468,0.4423100048100048
direct,direct,11,23,0.8803048096917787,0.7957563536583488,1.4563137292861938,0.4353655603655604
direct,direct,11,24,0.862201856971813,0.8058868631270935,1.4466224908828735,0.4381433381433382
direct,direct,11,25,0.8449909563934537,0.8126431559925705,1.4322994947433472,0.4652898027898028
direct,direct,11,26,0.8282167583242341,0.8214893434354562,1.4295557737350464,0.4361231361231362
direct,direct,11,27,0.8126730235636542,0.8197003372346853,1.4275221824645996,0.452032227032227
direct,direct,11,28,0.7981602562889585,0.8194083816361258,1.4183409214019775,0.4625481000481
direct,direct,11,29,0.784047838640295,0.8236991177817007,1.4058924913406372,0.4771945646945647
direct,direct,11,30,0.7717098953801875,0.8316443285376326,1.4024120569229126,0.4779521404521404
direct,direct,11,31,0.7593928977667567,0.8364240894448445,1.40267813205719,0.474452861952862
direct,direct,11,32,0.7474878186202911,0.8365576364533914,1.401017189025879,0.4758417508417509
direct,direct,11,33,0.7368974838527673,0.8366192963374708,1.3982524871826172,0.460563973063973
direct,direct,11,34,0.726503881037543,0.8350167322349068,1.3916994333267212,0.4744528619528619
direct,direct,11,35,0.7161307706274798,0.8349853094093662,1.3918652534484863,0.4605639730639732
direct,direct,11,36,0.7065924395792661,0.839824424542599,1.3889052867889404,0.4744528619528619
direct,direct,11,37,0.6980187722614833,0.8365878735119304,1.3861626386642456,0.4668771043771043
direct,direct,11,38,0.6884184396615742,0.8413955658196226,1.375594973564148,0.4593013468013467
direct,direct,11,39,0.6793029932064772,0.8447580848314202,1.371635675430298,0.4731902356902357
direct,direct,11,40,0.6716723101479667,0.8447580848314202,1.3730288743972778,0.4593013468013467
direct,direct,11,41,0.6643331500215908,0.8464537316436043,1.375429391860962,0.4738215488215488
direct,direct,11,42,0.6563857217253588,0.84982382968282,1.3765913248062134,0.4787818662818663
direct,direct,11,43,0.6490593408963766,0.8483209470832392,1.3727000951766968,0.4871151996151996
direct,direct,11,44,0.6416958368378539,0.8503639531396101,1.366990566253662,0.4864838864838864
direct,direct,11,45,0.6351369951760297,0.8517410732910089,1.357968807220459,0.4789081289081289
direct,direct,11,46,0.6290269395570541,0.8550495114461452,1.358163833618164,0.4698172198172198
direct,direct,11,47,0.6227768487240894,0.8550203942786632,1.358202338218689,0.4844636844636845
direct,direct,11,48,0.6161114433956638,0.8547348319405202,1.3632047176361084,0.4593013468013467
direct,direct,11,49,0.6106373635914157,0.858104929979736,1.3647867441177368,0.4676346801346802
direct,direct,11,50,0.6040218035448439,0.8627743111730736,1.3598898649215698,0.4745791245791246
direct,direct,11,51,0.5993862170565765,0.8601152562975448,1.354800581932068,0.4864838864838864
direct,direct,11,52,0.5931170304753078,0.86168758334157,1.353144288063049,0.4864838864838864
direct,direct,11,53,0.5882930879748832,0.8601152562975448,1.3584232330322266,0.4864838864838864
direct,direct,11,54,0.5829668037862663,0.8585542763849648,1.3543801307678225,0.4789081289081289
direct,direct,11,55,0.5782196704881737,0.8633631544596586,1.3509255647659302,0.4864838864838864
direct,direct,11,56,0.5732699073530516,0.864508116626126,1.3485640287399292,0.4705747955747955
direct,direct,11,57,0.5686078885130956,0.864475436887564,1.349121332168579,0.4705747955747955
direct,direct,11,58,0.5639120730188341,0.8660477639315892,1.348631739616394,0.4864838864838864
direct,direct,11,59,0.5593777763658875,0.8676853134307739,1.3525688648223877,0.5003727753727752
direct,direct,11,60,0.5546707632517035,0.8693193003588785,1.348297357559204,0.492039442039442
direct,direct,11,61,0.5506894422275064,0.8707972877802622,1.343474507331848,0.5087061087061087
direct,direct,11,62,0.5462674896606274,0.8707972877802622,1.3383699655532837,0.4850949975949976
direct,direct,11,63,0.5424330036016421,0.8725233086729497,1.340002417564392,0.4867784992784992
direct,direct,11,64,0.5381635772176536,0.8778996527589712,1.3395540714263916,0.4867784992784992
direct,direct,11,65,0.5347855832818863,0.8762365486633846,1.3422155380249023,0.4867784992784992
direct,direct,11,66,0.531342585813158,0.8692576404747991,1.3427917957305908,0.4844636844636844
direct,direct,11,67,0.5272931930530502,0.8751194467513775,1.3420110940933228,0.5012987012987012
direct,direct,11,68,0.5232662213854042,0.8767861134180442,1.3435834646224976,0.4867784992784992
direct,direct,11,69,0.5205920061638352,0.8779310755845117,1.3393269777297974,0.4867784992784992
direct,direct,11,70,0.5161782835518842,0.8762970886564071,1.3355090618133545,0.4867784992784992
direct,direct,11,71,0.5125931111034551,0.8794428626355145,1.3353686332702637,0.4943542568542567
direct,direct,11,72,0.508939908519259,0.8810768495636191,1.3398150205612185,0.5012987012987012
direct,direct,11,73,0.5064736767808254,0.8767220108539416,1.3427494764328003,0.479208754208754
direct,direct,11,74,0.5030547892370241,0.8782943378979667,1.342061996459961,0.4937229437229436
direct,direct,11,75,0.499494989593345,0.8809825099409774,1.342817306518555,0.4867784992784992
direct,direct,11,76,0.4968412188162286,0.8809825099409774,1.3451253175735474,0.4943542568542567
direct,direct,11,77,0.4931554827140243,0.8799503063537425,1.3435158729553225,0.4943542568542567
direct,direct,11,78,0.4903068210089679,0.8814935162302856,1.337186336517334,0.4937229437229436
direct,direct,11,79,0.4873447993741388,0.8831601828969524,1.334939956665039,0.4853896103896103
direct,direct,11,80,0.4849134577941566,0.8847325099409775,1.3307976722717283,0.4873737373737373
direct,direct,11,81,0.482036919273731,0.8847325099409775,1.3369754552841189,0.5082431457431457
direct,direct,11,82,0.4792008051158228,0.8815226333977676,1.335931420326233,0.5012987012987012
direct,direct,11,83,0.4759279322808868,0.8831566203258722,1.337561845779419,0.4963383838383837
direct,direct,11,84,0.4730879147368741,0.8863664968690821,1.3418364524841309,0.5006673881673881
direct,direct,11,85,0.4708448371973382,0.8831601828969524,1.3485316038131714,0.47751924001924
direct,direct,11,86,0.4690889459674001,0.8859284975952985,1.3431507349014282,0.47751924001924
direct,direct,11,87,0.4666184419814157,0.8896143950311958,1.3350878953933716,0.5006673881673881
direct,direct,11,88,0.4629310387957732,0.8863664968690821,1.33274245262146,0.5012987012987012
direct,direct,11,89,0.460301347936082,0.8873880022454261,1.3366016149520874,0.5012987012987012
direct,direct,11,90,0.4579448873327849,0.8873880022454261,1.339641809463501,0.5026875901875901
direct,direct,11,91,0.4557514402008713,0.8906572330146569,1.3420881032943726,0.492039442039442
direct,direct,11,92,0.4533796410449811,0.8873880022454261,1.3389147520065308,0.5059283309283309
direct,direct,11,93,0.4505176861704729,0.8907266774591015,1.33879554271698,0.5059283309283309
direct,direct,11,94,0.4485858472612351,0.8907907800232039,1.3361607789993286,0.4989838864838865
direct,direct,11,95,0.4459242051316621,0.8923933441257681,1.3375262022018433,0.5059283309283309
direct,direct,11,96,0.443985586014549,0.8907266774591015,1.336578607559204,0.4989838864838865
direct,direct,11,97,0.4414842323161238,0.8907266774591015,1.3346147537231443,0.5108886483886483
direct,direct,11,98,0.4391926548054214,0.8907266774591015,1.3335217237472534,0.4850949975949976
direct,direct,11,99,0.4370319626827864,0.8889905663479903,1.3371267318725586,0.4850949975949976
direct,direct,11,100,0.4351394252912518,0.8955984723308963,1.3417658805847168,0.4989838864838865
direct,direct,23,1,2.808452971831041,0.0276672741746271,2.6322832107543945,0.0521885521885521
direct,direct,23,2,2.533536746046424,0.1238580108999102,2.49189567565918,0.104503367003367
direct,direct,23,3,2.33369855092848,0.2181366154165418,2.364313840866089,0.1504088504088504
direct,direct,23,4,2.145254778574748,0.2690969819875277,2.2388815879821777,0.2226671476671476
direct,direct,23,5,1.974256530481033,0.3675970092134181,2.1401000022888184,0.2496873496873496
direct,direct,23,6,1.8241410288260849,0.4411621586780311,2.050825595855713,0.2726671476671476
direct,direct,23,7,1.697428598051022,0.5215820507584438,1.9728429317474363,0.3191317941317941
direct,direct,23,8,1.5812017913529466,0.5715233989399939,1.9159159660339355,0.3213143338143338
direct,direct,23,9,1.47996077623712,0.6186667710779138,1.864621639251709,0.3305735930735931
direct,direct,23,10,1.3932437240154116,0.6772730647662026,1.8196531534194944,0.3541847041847041
direct,direct,23,11,1.3193746138357665,0.7009750248186558,1.7838594913482666,0.354016354016354
direct,direct,23,12,1.2531542490763836,0.7314041183234985,1.745185613632202,0.3798100048100048
direct,direct,23,13,1.1924188916736544,0.7529124317784467,1.716035008430481,0.4089766714766715
direct,direct,23,14,1.1414387872420162,0.7556962326363333,1.6940240859985352,0.3950877825877826
direct,direct,23,15,1.095479888370238,0.7755603101412268,1.6706390380859375,0.3881433381433382
direct,direct,23,16,1.054659303822739,0.7825533420898187,1.6481705904006958,0.4089766714766715
direct,direct,23,17,1.017168395285352,0.8016125941188745,1.6336488723754885,0.3924422799422799
direct,direct,23,18,0.983167123671448,0.8032911111667019,1.6263269186019895,0.3993867243867243
direct,direct,23,19,0.9533090153372432,0.7995025309197884,1.6173171997070312,0.4063311688311688
direct,direct,23,20,0.9262147205216544,0.8054990534604284,1.6080079078674316,0.4063311688311688
direct,direct,23,21,0.9005092648138483,0.820339479567458,1.5907739400863647,0.41002886002886
direct,direct,23,22,0.8775361823543214,0.8216002318391241,1.574268460273743,0.4192881192881193
direct,direct,23,23,0.8562991624239595,0.8198414626968922,1.565142035484314,0.4123436748436748
direct,direct,23,24,0.8364869104810508,0.8216933145487441,1.5593961477279663,0.4030844155844155
direct,direct,23,25,0.817636268684663,0.836844739714878,1.5498942136764526,0.41002886002886
direct,direct,23,26,0.8009346216763154,0.838263444056261,1.54252290725708,0.431619769119769
direct,direct,23,27,0.7842062789683908,0.8432296470616797,1.5377511978149414,0.4177308802308803
direct,direct,23,28,0.7688464859882033,0.8497970175996384,1.5318894386291504,0.4511002886002885
direct,direct,23,29,0.754491242299597,0.8487742553102726,1.5308818817138672,0.4610209235209235
direct,direct,23,30,0.7414681446736938,0.8471716912077086,1.5248245000839231,0.4679653679653679
direct,direct,23,31,0.7291534246553036,0.8488336095362935,1.5166826248168943,0.4696488696488696
direct,direct,23,32,0.7167589529040759,0.8527842808810194,1.5085002183914185,0.4696488696488696
direct,direct,23,33,0.7059384339237377,0.8511188711273743,1.5048797130584717,0.4835377585377585
direct,direct,23,34,0.6950381244316364,0.8532929815122688,1.50450599193573,0.4627044252044252
direct,direct,23,35,0.6844732745994594,0.8527842808810194,1.4998297691345217,0.4696488696488696
direct,direct,23,36,0.6741059063428856,0.854744157424229,1.4964133501052856,0.4696488696488696
direct,direct,23,37,0.6651788998183613,0.854773274591711,1.488386869430542,0.476593314093314
direct,direct,23,38,0.6564515000161123,0.8562850616427138,1.4820473194122314,0.4904822029822029
direct,direct,23,39,0.6475866764219615,0.8581369134945657,1.485688328742981,0.4835377585377585
direct,direct,23,40,0.6392262187143611,0.8597709004226702,1.486102819442749,0.4835377585377585
direct,direct,23,41,0.6320139325629414,0.8544195932331279,1.483341932296753,0.4835377585377585
direct,direct,23,42,0.6241689667028733,0.8581054906690252,1.4822205305099487,0.476593314093314
direct,direct,23,43,0.616929436714842,0.8602796010539199,1.474422574043274,0.476593314093314
direct,direct,23,44,0.6094150750444186,0.8630051457952804,1.474476337432861,0.476593314093314
direct,direct,23,45,0.603108257722116,0.8598302546486911,1.4739320278167725,0.476593314093314
direct,direct,23,46,0.5960789410054376,0.8632366272767619,1.4681743383407593,0.476593314093314
direct,direct,23,47,0.5894736639398716,0.8642397136965149,1.4687072038650513,0.4835377585377585
direct,direct,23,48,0.5834967123661927,0.8658737006246194,1.4656169414520264,0.4835377585377585
direct,direct,23,49,0.5776594489453787,0.8621563803631817,1.461949586868286,0.4835377585377585
direct,direct,23,50,0.5716347270701305,0.8663230470298483,1.463223218917847,0.4835377585377585
direct,direct,23,51,0.5659472306295845,0.8687150223384904,1.46668803691864,0.4835377585377585
direct,direct,23,52,0.5606225358639649,0.8704083634926157,1.4672828912734983,0.4835377585377585
direct,direct,23,53,0.5558040030236499,0.870349009266595,1.4655367136001587,0.4835377585377585
direct,direct,23,54,0.5508810479238809,0.866631689005157,1.4600205421447754,0.4835377585377585
direct,direct,23,55,0.5453698798219021,0.8697774629842642,1.4600406885147097,0.4835377585377585
direct,direct,23,56,0.5412888696189592,0.8682342531077211,1.454211950302124,0.4835377585377585
direct,direct,23,57,0.535683349364801,0.8756060479795159,1.455849289894104,0.4904822029822029
direct,direct,23,58,0.5313631496207849,0.8750890918173985,1.4572826623916626,0.4904822029822029
direct,direct,23,59,0.5263667316937406,0.8766323016939416,1.4574265480041504,0.4904822029822029
direct,direct,23,60,0.5225654709667429,0.884352490104753,1.4508048295974731,0.4904822029822029
direct,direct,23,61,0.5183823285127466,0.8808666513247966,1.447802186012268,0.4974266474266474
direct,direct,23,62,0.513857326901513,0.8827185031766485,1.4516799449920654,0.4904822029822029
direct,direct,23,63,0.5105934698076954,0.8777772638604092,1.446041464805603,0.4974266474266474
direct,direct,23,64,0.5058166833014168,0.8766916559199625,1.4438374042510986,0.4974266474266474
direct,direct,23,65,0.5021578426410327,0.8798967841250908,1.445892333984375,0.5043710918710919
direct,direct,23,66,0.4980161096676286,0.8843210672792127,1.4450900554656982,0.4974266474266474
direct,direct,23,67,0.4949224985712777,0.8857900843732297,1.445713996887207,0.4904822029822029
direct,direct,23,68,0.4909370543624365,0.8852731282111125,1.4485692977905271,0.4904822029822029
direct,direct,23,69,0.4869888357164117,0.8885815663662485,1.4486329555511477,0.4904822029822029
direct,direct,23,70,0.4837551232356828,0.8867297145143967,1.4447486400604248,0.4904822029822029
direct,direct,23,71,0.480033244815833,0.8869790022636846,1.4419692754745483,0.4904822029822029
direct,direct,23,72,0.4772743786879127,0.8887151133747957,1.440975308418274,0.4904822029822029
direct,direct,23,73,0.4740129582032484,0.8901841304688127,1.4397071599960327,0.4904822029822029
direct,direct,23,74,0.4702829677553882,0.8885815663662485,1.439254641532898,0.4974266474266474
direct,direct,23,75,0.4677844981626061,0.8901841304688127,1.4421393871307373,0.4974266474266474
direct,direct,23,76,0.4644010065447237,0.8935228056824879,1.4446618556976318,0.4974266474266474
direct,direct,23,77,0.4611445241663829,0.8951567926105924,1.4493045806884766,0.4974266474266474
direct,direct,23,78,0.4584668046328369,0.8935542285080286,1.447468638420105,0.4974266474266474
direct,direct,23,79,0.4550664061215576,0.8951567926105924,1.4450422525405884,0.4974266474266474
direct,direct,23,80,0.4523394853646086,0.8994789515817078,1.4433311223983765,0.4974266474266474
direct,direct,23,81,0.4499502050691956,0.899448714523169,1.4466538429260254,0.4904822029822029
direct,direct,23,82,0.4469494521104941,0.8959628757432125,1.4444715976715088,0.4904822029822029
direct,direct,23,83,0.4440130934042282,0.8978147275950644,1.4421557188034058,0.4904822029822029
direct,direct,23,84,0.4418018460273742,0.8979078103046843,1.451063632965088,0.4890933140933141
direct,direct,23,85,0.4392428283744753,0.9026550284952988,1.4525238275527954,0.4904822029822029
direct,direct,23,86,0.4358942657452647,0.9026550284952988,1.4434903860092163,0.4904822029822029
direct,direct,23,87,0.4335493965013507,0.9023743179204704,1.4389640092849731,0.5093314093314093
direct,direct,23,88,0.4309274792773793,0.9058601567004266,1.4349652528762815,0.5093314093314093
direct,direct,23,89,0.4284042848367084,0.9058601567004266,1.4363930225372314,0.5093314093314093
direct,direct,23,90,0.4260278965848243,0.9074627208029908,1.44190776348114,0.5093314093314093
direct,direct,23,91,0.4235943830772439,0.9074627208029908,1.445759654045105,0.4855218855218855
direct,direct,23,92,0.4209901266274476,0.9058601567004266,1.4424368143081665,0.5093314093314093
direct,direct,23,93,0.4185587075922042,0.9042575925978628,1.4420255422592163,0.5093314093314093
direct,direct,23,94,0.4162047463829874,0.9074627208029908,1.4437026977539062,0.5093314093314093
direct,direct,23,95,0.4142838782677346,0.9106084947820984,1.4452964067459106,0.5093314093314093
direct,direct,23,96,0.4116785336484597,0.9106084947820984,1.4413589239120483,0.5093314093314093
direct,direct,23,97,0.4097272952226681,0.9106376119495802,1.4436514377593994,0.4974266474266474
direct,direct,23,98,0.4076964941369482,0.909035047847016,1.4478580951690674,0.4974266474266474
direct,direct,23,99,0.4053139724029731,0.90740336657697,1.4505867958068848,0.4974266474266474
direct,direct,23,100,0.4032769737165684,0.909005930679534,1.447554111480713,0.4974266474266474
direct,direct,37,1,3.1999008031802414,0.0869850194787092,2.9551117420196533,0.0597943722943722
direct,direct,37,2,2.706251672951572,0.1276624938123363,2.659517288208008,0.0773809523809523
direct,direct,37,3,2.4587808233940662,0.1224294119491585,2.4852294921875,0.0982142857142857
direct,direct,37,4,2.270920202366866,0.1884045360067372,2.3418164253234863,0.1449735449735449
direct,direct,37,5,2.102854170200131,0.2736392203766417,2.2185864448547363,0.1963624338624338
direct,direct,37,6,1.9465482472963052,0.3698423404194769,2.119169950485229,0.2645863395863396
direct,direct,37,7,1.810484627848443,0.4433149295707101,2.0390350818634038,0.293025493025493
direct,direct,37,8,1.6895558756107718,0.507572436529845,1.973578095436096,0.3228234728234728
direct,direct,37,9,1.5864426677280368,0.5646226474807695,1.9147788286209104,0.3681938431938432
direct,direct,37,10,1.4954432261379984,0.606230855834261,1.8561882972717283,0.3745069745069745
direct,direct,37,11,1.417221897850759,0.6260048025731092,1.80457866191864,0.3745069745069745
direct,direct,37,12,1.3476371742566973,0.6491886482793391,1.7593783140182495,0.4124699374699374
direct,direct,37,13,1.288293859634465,0.6591127262957698,1.7212165594100952,0.4598605098605098
