architecture,seed,sample_index,label,length,routing_disagreement_rate,mean_abs_bin_error,within1_bin_accuracy
gru64_progress,11,0,8,57,0.9473684210526315,1.631578947368421,0.3508771929824561
gru64_progress,11,1,1,102,0.6372549019607843,0.7549019607843137,0.8921568627450981
gru64_progress,11,2,11,70,0.8714285714285714,1.957142857142857,0.45714285714285713
gru64_progress,11,3,4,114,0.6754385964912281,0.9298245614035088,0.7894736842105263
gru64_progress,11,4,5,109,0.5871559633027523,0.6055045871559633,0.9908256880733946
gru64_progress,11,5,2,72,0.8611111111111112,1.1944444444444444,0.6805555555555556
gru64_progress,11,6,7,93,0.7096774193548387,0.956989247311828,0.7634408602150538
gru64_progress,11,7,3,95,0.5894736842105263,0.7157894736842105,0.8842105263157894
gru64_progress,11,8,6,102,0.2647058823529412,0.29411764705882354,0.9803921568627451
gru64_progress,11,9,0,109,0.3211009174311927,0.3486238532110092,0.981651376146789
gru64_progress,11,10,9,108,0.3611111111111111,0.3888888888888889,0.9814814814814815
gru64_progress,11,11,0,104,0.47115384615384615,0.5,0.9807692307692307
gru64_progress,11,12,5,114,0.6666666666666666,0.7719298245614035,0.9035087719298246
gru64_progress,11,13,6,102,0.19607843137254902,0.22549019607843138,0.9803921568627451
gru64_progress,11,14,4,115,0.7130434782608696,1.2260869565217392,0.591304347826087
gru64_progress,11,15,3,95,0.49473684210526314,0.5473684210526316,0.9578947368421052
gru64_progress,11,16,8,58,0.8448275862068966,1.6896551724137931,0.5517241379310345
gru64_progress,11,17,7,91,0.6923076923076923,0.7912087912087912,0.9120879120879121
gru64_progress,11,18,1,119,0.6470588235294118,0.8067226890756303,0.8487394957983193
gru64_progress,11,19,11,86,0.4883720930232558,0.5930232558139535,0.9069767441860465
gru64_progress,11,20,9,103,0.4077669902912621,0.46601941747572817,0.9514563106796117
gru64_progress,11,21,2,70,0.9428571428571428,1.6857142857142857,0.34285714285714286
gru64_progress,11,22,10,61,0.8852459016393442,1.459016393442623,0.47540983606557374
gru64_progress,11,23,9,108,0.4166666666666667,0.46296296296296297,0.9629629629629629
gru64_progress,11,24,11,94,0.6063829787234043,0.6595744680851063,0.9574468085106383
gru64_progress,11,25,2,76,0.5789473684210527,0.7236842105263158,0.868421052631579
gru64_progress,11,26,0,119,0.5966386554621849,0.6638655462184874,0.9411764705882353
gru64_progress,11,27,10,77,0.2987012987012987,0.33766233766233766,0.974025974025974
gru64_progress,11,28,6,110,0.6818181818181818,0.9454545454545454,0.7454545454545455
gru64_progress,11,29,1,126,0.7380952380952381,0.9761904761904762,0.8015873015873016
gru64_progress,11,30,7,98,0.7244897959183674,0.826530612244898,0.9081632653061225
gru64_progress,11,31,5,113,0.8230088495575221,2.106194690265487,0.39823008849557523
gru64_progress,11,32,4,125,0.728,1.488,0.56
gru64_progress,11,33,8,46,0.9565217391304348,2.4565217391304346,0.2608695652173913
