architecture,seed,sample_index,label,length,routing_disagreement_rate,mean_abs_bin_error,within1_bin_accuracy
rsnn64_progress,71,0,8,57,0.8245614035087719,1.0350877192982457,0.8070175438596491
rsnn64_progress,71,1,1,102,0.6568627450980392,1.0588235294117647,0.7450980392156863
rsnn64_progress,71,2,11,70,0.6,0.8142857142857143,0.8
rsnn64_progress,71,3,4,114,0.7982456140350878,1.3771929824561404,0.5789473684210527
rsnn64_progress,71,4,5,109,0.7981651376146789,1.7431192660550459,0.45871559633027525
rsnn64_progress,71,5,2,72,0.6527777777777778,1.1666666666666667,0.6527777777777778
rsnn64_progress,71,6,7,93,0.8387096774193549,1.4408602150537635,0.5591397849462365
rsnn64_progress,71,7,3,95,0.8210526315789474,1.5578947368421052,0.5157894736842106
rsnn64_progress,71,8,6,102,0.5980392156862745,0.8823529411764706,0.7647058823529411
rsnn64_progress,71,9,0,109,0.7431192660550459,1.18348623853211,0.6238532110091743
rsnn64_progress,71,10,9,108,0.7592592592592593,1.1481481481481481,0.7222222222222222
rsnn64_progress,71,11,0,104,0.5673076923076923,1.0576923076923077,0.75
rsnn64_progress,71,12,5,114,0.8245614035087719,1.7105263157894737,0.47368421052631576
rsnn64_progress,71,13,6,102,0.7352941176470589,1.3333333333333333,0.5784313725490197
rsnn64_progress,71,14,4,115,0.8608695652173913,1.9130434782608696,0.43478260869565216
rsnn64_progress,71,15,3,95,0.7578947368421053,1.2736842105263158,0.6105263157894737
rsnn64_progress,71,16,8,58,0.8448275862068966,1.5517241379310345,0.5
rsnn64_progress,71,17,7,91,0.7142857142857143,1.2527472527472527,0.6043956043956044
rsnn64_progress,71,18,1,119,0.8319327731092437,1.2521008403361344,0.6974789915966386
rsnn64_progress,71,19,11,86,0.7790697674418605,1.5232558139534884,0.5116279069767442
rsnn64_progress,71,20,9,103,0.8349514563106796,1.3009708737864079,0.6601941747572816
rsnn64_progress,71,21,2,70,0.5285714285714286,0.7285714285714285,0.8428571428571429
rsnn64_progress,71,22,10,61,0.8524590163934426,1.5573770491803278,0.45901639344262296
rsnn64_progress,71,23,9,108,0.8240740740740741,1.4074074074074074,0.5648148148148148
rsnn64_progress,71,24,11,94,0.8191489361702128,1.4787234042553192,0.5106382978723404
rsnn64_progress,71,25,2,76,0.7631578947368421,1.5921052631578947,0.5
rsnn64_progress,71,26,0,119,0.7226890756302521,1.504201680672269,0.6470588235294118
rsnn64_progress,71,27,10,77,0.7662337662337663,1.1688311688311688,0.7012987012987013
rsnn64_progress,71,28,6,110,0.6636363636363637,0.9727272727272728,0.7909090909090909
rsnn64_progress,71,29,1,126,0.8968253968253969,1.9206349206349207,0.3492063492063492
rsnn64_progress,71,30,7,98,0.6530612244897959,1.1224489795918366,0.6938775510204082
rsnn64_progress,71,31,5,113,0.9026548672566371,2.1150442477876106,0.30973451327433627
rsnn64_progress,71,32,4,125,0.888,1.88,0.416
rsnn64_progress,71,33,8,46,0.9565217391304348,2.217391304347826,0.15217391304347827
rsnn64_progress,71,34,1,77,0.6753246753246753,1.0129870129870129,0.7662337662337663
rsnn64_progress,71,35,11,58,0.9482758620689655,1.9310344827586208,0.3275862068965517
rsnn64_progress,71,36,4,88,0.7045454545454546,1.1022727272727273,0.7045454545454546
rsnn64_progress,71,37,5,112,0.8928571428571429,1.4196428571428572,0.5982142857142857
rsnn64_progress,71,38,2,60,0.9666666666666667,2.0166666666666666,0.25
rsnn64_progress,71,39,7,49,1.0,1.9183673469387754,0.3877551020408163
rsnn64_progress,71,40,3,83,0.6144578313253012,1.0120481927710843,0.7228915662650602
rsnn64_progress,71,41,6,87,0.6091954022988506,0.9195402298850575,0.7931034482758621
rsnn64_progress,71,42,0,84,0.8095238095238095,1.9047619047619047,0.47619047619047616
