architecture,seed,sample_index,label,length,routing_disagreement_rate,mean_abs_bin_error,within1_bin_accuracy
gru64_progress,53,0,8,57,0.8947368421052632,1.736842105263158,0.5087719298245614
gru64_progress,53,1,1,102,0.696078431372549,0.7647058823529411,0.9411764705882353
gru64_progress,53,2,11,70,0.8285714285714286,1.2857142857142858,0.5571428571428572
gru64_progress,53,3,4,114,0.5263157894736842,0.6140350877192983,0.9210526315789473
gru64_progress,53,4,5,109,0.5412844036697247,0.5688073394495413,0.981651376146789
gru64_progress,53,5,2,72,0.7916666666666666,1.0972222222222223,0.7083333333333334
gru64_progress,53,6,7,93,0.34408602150537637,0.3978494623655914,0.956989247311828
gru64_progress,53,7,3,95,0.6421052631578947,0.7157894736842105,0.9368421052631579
gru64_progress,53,8,6,102,0.7450980392156863,0.7843137254901961,0.9705882352941176
gru64_progress,53,9,0,109,0.6330275229357798,0.8807339449541285,0.7706422018348624
gru64_progress,53,10,9,108,0.3888888888888889,0.4074074074074074,0.9907407407407407
gru64_progress,53,11,0,104,0.4519230769230769,0.47115384615384615,0.9903846153846154
gru64_progress,53,12,5,114,0.6754385964912281,0.9736842105263158,0.7105263157894737
gru64_progress,53,13,6,102,0.43137254901960786,0.45098039215686275,0.9901960784313726
gru64_progress,53,14,4,115,0.8,1.6347826086956523,0.3565217391304348
gru64_progress,53,15,3,95,0.4105263157894737,0.43157894736842106,0.9894736842105263
gru64_progress,53,16,8,58,0.8275862068965517,1.3275862068965518,0.5862068965517241
gru64_progress,53,17,7,91,0.6923076923076923,0.945054945054945,0.7582417582417582
gru64_progress,53,18,1,119,0.8067226890756303,1.3949579831932772,0.4957983193277311
gru64_progress,53,19,11,86,0.5930232558139535,0.7674418604651163,0.8372093023255814
gru64_progress,53,20,9,103,0.18446601941747573,0.20388349514563106,0.9902912621359223
gru64_progress,53,21,2,70,0.9285714285714286,1.6857142857142857,0.34285714285714286
gru64_progress,53,22,10,61,0.7540983606557377,1.3278688524590163,0.4918032786885246
gru64_progress,53,23,9,108,0.4537037037037037,0.6296296296296297,0.8611111111111112
gru64_progress,53,24,11,94,0.8191489361702128,2.2127659574468086,0.32978723404255317
gru64_progress,53,25,2,76,0.4868421052631579,0.5131578947368421,0.9868421052631579
gru64_progress,53,26,0,119,0.680672268907563,1.184873949579832,0.6638655462184874
gru64_progress,53,27,10,77,0.45454545454545453,0.4805194805194805,0.987012987012987
gru64_progress,53,28,6,110,0.6727272727272727,0.8181818181818182,0.8636363636363636
gru64_progress,53,29,1,126,0.5317460317460317,0.6190476190476191,0.9206349206349206
gru64_progress,53,30,7,98,0.3979591836734694,0.4387755102040816,0.9693877551020408
gru64_progress,53,31,5,113,0.8141592920353983,2.0,0.37168141592920356
gru64_progress,53,32,4,125,0.816,1.6,0.496
gru64_progress,53,33,8,46,0.9347826086956522,2.5652173913043477,0.34782608695652173
gru64_progress,53,34,1,77,0.5974025974025974,0.6883116883116883,0.922077922077922
gru64_progress,53,35,11,58,0.8793103448275862,2.0517241379310347,0.43103448275862066
gru64_progress,53,36,4,88,0.4772727272727273,0.5,0.9886363636363636
gru64_progress,53,37,5,112,0.44642857142857145,0.4642857142857143,0.9910714285714286
gru64_progress,53,38,2,60,0.9,2.25,0.3
gru64_progress,53,39,7,49,0.9387755102040817,2.6530612244897958,0.32653061224489793
gru64_progress,53,40,3,83,0.5542168674698795,0.6385542168674698,0.927710843373494
gru64_progress,53,41,6,87,0.5747126436781609,0.735632183908046,0.8505747126436781
gru64_progress,53,42,0,84,0.40476190476190477,0.42857142857142855,0.9880952380952381
gru64_progress,53,43,9,71,0.647887323943662,0.8732394366197183,0.7887323943661971
gru64_progress,53,44,5,113,0.40707964601769914,0.4424778761061947,0.9734513274336283
gru64_progress,53,45,8,52,0.9038461538461539,1.7307692307692308,0.36538461538461536
gru64_progress,53,46,3,78,0.717948717948718,0.8589743589743589,0.8717948717948718
gru64_progress,53,47,4,94,0.30851063829787234,0.32978723404255317,0.9893617021276596
gru64_progress,53,48,6,87,0.5517241379310345,0.6781609195402298,0.8850574712643678
gru64_progress,53,49,1,102,0.49019607843137253,0.5882352941176471,0.9117647058823529
gru64_progress,53,50,10,55,0.7818181818181819,0.9272727272727272,0.8727272727272727
gru64_progress,53,51,0,131,0.7480916030534351,1.1297709923664123,0.6564885496183206
gru64_progress,53,52,9,80,0.5875,0.875,0.725
gru64_progress,53,53,7,62,0.8548387096774194,1.3064516129032258,0.5645161290322581
gru64_progress,53,54,6,75,0.5733333333333334,0.84,0.7466666666666667
gru64_progress,53,55,4,94,0.20212765957446807,0.22340425531914893,0.9893617021276596
gru64_progress,53,56,3,79,0.45569620253164556,0.5316455696202531,0.9367088607594937
gru64_progress,53,57,8,57,0.8947368421052632,1.6842105263157894,0.45614035087719296
gru64_progress,53,58,7,50,0.88,1.36,0.68
gru64_progress,53,59,1,124,0.7903225806451613,1.096774193548387,0.7016129032258065
