architecture,seed,sample_index,label,length,routing_disagreement_rate,mean_abs_bin_error,within1_bin_accuracy
rsnn64_progress,37,0,8,57,0.7192982456140351,0.9473684210526315,0.7894736842105263
rsnn64_progress,37,1,1,102,0.5784313725490197,0.8823529411764706,0.803921568627451
rsnn64_progress,37,2,11,70,0.7142857142857143,1.2428571428571429,0.6857142857142857
rsnn64_progress,37,3,4,114,0.6666666666666666,1.131578947368421,0.6842105263157895
rsnn64_progress,37,4,5,109,0.7247706422018348,1.2201834862385321,0.6330275229357798
rsnn64_progress,37,5,2,72,0.7222222222222222,1.1805555555555556,0.7222222222222222
rsnn64_progress,37,6,7,93,0.9032258064516129,1.946236559139785,0.4731182795698925
rsnn64_progress,37,7,3,95,0.7684210526315789,0.968421052631579,0.8421052631578947
rsnn64_progress,37,8,6,102,0.7156862745098039,1.0098039215686274,0.7549019607843137
rsnn64_progress,37,9,0,109,0.8532110091743119,1.1376146788990826,0.7522935779816514
rsnn64_progress,37,10,9,108,0.5648148148148148,0.9444444444444444,0.7314814814814815
rsnn64_progress,37,11,0,104,0.5865384615384616,0.8653846153846154,0.8173076923076923
rsnn64_progress,37,12,5,114,0.7719298245614035,1.412280701754386,0.5263157894736842
rsnn64_progress,37,13,6,102,0.7450980392156863,1.0588235294117647,0.7745098039215687
rsnn64_progress,37,14,4,115,0.7043478260869566,1.0869565217391304,0.7130434782608696
rsnn64_progress,37,15,3,95,0.6526315789473685,0.9578947368421052,0.8
rsnn64_progress,37,16,8,58,0.7241379310344828,1.1551724137931034,0.6724137931034483
rsnn64_progress,37,17,7,91,0.6923076923076923,1.010989010989011,0.7912087912087912
rsnn64_progress,37,18,1,119,0.8151260504201681,1.5126050420168067,0.5378151260504201
rsnn64_progress,37,19,11,86,0.7325581395348837,1.0348837209302326,0.8023255813953488
rsnn64_progress,37,20,9,103,0.7572815533980582,1.6116504854368932,0.46601941747572817
rsnn64_progress,37,21,2,70,0.8857142857142857,1.4285714285714286,0.5142857142857142
rsnn64_progress,37,22,10,61,0.7540983606557377,1.2295081967213115,0.6065573770491803
rsnn64_progress,37,23,9,108,0.6203703703703703,1.1111111111111112,0.6481481481481481
rsnn64_progress,37,24,11,94,0.8617021276595744,1.3297872340425532,0.6276595744680851
rsnn64_progress,37,25,2,76,0.7631578947368421,1.4473684210526316,0.4868421052631579
rsnn64_progress,37,26,0,119,0.7983193277310925,1.6134453781512605,0.47058823529411764
rsnn64_progress,37,27,10,77,0.6363636363636364,0.987012987012987,0.7532467532467533
rsnn64_progress,37,28,6,110,0.7909090909090909,1.4545454545454546,0.5636363636363636
rsnn64_progress,37,29,1,126,0.8492063492063492,1.2857142857142858,0.6746031746031746
rsnn64_progress,37,30,7,98,0.5612244897959183,0.8673469387755102,0.7959183673469388
rsnn64_progress,37,31,5,113,0.9469026548672567,1.8141592920353982,0.3805309734513274
rsnn64_progress,37,32,4,125,0.664,1.416,0.544
rsnn64_progress,37,33,8,46,0.9782608695652174,2.608695652173913,0.10869565217391304
rsnn64_progress,37,34,1,77,0.8571428571428571,1.7012987012987013,0.4155844155844156
rsnn64_progress,37,35,11,58,0.896551724137931,1.9137931034482758,0.3793103448275862
rsnn64_progress,37,36,4,88,0.7272727272727273,1.3295454545454546,0.5681818181818182
rsnn64_progress,37,37,5,112,0.7053571428571429,1.1785714285714286,0.6875
rsnn64_progress,37,38,2,60,0.9666666666666667,2.6333333333333333,0.18333333333333332
rsnn64_progress,37,39,7,49,0.8775510204081632,1.7346938775510203,0.40816326530612246
rsnn64_progress,37,40,3,83,0.7710843373493976,1.3614457831325302,0.5542168674698795
rsnn64_progress,37,41,6,87,0.5057471264367817,0.7471264367816092,0.8620689655172413
rsnn64_progress,37,42,0,84,0.9047619047619048,1.75,0.36904761904761907
rsnn64_progress,37,43,9,71,0.704225352112676,1.1690140845070423,0.7183098591549296
rsnn64_progress,37,44,5,113,0.7168141592920354,1.238938053097345,0.5929203539823009
rsnn64_progress,37,45,8,52,0.8846153846153846,1.4807692307692308,0.5576923076923077
rsnn64_progress,37,46,3,78,0.8846153846153846,1.435897435897436,0.5769230769230769
rsnn64_progress,37,47,4,94,0.7340425531914894,1.3191489361702127,0.6063829787234043
rsnn64_progress,37,48,6,87,0.5402298850574713,0.8275862068965517,0.8160919540229885
rsnn64_progress,37,49,1,102,0.8725490196078431,1.8725490196078431,0.4411764705882353
rsnn64_progress,37,50,10,55,0.8545454545454545,1.6727272727272726,0.509090909090909
rsnn64_progress,37,51,0,131,0.8778625954198473,1.816793893129771,0.4122137404580153
rsnn64_progress,37,52,9,80,0.825,1.425,0.5875
rsnn64_progress,37,53,7,62,1.0,2.435483870967742,0.12903225806451613
rsnn64_progress,37,54,6,75,0.8533333333333334,1.3733333333333333,0.5866666666666667
rsnn64_progress,37,55,4,94,0.6808510638297872,1.1914893617021276,0.6914893617021277
rsnn64_progress,37,56,3,79,0.6708860759493671,0.9620253164556962,0.810126582278481
rsnn64_progress,37,57,8,57,0.9122807017543859,1.7543859649122806,0.2982456140350877
rsnn64_progress,37,58,7,50,0.94,2.6,0.24
rsnn64_progress,37,59,1,124,0.8225806451612904,1.7096774193548387,0.3709677419354839
rsnn64_progress,37,60,11,62,0.7258064516129032,1.3870967741935485,0.5
rsnn64_progress,37,61,9,86,0.7906976744186046,1.2674418604651163,0.6744186046511628
rsnn64_progress,37,62,2,54,0.8518518518518519,1.7037037037037037,0.3888888888888889
rsnn64_progress,37,63,10,54,0.9814814814814815,2.2777777777777777,0.14814814814814814
rsnn64_progress,37,64,8,54,0.9629629629629629,2.3333333333333335,0.2037037037037037
rsnn64_progress,37,65,1,81,0.8024691358024691,1.7777777777777777,0.3950617283950617
rsnn64_progress,37,66,11,68,0.7058823529411765,1.2205882352941178,0.6176470588235294
rsnn64_progress,37,67,4,83,0.6746987951807228,1.5542168674698795,0.5903614457831325
rsnn64_progress,37,68,5,74,0.7972972972972973,1.9594594594594594,0.43243243243243246
rsnn64_progress,37,69,2,57,0.9649122807017544,3.0526315789473686,0.21052631578947367
rsnn64_progress,37,70,7,48,0.9791666666666666,2.2291666666666665,0.25
rsnn64_progress,37,71,3,68,0.9558823529411765,1.8970588235294117,0.3088235294117647
rsnn64_progress,37,72,6,76,0.868421052631579,1.8421052631578947,0.42105263157894735
rsnn64_progress,37,73,0,72,0.7916666666666666,1.2916666666666667,0.6111111111111112
rsnn64_progress,37,74,9,65,0.6461538461538462,0.9538461538461539,0.8
rsnn64_progress,37,75,8,67,0.8656716417910447,1.3582089552238805,0.6119402985074627
rsnn64_progress,37,76,1,122,0.6147540983606558,0.7950819672131147,0.860655737704918
rsnn64_progress,37,77,11,81,0.7407407407407407,1.2469135802469136,0.6666666666666666
rsnn64_progress,37,78,4,121,0.7272727272727273,1.0743801652892562,0.768595041322314
rsnn64_progress,37,79,5,119,0.8571428571428571,1.4621848739495797,0.5042016806722689
rsnn64_progress,37,80,2,75,0.7466666666666667,1.24,0.6266666666666667
rsnn64_progress,37,81,7,95,0.5052631578947369,0.8421052631578947,0.7684210526315789
