architecture,seed,sample_index,label,length,routing_disagreement_rate,mean_abs_bin_error,within1_bin_accuracy
rsnn64_progress,23,0,8,57,0.6491228070175439,1.0526315789473684,0.7543859649122807
rsnn64_progress,23,1,1,102,0.7352941176470589,1.088235294117647,0.7549019607843137
rsnn64_progress,23,2,11,70,0.7857142857142857,1.2,0.6714285714285714
rsnn64_progress,23,3,4,114,0.7017543859649122,1.3771929824561404,0.5701754385964912
rsnn64_progress,23,4,5,109,0.7614678899082569,0.9908256880733946,0.7798165137614679
rsnn64_progress,23,5,2,72,0.8333333333333334,1.3055555555555556,0.625
rsnn64_progress,23,6,7,93,0.8064516129032258,1.3333333333333333,0.5806451612903226
rsnn64_progress,23,7,3,95,0.5894736842105263,0.8210526315789474,0.8105263157894737
rsnn64_progress,23,8,6,102,0.45098039215686275,0.5588235294117647,0.9411764705882353
rsnn64_progress,23,9,0,109,0.6697247706422018,0.7706422018348624,0.908256880733945
rsnn64_progress,23,10,9,108,0.9166666666666666,1.4907407407407407,0.5370370370370371
rsnn64_progress,23,11,0,104,0.6538461538461539,1.0,0.75
rsnn64_progress,23,12,5,114,0.8157894736842105,1.4473684210526316,0.5789473684210527
rsnn64_progress,23,13,6,102,0.5,0.696078431372549,0.8921568627450981
rsnn64_progress,23,14,4,115,0.7913043478260869,1.391304347826087,0.5826086956521739
rsnn64_progress,23,15,3,95,0.631578947368421,0.9789473684210527,0.7578947368421053
rsnn64_progress,23,16,8,58,0.9310344827586207,2.0,0.27586206896551724
rsnn64_progress,23,17,7,91,0.7692307692307693,1.6043956043956045,0.5164835164835165
rsnn64_progress,23,18,1,119,0.8739495798319328,1.5378151260504203,0.46218487394957986
rsnn64_progress,23,19,11,86,0.8023255813953488,1.3953488372093024,0.5465116279069767
rsnn64_progress,23,20,9,103,0.7281553398058253,1.0485436893203883,0.7864077669902912
rsnn64_progress,23,21,2,70,0.8428571428571429,1.6428571428571428,0.37142857142857144
rsnn64_progress,23,22,10,61,0.7704918032786885,1.098360655737705,0.7213114754098361
rsnn64_progress,23,23,9,108,0.7037037037037037,1.3148148148148149,0.5925925925925926
rsnn64_progress,23,24,11,94,0.7659574468085106,1.2872340425531914,0.5957446808510638
rsnn64_progress,23,25,2,76,0.8026315789473685,1.4078947368421053,0.5657894736842105
rsnn64_progress,23,26,0,119,0.7394957983193278,1.3697478991596639,0.5882352941176471
rsnn64_progress,23,27,10,77,0.7532467532467533,1.3506493506493507,0.5454545454545454
rsnn64_progress,23,28,6,110,0.7818181818181819,1.709090909090909,0.5181818181818182
rsnn64_progress,23,29,1,126,0.6507936507936508,1.2380952380952381,0.6428571428571429
rsnn64_progress,23,30,7,98,0.8061224489795918,1.7244897959183674,0.4489795918367347
rsnn64_progress,23,31,5,113,0.8761061946902655,1.584070796460177,0.45132743362831856
rsnn64_progress,23,32,4,125,0.68,1.168,0.72
rsnn64_progress,23,33,8,46,0.9782608695652174,2.5869565217391304,0.13043478260869565
rsnn64_progress,23,34,1,77,0.7792207792207793,1.2597402597402598,0.6623376623376623
rsnn64_progress,23,35,11,58,0.9137931034482759,1.6206896551724137,0.5
rsnn64_progress,23,36,4,88,0.8522727272727273,1.4772727272727273,0.5568181818181818
rsnn64_progress,23,37,5,112,0.7142857142857143,1.0178571428571428,0.8035714285714286
rsnn64_progress,23,38,2,60,0.9833333333333333,2.183333333333333,0.2833333333333333
rsnn64_progress,23,39,7,49,0.8979591836734694,2.3877551020408165,0.20408163265306123
rsnn64_progress,23,40,3,83,0.5421686746987951,0.8433734939759037,0.8072289156626506
rsnn64_progress,23,41,6,87,0.735632183908046,1.264367816091954,0.5977011494252874
rsnn64_progress,23,42,0,84,0.7023809523809523,1.0714285714285714,0.75
rsnn64_progress,23,43,9,71,0.7746478873239436,1.647887323943662,0.43661971830985913
rsnn64_progress,23,44,5,113,0.7079646017699115,1.3716814159292035,0.5575221238938053
rsnn64_progress,23,45,8,52,0.9230769230769231,1.9615384615384615,0.28846153846153844
rsnn64_progress,23,46,3,78,0.9615384615384616,2.0128205128205128,0.3076923076923077
rsnn64_progress,23,47,4,94,0.776595744680851,1.0851063829787233,0.776595744680851
rsnn64_progress,23,48,6,87,0.7011494252873564,1.1379310344827587,0.6666666666666666
rsnn64_progress,23,49,1,102,0.7843137254901961,1.2941176470588236,0.6078431372549019
rsnn64_progress,23,50,10,55,0.9818181818181818,2.036363636363636,0.2909090909090909
rsnn64_progress,23,51,0,131,0.8854961832061069,1.6946564885496183,0.42748091603053434
rsnn64_progress,23,52,9,80,0.625,0.9125,0.8125
rsnn64_progress,23,53,7,62,0.7258064516129032,1.1935483870967742,0.6451612903225806
rsnn64_progress,23,54,6,75,0.84,1.36,0.6
rsnn64_progress,23,55,4,94,0.7659574468085106,1.3617021276595744,0.648936170212766
rsnn64_progress,23,56,3,79,0.4936708860759494,0.7088607594936709,0.8227848101265823
rsnn64_progress,23,57,8,57,0.9122807017543859,2.1578947368421053,0.19298245614035087
rsnn64_progress,23,58,7,50,0.86,2.26,0.38
rsnn64_progress,23,59,1,124,0.782258064516129,1.3548387096774193,0.5483870967741935
rsnn64_progress,23,60,11,62,1.0,2.2419354838709675,0.3709677419354839
rsnn64_progress,23,61,9,86,0.7209302325581395,1.2325581395348837,0.627906976744186
rsnn64_progress,23,62,2,54,0.8703703703703703,1.537037037037037,0.5185185185185185
rsnn64_progress,23,63,10,54,0.9814814814814815,2.111111111111111,0.2777777777777778
rsnn64_progress,23,64,8,54,0.9629629629629629,2.111111111111111,0.25925925925925924
rsnn64_progress,23,65,1,81,0.7037037037037037,1.4074074074074074,0.49382716049382713
rsnn64_progress,23,66,11,68,0.8676470588235294,1.3235294117647058,0.6470588235294118
rsnn64_progress,23,67,4,83,0.7228915662650602,1.3012048192771084,0.6024096385542169
rsnn64_progress,23,68,5,74,0.7702702702702703,1.1891891891891893,0.6891891891891891
rsnn64_progress,23,69,2,57,0.9298245614035088,2.8947368421052633,0.10526315789473684
