architecture,seed,sample_index,label,length,routing_disagreement_rate,mean_abs_bin_error,within1_bin_accuracy
rsnn64_progress,11,0,8,57,0.7543859649122807,1.0350877192982457,0.7719298245614035
rsnn64_progress,11,1,1,102,0.696078431372549,0.8921568627450981,0.803921568627451
rsnn64_progress,11,2,11,70,0.8142857142857143,1.1857142857142857,0.6428571428571429
rsnn64_progress,11,3,4,114,0.7368421052631579,1.0701754385964912,0.6842105263157895
rsnn64_progress,11,4,5,109,0.8440366972477065,1.4128440366972477,0.5504587155963303
rsnn64_progress,11,5,2,72,0.7083333333333334,1.0694444444444444,0.6527777777777778
rsnn64_progress,11,6,7,93,0.8064516129032258,1.3978494623655915,0.5591397849462365
rsnn64_progress,11,7,3,95,0.49473684210526314,0.6105263157894737,0.8842105263157894
rsnn64_progress,11,8,6,102,0.5882352941176471,0.7843137254901961,0.803921568627451
rsnn64_progress,11,9,0,109,0.6697247706422018,0.8348623853211009,0.8348623853211009
rsnn64_progress,11,10,9,108,0.6203703703703703,0.7407407407407407,0.8796296296296297
rsnn64_progress,11,11,0,104,0.5288461538461539,0.6923076923076923,0.8365384615384616
rsnn64_progress,11,12,5,114,0.6842105263157895,1.1403508771929824,0.6929824561403509
rsnn64_progress,11,13,6,102,0.35294117647058826,0.47058823529411764,0.8823529411764706
rsnn64_progress,11,14,4,115,0.8782608695652174,1.791304347826087,0.391304347826087
rsnn64_progress,11,15,3,95,0.6526315789473685,0.7894736842105263,0.8631578947368421
rsnn64_progress,11,16,8,58,0.7068965517241379,0.8793103448275862,0.8275862068965517
rsnn64_progress,11,17,7,91,0.7912087912087912,1.4945054945054945,0.5604395604395604
rsnn64_progress,11,18,1,119,0.7394957983193278,0.957983193277311,0.7983193277310925
rsnn64_progress,11,19,11,86,0.8023255813953488,1.0348837209302326,0.7790697674418605
rsnn64_progress,11,20,9,103,0.9223300970873787,1.6116504854368932,0.6019417475728155
rsnn64_progress,11,21,2,70,0.8857142857142857,2.0,0.4857142857142857
rsnn64_progress,11,22,10,61,0.7377049180327869,1.1147540983606556,0.6885245901639344
rsnn64_progress,11,23,9,108,0.75,1.4814814814814814,0.6018518518518519
rsnn64_progress,11,24,11,94,0.6702127659574468,1.1382978723404256,0.6382978723404256
rsnn64_progress,11,25,2,76,0.8157894736842105,1.368421052631579,0.618421052631579
rsnn64_progress,11,26,0,119,0.7310924369747899,0.9915966386554622,0.773109243697479
rsnn64_progress,11,27,10,77,0.6363636363636364,0.7402597402597403,0.8961038961038961
rsnn64_progress,11,28,6,110,0.7454545454545455,1.2636363636363637,0.6272727272727273
rsnn64_progress,11,29,1,126,0.7698412698412699,1.4682539682539681,0.5873015873015873
rsnn64_progress,11,30,7,98,0.7244897959183674,1.183673469387755,0.6326530612244898
rsnn64_progress,11,31,5,113,0.8849557522123894,1.761061946902655,0.4247787610619469
rsnn64_progress,11,32,4,125,0.816,1.48,0.52
rsnn64_progress,11,33,8,46,0.9130434782608695,2.3043478260869565,0.21739130434782608
rsnn64_progress,11,34,1,77,0.6883116883116883,0.8831168831168831,0.8051948051948052
rsnn64_progress,11,35,11,58,0.9655172413793104,2.0689655172413794,0.22413793103448276
rsnn64_progress,11,36,4,88,0.8181818181818182,1.5227272727272727,0.5340909090909091
rsnn64_progress,11,37,5,112,0.7321428571428571,1.0178571428571428,0.7410714285714286
rsnn64_progress,11,38,2,60,1.0,3.5166666666666666,0.18333333333333332
rsnn64_progress,11,39,7,49,0.8979591836734694,1.9795918367346939,0.3673469387755102
rsnn64_progress,11,40,3,83,0.5903614457831325,0.7469879518072289,0.8433734939759037
rsnn64_progress,11,41,6,87,0.7126436781609196,0.9885057471264368,0.7241379310344828
rsnn64_progress,11,42,0,84,0.7142857142857143,1.0238095238095237,0.7261904761904762
rsnn64_progress,11,43,9,71,0.8309859154929577,1.0704225352112675,0.7746478873239436
rsnn64_progress,11,44,5,113,0.9203539823008849,2.061946902654867,0.34513274336283184
rsnn64_progress,11,45,8,52,0.8846153846153846,1.4230769230769231,0.5384615384615384
rsnn64_progress,11,46,3,78,0.7564102564102564,0.9487179487179487,0.8076923076923077
rsnn64_progress,11,47,4,94,0.8085106382978723,1.3085106382978724,0.5638297872340425
rsnn64_progress,11,48,6,87,0.8850574712643678,1.4367816091954022,0.5287356321839081
rsnn64_progress,11,49,1,102,0.6666666666666666,0.7941176470588235,0.8725490196078431
rsnn64_progress,11,50,10,55,0.7818181818181819,1.2545454545454546,0.5636363636363636
rsnn64_progress,11,51,0,131,0.8396946564885496,1.381679389312977,0.5725190839694656
rsnn64_progress,11,52,9,80,0.5375,0.6625,0.875
rsnn64_progress,11,53,7,62,0.9032258064516129,2.064516129032258,0.3387096774193548
rsnn64_progress,11,54,6,75,0.8133333333333334,1.2266666666666666,0.6533333333333333
rsnn64_progress,11,55,4,94,0.8297872340425532,1.872340425531915,0.5425531914893617
