architecture,seed,sample_index,label,length,routing_disagreement_rate,mean_abs_bin_error,within1_bin_accuracy
gru64_progress,37,0,8,57,0.7894736842105263,1.1228070175438596,0.6842105263157895
gru64_progress,37,1,1,102,0.47058823529411764,0.49019607843137253,0.9901960784313726
gru64_progress,37,2,11,70,0.3142857142857143,0.34285714285714286,0.9857142857142858
gru64_progress,37,3,4,114,0.6929824561403509,1.0087719298245614,0.6929824561403509
gru64_progress,37,4,5,109,0.7614678899082569,1.5045871559633028,0.5137614678899083
gru64_progress,37,5,2,72,0.2916666666666667,0.3194444444444444,0.9861111111111112
gru64_progress,37,6,7,93,0.6236559139784946,0.8387096774193549,0.7956989247311828
gru64_progress,37,7,3,95,0.4105263157894737,0.43157894736842106,0.9894736842105263
gru64_progress,37,8,6,102,0.4019607843137255,0.4215686274509804,0.9901960784313726
gru64_progress,37,9,0,109,0.6330275229357798,0.908256880733945,0.7614678899082569
gru64_progress,37,10,9,108,0.5092592592592593,0.5370370370370371,0.9814814814814815
gru64_progress,37,11,0,104,0.6057692307692307,0.6923076923076923,0.9230769230769231
gru64_progress,37,12,5,114,0.7543859649122807,1.368421052631579,0.5964912280701754
gru64_progress,37,13,6,102,0.5784313725490197,0.6176470588235294,0.9705882352941176
gru64_progress,37,14,4,115,0.6956521739130435,1.1478260869565218,0.6434782608695652
gru64_progress,37,15,3,95,0.6,0.7157894736842105,0.8947368421052632
gru64_progress,37,16,8,58,0.7413793103448276,1.1379310344827587,0.6551724137931034
gru64_progress,37,17,7,91,0.4065934065934066,0.42857142857142855,0.989010989010989
gru64_progress,37,18,1,119,0.7815126050420168,1.084033613445378,0.7058823529411765
gru64_progress,37,19,11,86,0.5581395348837209,0.8837209302325582,0.7441860465116279
gru64_progress,37,20,9,103,0.39805825242718446,0.42718446601941745,0.9805825242718447
gru64_progress,37,21,2,70,0.5714285714285714,0.6142857142857143,0.9714285714285714
gru64_progress,37,22,10,61,0.819672131147541,1.1967213114754098,0.6557377049180327
gru64_progress,37,23,9,108,0.5925925925925926,0.6574074074074074,0.9444444444444444
gru64_progress,37,24,11,94,0.7553191489361702,1.0638297872340425,0.7340425531914894
gru64_progress,37,25,2,76,0.2236842105263158,0.25,0.9868421052631579
gru64_progress,37,26,0,119,0.6890756302521008,1.2100840336134453,0.6386554621848739
gru64_progress,37,27,10,77,0.3246753246753247,0.35064935064935066,0.987012987012987
gru64_progress,37,28,6,110,0.6727272727272727,1.1454545454545455,0.6454545454545455
gru64_progress,37,29,1,126,0.3412698412698413,0.35714285714285715,0.9920634920634921
gru64_progress,37,30,7,98,0.2755102040816326,0.29591836734693877,0.9897959183673469
gru64_progress,37,31,5,113,0.8230088495575221,2.0442477876106193,0.3805309734513274
gru64_progress,37,32,4,125,0.632,1.104,0.656
gru64_progress,37,33,8,46,0.9347826086956522,2.282608695652174,0.2826086956521739
gru64_progress,37,34,1,77,0.35064935064935066,0.37662337662337664,0.987012987012987
gru64_progress,37,35,11,58,0.8448275862068966,1.3103448275862069,0.5517241379310345
gru64_progress,37,36,4,88,0.6477272727272727,0.8636363636363636,0.7954545454545454
gru64_progress,37,37,5,112,0.5267857142857143,0.5535714285714286,0.9821428571428571
gru64_progress,37,38,2,60,0.9,1.5666666666666667,0.5166666666666667
gru64_progress,37,39,7,49,0.8979591836734694,1.1428571428571428,0.7755102040816326
gru64_progress,37,40,3,83,0.5783132530120482,0.8554216867469879,0.7349397590361446
gru64_progress,37,41,6,87,0.5632183908045977,0.6436781609195402,0.9310344827586207
gru64_progress,37,42,0,84,0.30952380952380953,0.3333333333333333,0.9880952380952381
gru64_progress,37,43,9,71,0.5915492957746479,0.647887323943662,0.9577464788732394
gru64_progress,37,44,5,113,0.5929203539823009,0.6194690265486725,0.9823008849557522
gru64_progress,37,45,8,52,0.8846153846153846,1.3653846153846154,0.5769230769230769
gru64_progress,37,46,3,78,0.717948717948718,1.2435897435897436,0.6153846153846154
gru64_progress,37,47,4,94,0.24468085106382978,0.26595744680851063,0.9893617021276596
gru64_progress,37,48,6,87,0.5977011494252874,0.632183908045977,0.9770114942528736
gru64_progress,37,49,1,102,0.46078431372549017,0.5,0.9705882352941176
gru64_progress,37,50,10,55,0.9090909090909091,1.2363636363636363,0.6909090909090909
gru64_progress,37,51,0,131,0.7786259541984732,1.3206106870229009,0.5190839694656488
gru64_progress,37,52,9,80,0.6375,0.6875,0.9625
gru64_progress,37,53,7,62,0.8548387096774194,1.6451612903225807,0.41935483870967744
gru64_progress,37,54,6,75,0.48,0.68,0.8666666666666667
gru64_progress,37,55,4,94,0.4148936170212766,0.43617021276595747,0.9893617021276596
gru64_progress,37,56,3,79,0.3924050632911392,0.4177215189873418,0.9873417721518988
