architecture,seed,sample_index,label,length,routing_disagreement_rate,mean_abs_bin_error,within1_bin_accuracy
gru64_progress,23,72,6,76,0.42105263157894735,0.4473684210526316,0.9868421052631579
gru64_progress,23,73,0,72,0.7777777777777778,1.1805555555555556,0.625
gru64_progress,23,74,9,65,0.8,1.2461538461538462,0.6
gru64_progress,23,75,8,67,0.43283582089552236,0.5074626865671642,0.9402985074626866
gru64_progress,23,76,1,122,0.5327868852459017,0.5983606557377049,0.9426229508196722
gru64_progress,23,77,11,81,0.7407407407407407,1.271604938271605,0.6172839506172839
gru64_progress,23,78,4,121,0.7851239669421488,1.0578512396694215,0.743801652892562
gru64_progress,23,79,5,119,0.6386554621848739,0.7815126050420168,0.865546218487395
gru64_progress,23,80,2,75,0.64,0.8,0.8533333333333334
gru64_progress,23,81,7,95,0.6526315789473685,0.9473684210526315,0.7157894736842105
gru64_progress,23,82,3,93,0.41935483870967744,0.44086021505376344,0.989247311827957
gru64_progress,23,83,6,103,0.5631067961165048,0.6213592233009708,0.9514563106796117
gru64_progress,23,84,0,90,0.45555555555555555,0.5,0.9666666666666667
gru64_progress,23,85,9,91,0.6483516483516484,0.8241758241758241,0.8351648351648352
gru64_progress,23,86,6,83,0.7228915662650602,0.7590361445783133,0.9759036144578314
gru64_progress,23,87,4,93,0.24731182795698925,0.26881720430107525,0.989247311827957
gru64_progress,23,88,3,83,0.4578313253012048,0.4819277108433735,0.9879518072289156
gru64_progress,23,89,8,59,0.8983050847457628,1.423728813559322,0.576271186440678
gru64_progress,23,90,7,86,0.5232558139534884,0.6976744186046512,0.8372093023255814
gru64_progress,23,91,1,103,0.33980582524271846,0.3786407766990291,0.970873786407767
gru64_progress,23,92,11,72,0.4722222222222222,0.5,0.9861111111111112
gru64_progress,23,93,9,82,0.35365853658536583,0.3780487804878049,0.9878048780487805
gru64_progress,23,94,2,63,0.8412698412698413,2.111111111111111,0.3968253968253968
gru64_progress,23,95,10,57,0.8947368421052632,2.192982456140351,0.38596491228070173
gru64_progress,23,96,9,100,0.69,0.89,0.81
gru64_progress,23,97,2,64,0.8125,1.375,0.609375
gru64_progress,23,98,0,100,0.22,0.24,0.99
gru64_progress,23,99,10,69,0.7971014492753623,1.2608695652173914,0.5797101449275363
gru64_progress,23,100,6,104,0.7211538461538461,1.0769230769230769,0.6634615384615384
gru64_progress,23,101,1,113,0.4336283185840708,0.46017699115044247,0.9823008849557522
gru64_progress,23,102,7,90,0.3,0.32222222222222224,0.9888888888888889
gru64_progress,23,103,5,104,0.49038461538461536,0.5192307692307693,0.9807692307692307
gru64_progress,23,104,4,106,0.7924528301886793,1.028301886792453,0.7735849056603774
gru64_progress,23,105,1,99,0.24242424242424243,0.26262626262626265,0.98989898989899
gru64_progress,23,106,11,59,0.8983050847457628,2.0677966101694913,0.4576271186440678
gru64_progress,23,107,4,93,0.3548387096774194,0.3763440860215054,0.989247311827957
gru64_progress,23,108,2,56,0.8928571428571429,1.2142857142857142,0.6964285714285714
gru64_progress,23,109,7,48,0.9375,2.2708333333333335,0.3333333333333333
gru64_progress,23,110,3,70,0.6142857142857143,0.6428571428571429,0.9857142857142858
gru64_progress,23,111,6,88,0.4090909090909091,0.4318181818181818,0.9886363636363636
gru64_progress,23,112,0,81,0.30864197530864196,0.3333333333333333,0.9876543209876543
gru64_progress,23,113,9,76,0.4473684210526316,0.47368421052631576,0.9868421052631579
gru64_progress,23,114,6,76,0.2894736842105263,0.3157894736842105,0.9868421052631579
gru64_progress,23,115,4,83,0.6265060240963856,0.6987951807228916,0.9397590361445783
gru64_progress,23,116,3,66,0.5454545454545454,0.6060606060606061,0.9545454545454546
gru64_progress,23,117,8,46,0.9347826086956522,2.3260869565217392,0.30434782608695654
gru64_progress,23,118,7,44,0.9318181818181818,2.75,0.2727272727272727
gru64_progress,23,119,1,87,0.4482758620689655,0.47126436781609193,0.9885057471264368
gru64_progress,23,120,11,55,0.8909090909090909,1.4363636363636363,0.5636363636363636
gru64_progress,23,121,9,92,0.25,0.2717391304347826,0.9891304347826086
gru64_progress,23,122,2,53,0.8113207547169812,1.0754716981132075,0.7547169811320755
gru64_progress,23,123,10,53,0.9056603773584906,1.6603773584905661,0.4716981132075472
gru64_progress,23,124,8,56,0.8928571428571429,1.8571428571428572,0.39285714285714285
gru64_progress,23,125,1,83,0.6867469879518072,0.9518072289156626,0.7469879518072289
gru64_progress,23,126,11,65,0.8461538461538461,1.676923076923077,0.4307692307692308
gru64_progress,23,127,4,82,0.3048780487804878,0.32926829268292684,0.9878048780487805
gru64_progress,23,128,5,81,0.20987654320987653,0.2345679012345679,0.9876543209876543
gru64_progress,23,129,2,55,0.9090909090909091,2.1272727272727274,0.32727272727272727
gru64_progress,23,130,7,94,0.40425531914893614,0.425531914893617,0.9893617021276596
gru64_progress,23,131,3,79,0.35443037974683544,0.46835443037974683,0.8987341772151899
gru64_progress,23,132,6,86,0.5232558139534884,0.627906976744186,0.9069767441860465
gru64_progress,23,133,0,88,0.48863636363636365,0.5227272727272727,0.9772727272727273
gru64_progress,23,134,9,83,0.6626506024096386,0.9759036144578314,0.6987951807228916
gru64_progress,23,135,2,59,0.8983050847457628,1.7796610169491525,0.4406779661016949
gru64_progress,23,136,5,94,0.5957446808510638,0.723404255319149,0.8829787234042553
gru64_progress,23,137,8,61,0.7868852459016393,1.3114754098360655,0.6229508196721312
gru64_progress,23,138,3,72,0.6111111111111112,0.8194444444444444,0.8055555555555556
gru64_progress,23,139,4,91,0.2967032967032967,0.31868131868131866,0.989010989010989
gru64_progress,23,140,6,86,0.5697674418604651,0.7209302325581395,0.8604651162790697
gru64_progress,23,141,1,89,0.20224719101123595,0.2247191011235955,0.9887640449438202
gru64_progress,23,142,10,57,0.8947368421052632,1.9473684210526316,0.3684210526315789
gru64_progress,23,143,0,88,0.38636363636363635,0.4090909090909091,0.9886363636363636
gru64_progress,23,144,9,79,0.43037974683544306,0.45569620253164556,0.9873417721518988
gru64_progress,23,145,7,86,0.3488372093023256,0.37209302325581395,0.9883720930232558
