,id,seed,method,tmCompress,nwSize,subjSplit,epoch,TrSpk,VaSpk,TeSpk,TrAcc,VaAcc,TeAcc,TrBalAcc,VaBalAcc,TeBalAcc,TrAUCMa,VaAUCMa,TeAUCMa,TrAUCMi,VaAUCMi,TeAUCMi,TrAUCWe,VaAUCWe,TeAUCWe,TrF1Ma,VaF1Ma,TeF1Ma,TrF1Mi,VaF1Mi,TeF1Mi,TrF1We,VaF1We,TeF1We,TrKappa,VaKappa,TeKappa,TrPhi,VaPhi,TePhi
0,rcl5ylan,9,"SynNetRP,xylo,Realworld",1,"(80, 80, 80)","(10, 2, 2)",0,24006.533653846152,21490.57638888889,20981.602941176472,0.12293956043956043,0.125,0.12867647058823528,0.12293956043956043,0.125,0.12867647058823528,0.5454714535856608,0.5445395171957672,0.5421481092436975,0.5379965648558662,0.5456331983024691,0.5446940265076619,0.5454714535856608,0.5445395171957672,0.5421481092436975,0.033900210622189335,0.027777777777777776,0.03501170960187354,0.12293956043956043,0.125,0.12867647058823528,0.03390021062218933,0.027777777777777776,0.03501170960187354,-0.0023547880690737433,0.0,0.004201680672268893,-0.009406017977672976,0.0,0.0459194132638536
1,rcl5ylan,9,"SynNetRP,xylo,Realworld",1,"(80, 80, 80)","(10, 2, 2)",1,22486.807005494506,26350.631944444445,26139.91911764706,0.1620879120879121,0.21875,0.1875,0.1620879120879121,0.21875,0.1875,0.5839904061793779,0.6020309744268078,0.5892934379634207,0.5553669342578537,0.5541845789241622,0.5485220742708847,0.5839904061793779,0.6020309744268078,0.5892934379634207,0.07208110516934046,0.1135646541753412,0.08990102142276056,0.1620879120879121,0.21875,0.1875,0.07208110516934045,0.1135646541753412,0.08990102142276056,0.042386185243328045,0.1071428571428571,0.0714285714285714,0.09450023329773893,0.12516341521134772,0.09184058551591602
2,rcl5ylan,9,"SynNetRP,xylo,Realworld",1,"(80, 80, 80)","(10, 2, 2)",2,29316.13118131868,35964.45486111111,35448.25367647059,0.18337912087912087,0.15625,0.1801470588235294,0.1833791208791209,0.15625,0.18014705882352944,0.5712482425345455,0.6018794091710759,0.6236560800790905,0.5554747542243863,0.5875806051587301,0.5893571583044982,0.5712482425345455,0.6018794091710759,0.6236560800790905,0.08948444993238096,0.09306870455126269,0.10728422486413354,0.18337912087912087,0.15625,0.1801470588235294,0.08948444993238096,0.09306870455126269,0.10728422486413355,0.06671899529042391,0.0357142857142857,0.06302521008403361,0.09387866154296638,0.04555969324896794,0.08457417794812452
3,rcl5ylan,9,"SynNetRP,xylo,Realworld",1,"(80, 80, 80)","(10, 2, 2)",3,34798.19711538462,38747.02777777778,37320.87132352941,0.1875,0.2361111111111111,0.26838235294117646,0.1875,0.2361111111111111,0.26838235294117646,0.5880530625183293,0.6809551366843034,0.6669086752347998,0.5748274274048166,0.6428416418650793,0.6330654504448839,0.5880530625183293,0.6809551366843034,0.6669086752347998,0.12606736564512375,0.13326816552623005,0.17508471229867476,0.1875,0.2361111111111111,0.26838235294117646,0.12606736564512377,0.13326816552623003,0.17508471229867476,0.0714285714285714,0.12698412698412698,0.16386554621848737,0.08281778864839945,0.15310873341891035,0.18821427169643748
4,rcl5ylan,9,"SynNetRP,xylo,Realworld",1,"(80, 80, 80)","(10, 2, 2)",4,40676.255494505494,44994.61111111111,43110.375,0.26717032967032966,0.2847222222222222,0.25735294117647056,0.26717032967032966,0.2847222222222222,0.25735294117647056,0.7124737997481325,0.7301449514991183,0.7607745304003954,0.6741712620434902,0.6575357211750441,0.673974874876421,0.7124737997481325,0.7301449514991183,0.7607745304003954,0.18488392102766601,0.21353984999423647,0.1955812806855508,0.26717032967032966,0.2847222222222222,0.25735294117647056,0.18488392102766601,0.21353984999423647,0.1955812806855508,0.16248037676609106,0.18253968253968256,0.1512605042016807,0.19448845266779988,0.20443939662042618,0.16945961888452313
5,rcl5ylan,9,"SynNetRP,xylo,Realworld",1,"(80, 80, 80)","(10, 2, 2)",5,45690.63804945055,49190.02777777778,47285.63970588235,0.30975274725274726,0.2951388888888889,0.21323529411764705,0.30975274725274726,0.2951388888888889,0.21323529411764708,0.7223840719719841,0.7221533289241622,0.7526106030647552,0.6841792798057516,0.6843722442680775,0.6981963281636183,0.722384071971984,0.7221533289241622,0.7526106030647552,0.23915120453949937,0.1868111455108359,0.14538692057748714,0.30975274725274726,0.2951388888888889,0.21323529411764705,0.2391512045394994,0.1868111455108359,0.14538692057748714,0.21114599686028257,0.19444444444444442,0.10084033613445376,0.2346404474837251,0.23364878670944855,0.11752991488989616
6,rcl5ylan,9,"SynNetRP,xylo,Realworld",1,"(80, 80, 80)","(10, 2, 2)",6,48381.81456043956,51736.305555555555,50317.37132352941,0.3008241758241758,0.2222222222222222,0.20220588235294118,0.30082417582417587,0.22222222222222224,0.20220588235294118,0.7559449234046958,0.7295180224867724,0.7915920044488384,0.7107963906188003,0.6921795772707231,0.7239905153237766,0.7559449234046957,0.7295180224867726,0.7915920044488383,0.24084090254275403,0.15347901002506265,0.1559864085532658,0.3008241758241758,0.2222222222222222,0.20220588235294118,0.240840902542754,0.15347901002506265,0.1559864085532658,0.2009419152276295,0.11111111111111116,0.08823529411764708,0.21729820790971424,0.12789422041234658,0.09665931095136855
7,rcl5ylan,9,"SynNetRP,xylo,Realworld",1,"(80, 80, 80)","(10, 2, 2)",7,50693.193681318684,51926.32638888889,49163.856617647056,0.2891483516483517,0.2222222222222222,0.23529411764705882,0.2891483516483516,0.22222222222222224,0.23529411764705882,0.7669773319302362,0.7688905423280423,0.7787398047454276,0.7554275560340367,0.7403807732583775,0.7480729424122591,0.766977331930236,0.7688905423280423,0.7787398047454277,0.2557905739587285,0.1494150072258373,0.18561762070950655,0.2891483516483517,0.2222222222222222,0.23529411764705882,0.2557905739587285,0.1494150072258373,0.18561762070950655,0.1875981161695447,0.11111111111111116,0.12605042016806722,0.19450819458839688,0.12609990281585565,0.1397527321877691
8,rcl5ylan,9,"SynNetRP,xylo,Realworld",1,"(80, 80, 80)","(10, 2, 2)",8,50732.93543956044,51219.305555555555,49952.38970588235,0.27129120879120877,0.2708333333333333,0.25735294117647056,0.2712912087912088,0.27083333333333337,0.25735294117647056,0.773671604102334,0.7715015983245149,0.7672238012852199,0.7568147272909588,0.7469953910383598,0.7486444945625309,0.773671604102334,0.771501598324515,0.7672238012852199,0.2215352382357698,0.2319774192327723,0.21049632925236106,0.27129120879120877,0.2708333333333333,0.25735294117647056,0.22153523823576982,0.2319774192327723,0.2104963292523611,0.16718995290423866,0.16666666666666663,0.1512605042016807,0.18199493669081507,0.17462183480085938,0.16150481820548426
9,rcl5ylan,9,"SynNetRP,xylo,Realworld",1,"(80, 80, 80)","(10, 2, 2)",9,50308.41071428572,51874.32986111111,49098.94852941176,0.31524725274725274,0.3020833333333333,0.23529411764705882,0.31524725274725274,0.3020833333333333,0.23529411764705882,0.7798847296737799,0.7822076168430336,0.8193354547701434,0.7586883350656408,0.7468136849647266,0.7657041676964903,0.7798847296737799,0.7822076168430336,0.8193354547701432,0.2738838549998028,0.2446666697665102,0.18456238891852755,0.31524725274725274,0.3020833333333333,0.23529411764705882,0.2738838549998028,0.2446666697665102,0.18456238891852753,0.21742543171114603,0.20238095238095233,0.12605042016806722,0.22579511874544186,0.22290942196334046,0.13577858024087097
