epoch,train_total_loss,val_total_loss,train_wholecount_ce,val_wholecount_ce,train_hce_loss,val_hce_loss,train_cg_loss,val_cg_loss,train_orig_margin,val_orig_margin,train_rev_margin,val_rev_margin,train_mid_gain,val_mid_gain,train_long_gain,val_long_gain,train_accuracy,val_accuracy,train_ba,val_ba
1,2.4732847550239496,2.472503662109375,2.4732847550239496,2.472503662109375,0.0,0.0,0.0,0.0,,,,,,,,,0.09982788296041308,0.10317460317460317,0.09935698161165235,0.11507936507936507
2,2.455960488770792,2.448347330093384,2.455960488770792,2.448347330093384,0.0,0.0,0.0,0.0,,,,,,,,,0.10499139414802065,0.10317460317460317,0.10281499636891793,0.11011904761904762
3,2.4421958689435215,2.4156486988067627,2.4421958689435215,2.4156486988067627,0.0,0.0,0.0,0.0,,,,,,,,,0.10154905335628227,0.12698412698412698,0.09867329339143065,0.11607142857142855
4,2.425980997167643,2.4040422439575195,2.425980997167643,2.4040422439575195,0.0,0.0,0.0,0.0,,,,,,,,,0.11015490533562823,0.12698412698412698,0.10652065263561748,0.11607142857142855
5,2.412444834044386,2.3948421478271484,2.412444834044386,2.3948421478271484,0.0,0.0,0.0,0.0,,,,,,,,,0.12564543889845095,0.15873015873015872,0.11894530768282156,0.14384920634920634
6,2.39900859374803,2.376594066619873,2.39900859374803,2.376594066619873,0.0,0.0,0.0,0.0,,,,,,,,,0.1342512908777969,0.15079365079365079,0.12734808546059936,0.1369047619047619
7,2.3791211349008003,2.3602793216705322,2.3791211349008003,2.3602793216705322,0.0,0.0,0.0,0.0,,,,,,,,,0.1514629948364888,0.14285714285714285,0.14482371267864239,0.125
8,2.3470451232693486,2.340116500854492,2.3470451232693486,2.340116500854492,0.0,0.0,0.0,0.0,,,,,,,,,0.1703958691910499,0.16666666666666666,0.16083824043244133,0.15079365079365079
9,2.3139596194695686,2.321432590484619,2.3139596194695686,2.321432590484619,0.0,0.0,0.0,0.0,,,,,,,,,0.17900172117039587,0.16666666666666666,0.1699537965887855,0.15079365079365079
10,2.2862768226564443,2.3215696811676025,2.2862768226564443,2.3215696811676025,0.0,0.0,0.0,0.0,,,,,,,,,0.18072289156626506,0.12698412698412698,0.17228701516622347,0.11607142857142856
