epoch,train_total_loss,val_total_loss,train_wholecount_ce,val_wholecount_ce,train_hce_loss,val_hce_loss,train_cg_loss,val_cg_loss,train_orig_margin,val_orig_margin,train_rev_margin,val_rev_margin,train_mid_gain,val_mid_gain,train_long_gain,val_long_gain,train_accuracy,val_accuracy,train_ba,val_ba
1,3.9784189078976078,3.8919639587402344,2.476565453764083,2.478128433227539,0.0,0.0,1.5018534016075724,1.4138356447219849,,,,,-0.11330353021621704,-0.06752810627222061,-0.11140117943286895,0.013631722889840603,0.08605851979345955,0.11904761904761904,0.08440872453104233,0.1388888888888889
2,3.9008378555770586,3.8458099365234375,2.473396450229848,2.4747719764709473,0.0,0.0,1.4274414053472102,1.3710379600524902,,,,,-0.06449813768267632,-0.04558296501636505,-0.015510138869285584,0.0781412422657013,0.09294320137693632,0.11904761904761904,0.09121005809731302,0.1388888888888889
3,3.850455172911363,3.826061487197876,2.47624641892832,2.4796571731567383,0.0,0.0,1.374208753983043,1.3464043140411377,,,,,-0.034874008223414424,-0.029756702482700348,0.06334604993462563,0.11294546723365784,0.08089500860585198,0.06349206349206349,0.07935244275907427,0.08035714285714286
4,3.809155741575047,3.811925172805786,2.47869403514107,2.4839305877685547,0.0,0.0,1.330461746854339,1.3279945850372314,,,,,-0.0005088672041893005,-0.015103651210665703,0.12022172659635544,0.1364084780216217,0.08433734939759036,0.06349206349206349,0.0833636026710851,0.09166666666666667
5,3.7485152004918216,3.7791287899017334,2.475980342562966,2.4863057136535645,0.0,0.0,1.2725348316658796,1.292823076248169,,,,,0.06203561201691628,0.0239807590842247,0.17928423136472701,0.17035196721553802,0.0963855421686747,0.05555555555555555,0.0949525488983961,0.08333333333333333
6,3.6479545136121794,3.709756851196289,2.4747413493269694,2.485187292098999,0.0,0.0,1.173213190548186,1.22456955909729,,,,,0.1743186891078949,0.10037758946418762,0.2852023959159851,0.23994947969913483,0.09466437177280551,0.07936507936507936,0.09285493563656716,0.10833333333333334
7,3.4955646125872244,3.5990633964538574,2.478466850960316,2.4921185970306396,0.0,0.0,1.0170977474695229,1.1069447994232178,,,,,0.35656884908676145,0.2329465001821518,0.478474897146225,0.37406763434410095,0.11187607573149742,0.06349206349206349,0.10733599063718376,0.07956349206349206
8,3.2804830837578045,3.417813539505005,2.4863269173134626,2.497234582901001,0.0,0.0,0.7941561795758298,0.9205789566040039,,,,,0.6649334788322449,0.4708055257797241,0.7969349980354309,0.605961799621582,0.09982788296041308,0.09523809523809523,0.09401851364369862,0.10376984126984128
9,3.0194676131676887,3.1631920337677,2.4906392015401346,2.4930989742279053,0.0,0.0,0.5288284257849399,0.6700930595397949,,,,,1.2000507354736327,0.8953402638435364,1.2353050708770752,0.947729766368866,0.0963855421686747,0.09523809523809523,0.09041512121700801,0.09523809523809523
10,2.786666114235909,2.8939855098724365,2.4986846881971507,2.4872992038726807,0.0,0.0,0.28798145938042724,0.4066862463951111,,,,,2.014663243293762,1.5759363174438477,1.8185762882232666,1.4086992740631104,0.10327022375215146,0.10317460317460317,0.09679441263953843,0.09999999999999999
11,2.6393136091773974,2.691249132156372,2.5031467255544744,2.4810497760772705,0.0,0.0,0.13616692983960532,0.2101992666721344,,,,,2.981667184829712,2.4136803150177,2.547790193557739,2.020606517791748,0.11359724612736662,0.12698412698412698,0.10595511028687128,0.12222222222222223
12,2.5567543440964875,2.575960159301758,2.4958531048129635,2.473222494125366,0.0,0.0,0.060901261122316995,0.10273773968219757,,,,,3.872654104232788,3.20491886138916,3.42561731338501,2.7333383560180664,0.11703958691910499,0.11904761904761904,0.10937269302442258,0.1152777777777778
13,2.4990294488489937,2.5019500255584717,2.468942144446447,2.4484033584594727,0.0,0.0,0.03008730004889419,0.05354677140712738,,,,,4.612044858932495,3.882361888885498,4.2420578956604,3.3899686336517334,0.12392426850258176,0.12698412698412698,0.11578364376713435,0.11944444444444445
14,2.451580922082451,2.447951555252075,2.4335151395781316,2.4156079292297363,0.0,0.0,0.018065735287387277,0.032343633472919464,,,,,5.2230143547058105,4.425792694091797,4.822221851348877,3.8795337677001953,0.13080895008605853,0.1349206349206349,0.12181637370316616,0.13134920634920635
15,2.418008329946285,2.422217607498169,2.405198390635689,2.3992786407470703,0.0,0.0,0.0128099453762148,0.022939084097743034,,,,,5.686884021759033,4.828656196594238,5.189013385772705,4.193968296051025,0.12908777969018934,0.1349206349206349,0.12020975559497572,0.12718253968253967
16,2.3922403663037772,2.3961985111236572,2.381990784006562,2.3781075477600098,0.0,0.0,0.010249566032732364,0.018090970814228058,,,,,6.013469791412353,5.1274590492248535,5.421678924560547,4.402121543884277,0.14113597246127366,0.18253968253968253,0.13303749171280618,0.17876984126984127
17,2.369966644017914,2.374957323074341,2.3611208177884966,2.3594696521759033,0.0,0.0,0.008845837119960334,0.01548766903579235,,,,,6.241212368011475,5.327568054199219,5.565473222732544,4.537474155426025,0.1686746987951807,0.14285714285714285,0.15818093855829704,0.14265873015873015
18,2.3543271940464408,2.362758159637451,2.3463382848158556,2.348823308944702,0.0,0.0,0.007988865717703705,0.013934766873717308,,,,,6.390615367889405,5.46276330947876,5.666483211517334,4.6305766105651855,0.16006884681583478,0.16666666666666666,0.15065083588668496,0.1599206349206349
19,2.337609501590827,2.3444674015045166,2.330460967787777,2.331923007965088,0.0,0.0,0.007148525078913995,0.012544289231300354,,,,,6.504835319519043,5.565272808074951,5.797601318359375,4.737420082092285,0.19793459552495696,0.1746031746031746,0.18724598631045172,0.18174603174603174
20,2.319615329604551,2.3281822204589844,2.3136885995093395,2.317751884460449,0.0,0.0,0.005926683787160302,0.010430274531245232,,,,,6.561273193359375,5.632449150085449,6.069269371032715,4.979074001312256,0.2289156626506024,0.1984126984126984,0.21834895581357847,0.203968253968254
21,2.312067700745522,2.311457395553589,2.306964755673827,2.302489995956421,0.0,0.0,0.005102929079315261,0.008967427536845207,,,,,6.612148094177246,5.69297456741333,6.299538707733154,5.181554317474365,0.21686746987951808,0.24603174603174602,0.2071028418355462,0.24345238095238095
22,2.289651132081339,2.2871103286743164,2.2851341156458895,2.2790637016296387,0.0,0.0,0.004517054532713893,0.008046723902225494,,,,,6.643021106719971,5.725142478942871,6.49121675491333,5.339007377624512,0.22719449225473323,0.23809523809523808,0.21631626395384254,0.23650793650793653
23,2.2761009424770964,2.2737834453582764,2.2718576371362,2.266108751296997,0.0,0.0,0.00424328192398465,0.007674687076359987,,,,,6.679079055786133,5.76196813583374,6.584877967834473,5.393726825714111,0.23752151462994836,0.21428571428571427,0.22496486901754198,0.21428571428571427
24,2.257532759090299,2.2632861137390137,2.253538292164236,2.2560207843780518,0.0,0.0,0.003994477261779525,0.007265327498316765,,,,,6.701507472991944,5.784462928771973,6.669275283813477,5.471743583679199,0.2685025817555938,0.25396825396825395,0.25471875055994553,0.2503968253968254
25,2.249869040490838,2.248311996459961,2.2461542188608297,2.241544008255005,0.0,0.0,0.003714803451184895,0.006767899729311466,,,,,6.737917041778564,5.826208114624023,6.773417949676514,5.564807415008545,0.25989672977624784,0.2777777777777778,0.24788539930835526,0.2761904761904762
26,2.231468427612121,2.232581853866577,2.2279151401093,2.2261157035827637,0.0,0.0,0.0035532443459977666,0.006466062273830175,,,,,6.792231178283691,5.8849358558654785,6.804365539550782,5.600582599639893,0.270223752151463,0.2777777777777778,0.2562273670017381,0.27896825396825403
27,2.2216364422271258,2.2129054069519043,2.2181501072573373,2.2065818309783936,0.0,0.0,0.003486339415010007,0.006323680281639099,,,,,6.856238746643067,5.953704833984375,6.7964519500732425,5.5892558097839355,0.270223752151463,0.29365079365079366,0.2552455473131574,0.2878968253968254
28,2.2095705071743095,2.204014539718628,2.206270546182708,2.1979448795318604,0.0,0.0,0.003299979658528085,0.006069673225283623,,,,,6.885128688812256,5.984704971313477,6.888599300384522,5.637374401092529,0.2977624784853701,0.2857142857142857,0.2796377376408823,0.27460317460317457
29,2.199145142264703,2.192568778991699,2.196121751338808,2.186974048614502,0.0,0.0,0.0030233941869265216,0.00559477973729372,,,,,6.898717021942138,6.003767490386963,7.033024787902832,5.765671253204346,0.2822719449225473,0.2777777777777778,0.26551872233869084,0.2640873015873016
30,2.188777267419943,2.1863512992858887,2.185910915548748,2.180999755859375,0.0,0.0,0.0028663201968100647,0.005351579282432795,,,,,6.936565017700195,6.047726631164551,7.106638431549072,5.810605049133301,0.29259896729776247,0.2857142857142857,0.2758617225716283,0.2837301587301588
31,2.176009476902973,2.171464204788208,2.173250037913889,2.166260242462158,0.0,0.0,0.002759465283518673,0.005203895270824432,,,,,6.991464424133301,6.107873916625977,7.1402312278747555,5.8139753341674805,0.29948364888123924,0.2857142857142857,0.28413892696518483,0.2823412698412698
32,2.1629684065787598,2.1636745929718018,2.1602630976350294,2.1586222648620605,0.0,0.0,0.0027053620261116122,0.005052392370998859,,,,,7.037519645690918,6.156401634216309,7.14121561050415,5.8296589851379395,0.31497418244406195,0.30158730158730157,0.29721961155854054,0.29484126984126985
33,2.153604527143521,2.160459518432617,2.1509785803993475,2.155571460723877,0.0,0.0,0.0026259395544755426,0.004887960851192474,,,,,7.091388702392578,6.211953639984131,7.148004817962646,5.846908092498779,0.30120481927710846,0.30158730158730157,0.2837924649513625,0.2926587301587302
34,2.1469526020056615,2.1422793865203857,2.1444667206368635,2.1375949382781982,0.0,0.0,0.002485845203506608,0.004684371408075094,,,,,7.128699493408203,6.245183944702148,7.221679306030273,5.896062850952148,0.3132530120481928,0.29365079365079366,0.2954769839989966,0.2892857142857143
35,2.13421448208584,2.1289947032928467,2.1319610994572074,2.1247215270996094,0.0,0.0,0.0022533436551475305,0.004273184575140476,,,,,7.143487739562988,6.264761924743652,7.381770896911621,6.042487144470215,0.3373493975903614,0.30158730158730157,0.31830867069722046,0.2898809523809524
36,2.1251161443181785,2.115227460861206,2.1230223433286106,2.111276626586914,0.0,0.0,0.0020937912697902208,0.003950898069888353,,,,,7.203862285614013,6.330012798309326,7.484581184387207,6.131724834442139,0.33218588640275387,0.30158730158730157,0.3154020158566033,0.2841269841269842
37,2.117516186479447,2.121610164642334,2.115492324205356,2.1177966594696045,0.0,0.0,0.002023884159069598,0.0038134343922138214,,,,,7.291644859313965,6.420046329498291,7.49827995300293,6.124506950378418,0.3373493975903614,0.3333333333333333,0.3186068028243389,0.3259920634920635
38,2.10116556014949,2.1091513633728027,2.0992768208869763,2.1055667400360107,0.0,0.0,0.0018887418164373112,0.003584601916372776,,,,,7.352307415008545,6.489865303039551,7.586110305786133,6.1806230545043945,0.3304647160068847,0.31746031746031744,0.3129340671386546,0.3142857142857143
39,2.0806845510683045,2.0912864208221436,2.0788660307964646,2.0878357887268066,0.0,0.0,0.001818518452474562,0.0034507261589169502,,,,,7.393583202362061,6.53196382522583,7.62532320022583,6.215791702270508,0.33562822719449226,0.31746031746031744,0.3168789815420873,0.3115079365079365
40,2.0642401835594244,2.090904474258423,2.0624472110078584,2.087517738342285,0.0,0.0,0.0017929134883223783,0.0033866912126541138,,,,,7.4641594886779785,6.600417613983154,7.61351432800293,6.199782371520996,0.35111876075731496,0.31746031746031744,0.33482318632984565,0.30793650793650795
41,2.0540427716381577,2.074326992034912,2.052287228341357,2.071007251739502,0.0,0.0,0.0017555509245090455,0.0033198436722159386,,,,,7.506961536407471,6.638143539428711,7.619932651519775,6.207995891571045,0.35972461273666095,0.35714285714285715,0.3403661391584532,0.344047619047619
42,2.0391737216516126,2.0734708309173584,2.0374592563166267,2.0702414512634277,0.0,0.0,0.0017143904609988778,0.003229278139770031,,,,,7.539719867706299,6.675648212432861,7.622796726226807,6.229337215423584,0.3717728055077453,0.3333333333333333,0.3532703401201367,0.319047619047619
43,2.0275872447199337,2.0764756202697754,2.0259154708783518,2.0733306407928467,0.0,0.0,0.0016717664680440498,0.0031450954265892506,,,,,7.573708820343017,6.71375846862793,7.647340297698975,6.248368263244629,0.3769363166953528,0.31746031746031744,0.35973951268138277,0.30297619047619045
44,2.010081193122929,2.059422016143799,2.008521153060992,2.0564682483673096,0.0,0.0,0.001560046904693917,0.002953805262222886,,,,,7.559945106506348,6.707651615142822,7.787345218658447,6.357022285461426,0.37521514629948366,0.3253968253968254,0.35647376147954213,0.31626984126984126
45,1.9999931074050536,2.0369114875793457,1.9985232008508889,2.034118413925171,0.0,0.0,0.001469915279803602,0.0027930401265621185,,,,,7.5232466697692875,6.685288429260254,7.935303592681885,6.472175598144531,0.39759036144578314,0.3253968253968254,0.3771899561845918,0.3134920634920635
46,1.9873025608144816,2.0339930057525635,1.985900802989835,2.0313425064086914,0.0,0.0,0.0014017844893156092,0.0026504737325012684,,,,,7.556537437438965,6.731917858123779,8.000783729553223,6.529315948486328,0.37865748709122204,0.35714285714285715,0.3595318025344847,0.3440476190476191
47,1.980432230305959,2.0216541290283203,1.9790892822607045,2.0191283226013184,0.0,0.0,0.0013429499188700143,0.0025259202811867,,,,,7.622804927825928,6.799030303955078,8.025810718536377,6.562264919281006,0.3838209982788296,0.30952380952380953,0.3674032927959121,0.2924603174603174
48,1.9669992607760143,2.0132200717926025,1.9656875576702124,2.0107362270355225,0.0,0.0,0.0013117023318703006,0.0024839346297085285,,,,,7.638268566131591,6.820969104766846,8.031186580657959,6.574977397918701,0.4010327022375215,0.3253968253968254,0.3837865347988359,0.313961038961039
49,1.950074249003307,2.005894422531128,1.948808908257345,2.003511428833008,0.0,0.0,0.0012653252775015442,0.002382890088483691,,,,,7.650896263122559,6.843939304351807,8.10294485092163,6.631313800811768,0.41824440619621345,0.31746031746031744,0.3979257766510356,0.3113455988455988
