epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,conjunction_firing_fraction,residual_mean_abs_logit
0,0.25606492985033535,0.9349538294842573,2.9940295219421387,0.5130050505050506,0.5079365079365079,0.4855211897221079,0.5812627567816697,0.0
1,1.3746861566159483,0.7830311813285779,5.828452110290527,0.33948412698412705,0.3412698412698413,0.24341962861699704,0.5132238444824861,5.504196247726521
2,1.4861692641565187,0.722078678900348,3.0188043117523193,0.5123737373737374,0.5079365079365079,0.481493435020085,0.26900623299095777,1.7732222622664517
3,0.34574239820293223,0.8931689702166948,3.091417074203491,0.4774891774891776,0.47619047619047616,0.45380038649495247,0.04118725858133614,0.41030221767526454
4,0.25728602835623204,0.9333815024402319,3.0194156169891357,0.5046717171717172,0.5,0.47775676053319355,0.0073955041260644365,0.09933324339528563
5,0.2556524356240455,0.9349538294842573,3.013887405395508,0.5130050505050506,0.5079365079365079,0.4855211897221079,0.0042995841014836274,0.07018229570338334
6,0.2556156408997083,0.9349538294842573,3.014895439147949,0.5130050505050506,0.5079365079365079,0.4855211897221079,0.0040759974980247565,0.07330488275598597
7,0.25546933020659035,0.9349538294842573,3.016244649887085,0.5130050505050506,0.5079365079365079,0.4855211897221079,0.0042563756474409626,0.08133064754425533
8,0.25529580903135357,0.9349538294842573,3.0217413902282715,0.4963383838383839,0.49206349206349204,0.47096681135194,0.005534111359845492,0.11147216514304832
9,0.25494148580937703,0.9349538294842573,3.0236079692840576,0.4963383838383839,0.49206349206349204,0.47096681135194,0.005980598718286366,0.12454574827163939
10,0.2547953080597515,0.9349538294842573,3.0278444290161133,0.4963383838383839,0.49206349206349204,0.47069938554103596,0.006705540558335528,0.14586617202355118
11,0.2545104696192553,0.9349538294842573,3.0251433849334717,0.4963383838383839,0.49206349206349204,0.47069938554103596,0.006419541743481696,0.14523109557136657
12,0.25423204488475226,0.9349538294842573,3.0217626094818115,0.4963383838383839,0.49206349206349204,0.47069938554103596,0.0062775711087700815,0.14789706437045305
13,0.253933739846832,0.9349538294842573,3.023571014404297,0.4963383838383839,0.49206349206349204,0.47069938554103596,0.006745319769993855,0.1656764096053189
14,0.25353498528623336,0.9349538294842573,3.0185229778289795,0.4963383838383839,0.49206349206349204,0.47069938554103596,0.006412683258713019,0.16433776371062747
15,0.25339411258081973,0.9349538294842573,3.0108590126037598,0.4963383838383839,0.49206349206349204,0.47069938554103596,0.00577072908436485,0.15476622404875578
