epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,conjunction_firing_fraction,residual_mean_abs_logit
0,0.22134883945451955,0.921342000197849,3.1435739994049072,0.4717652717652718,0.47619047619047616,0.4670372723090115,0.3361453120884909,0.0
1,0.48877478481980485,0.8468956840903185,3.285701274871826,0.4223244348244348,0.4365079365079365,0.4169206231002525,0.1849520729084365,1.5313704556258267
2,0.3547419418361224,0.8794824000174014,3.1602840423583984,0.45787638287638294,0.4603174603174603,0.4500668313984082,0.03822782240365201,0.33221165086857224
3,0.22597002657370804,0.9213432571108705,3.154505491256714,0.45787638287638294,0.4603174603174603,0.455272344994212,0.004198764375384075,0.05064784155951606
4,0.22044250494744405,0.9245471284029771,3.1470770835876465,0.46482082732082736,0.46825396825396826,0.4611266959572586,0.0007962700816434027,0.01257508015506482
5,0.22082245683300722,0.9229445643004129,3.1458518505096436,0.4717652717652718,0.47619047619047616,0.4670372723090115,0.00048420902466859804,0.009022160181923517
6,0.22060520118567292,0.9245471284029771,3.1498167514801025,0.46482082732082736,0.46825396825396826,0.4611266959572586,0.001017113291194803,0.021020842607689914
7,0.2200977102614516,0.9245471284029771,3.156658411026001,0.45787638287638294,0.4603174603174603,0.455272344994212,0.0020067926433148977,0.04440983767231936
8,0.2197370632790452,0.9245471284029771,3.1667215824127197,0.45787638287638294,0.4603174603174603,0.455272344994212,0.0032598378105521903,0.07671108952275028
9,0.21953897273068584,0.9245471284029771,3.176211357116699,0.45787638287638294,0.4603174603174603,0.455272344994212,0.004150754982003336,0.10296846823717551
10,0.21927417807037367,0.9245471284029771,3.173224687576294,0.45787638287638294,0.4603174603174603,0.455272344994212,0.003978607014309543,0.1000302027142237
11,0.21885446356465196,0.9245471284029771,3.1747307777404785,0.45787638287638294,0.4603174603174603,0.4559833986464421,0.004001925862523044,0.10214546243980448
12,0.21879483095134597,0.9245471284029771,3.1751651763916016,0.45787638287638294,0.4603174603174603,0.4559833986464421,0.003979978711263278,0.10333695991960153
13,0.21852889608290438,0.9245471284029771,3.179706573486328,0.45787638287638294,0.4603174603174603,0.4559833986464421,0.004521113159511895,0.12059761733605118
14,0.2183485886726445,0.9245471284029771,3.17722749710083,0.45787638287638294,0.4603174603174603,0.455272344994212,0.004139781406373453,0.11183321917498554
15,0.21816266734608275,0.9260903382795204,3.1736583709716797,0.45787638287638294,0.4603174603174603,0.455272344994212,0.0037947996225089985,0.1026627676827567
16,0.21787445654967566,0.9260903382795204,3.1781675815582275,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.004150754982003336,0.11603211095093419
17,0.2175991752933512,0.9260903382795204,3.184445858001709,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.00466582718813098,0.13150105148396163
18,0.2172643210796604,0.9260903382795204,3.181288003921509,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.004395602888245106,0.1242156053977038
19,0.21705162761133426,0.9260903382795204,3.179666519165039,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.004180932314985515,0.11904233094876406
20,0.2164702926363264,0.9260903382795204,3.1902434825897217,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.005414773724870512,0.15776901648788855
21,0.2161574769194483,0.9278264493906314,3.1922359466552734,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.00528103327188131,0.15284491846801113
22,0.21554211356553687,0.9278264493906314,3.1955313682556152,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.005591036783425512,0.16518269897138
23,0.21497248428618845,0.9278264493906314,3.192753553390503,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.005055389122991836,0.15138040774713749
24,0.21460365100079273,0.9278264493906314,3.190559148788452,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.004768018611184268,0.146460043690192
25,0.21421752057059087,0.9278264493906314,3.1921045780181885,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.004726181854095338,0.14533641350963128
26,0.21391336894281554,0.9278264493906314,3.1887261867523193,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.004641136642963744,0.14283454733550863
27,0.21328369870448483,0.9278264493906314,3.2001900672912598,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.005429176542884734,0.1733641649680163
28,0.21258159312652022,0.9278264493906314,3.2049245834350586,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.005571147177596348,0.18320644721783028
29,0.21214439498065055,0.9278264493906314,3.1987061500549316,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.005374994513212185,0.17785569851991362
30,0.21173864662031708,0.9278264493906314,3.196183443069458,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.005693914054955666,0.1854037532099971
31,0.2101846541472023,0.9293696592671746,3.20241641998291,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.006395537046791327,0.2142046570147156
32,0.2092409349349608,0.9294931160572982,3.1882054805755615,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.005619156570977087,0.18364979981114624
33,0.20977271672678074,0.9294931160572982,3.1844422817230225,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.005951107233781055,0.19840408002257978
34,0.20806936629873135,0.9294931160572982,3.2108936309814453,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.008066949784917917,0.2814516339983259
35,0.2067632657858878,0.9294931160572982,3.2059736251831055,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.007677387850057063,0.26265209944790635
36,0.2070289969752044,0.9294931160572982,3.186572313308716,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.00716780243174436,0.2348952924132978
37,0.20508760834519915,0.9294931160572982,3.220648765563965,0.4509319384319385,0.4523809523809524,0.4481775878994549,0.00960942300939338,0.3385052756657676
38,0.20226381172821978,0.9326086529778665,3.187354564666748,0.45787638287638294,0.4603174603174603,0.45112047124515153,0.008117702572206127,0.27500528002542163
39,0.20165883627898107,0.9310363259338413,3.1917049884796143,0.4509319384319385,0.4523809523809524,0.44526612028210494,0.008246642085857256,0.2752400554677166
40,0.1989305303039321,0.9326680072038874,3.190551996231079,0.45787638287638294,0.4603174603174603,0.45112047124515153,0.008914658502326398,0.32014965884899965
41,0.1969254380813359,0.9357823583574542,3.1959495544433594,0.45787638287638294,0.4603174603174603,0.4529782990157582,0.010948885084716004,0.39218902587890625
42,0.19426970524960255,0.9390189093881229,3.1923835277557373,0.45787638287638294,0.4603174603174603,0.45046153473428796,0.010862468176630674,0.35322691902281744
43,0.19286405024553124,0.9374163452855587,3.180434226989746,0.46482082732082736,0.46825396825396826,0.4570310475969043,0.011202649021157054,0.36769515749007936
44,0.1881183204008667,0.9390189093881229,3.212562084197998,0.4509319384319385,0.4523809523809524,0.443072416713721,0.013363071723290317,0.4433513015666336
45,0.18501024050782347,0.9390189093881229,3.1680727005004883,0.46482082732082736,0.46825396825396826,0.4550021823503832,0.013878143929417962,0.45290588701843587
46,0.18097829282694142,0.9443952534741444,3.2111661434173584,0.45787638287638294,0.4603174603174603,0.4528017801323427,0.014537244315687824,0.46777351823433366
47,0.17806310287441116,0.9486557525611804,3.1943228244781494,0.45787638287638294,0.4603174603174603,0.4528017801323427,0.014058522078834167,0.4661782885354663
48,0.173512377345008,0.9486557525611804,3.1946940422058105,0.46482082732082736,0.46825396825396826,0.4554802131656351,0.017187362830304625,0.5808040881283069
49,0.17038432217608632,0.9486557525611804,3.2506847381591797,0.45787638287638294,0.4603174603174603,0.44891508711521494,0.01938619304714248,0.6671220890428654
50,0.16789591620177696,0.9502583166637443,3.158747911453247,0.46482082732082736,0.46825396825396826,0.4550021823503832,0.01613527126678957,0.5096186077783978
51,0.16876227743346597,0.945450624356052,3.2432451248168945,0.4509319384319385,0.4523809523809524,0.4480385127839361,0.018181843121762794,0.6493308254019924
52,0.1644993707819773,0.950289739489285,3.1446752548217773,0.46343193843193853,0.46825396825396826,0.45924872385235943,0.01978055592134141,0.6682655697777158
53,0.1671342759195991,0.945450624356052,3.3168892860412598,0.4439874939874941,0.4444444444444444,0.4393088895806287,0.021078181239575104,0.7414352982132523
54,0.1610755252807358,0.9484378876374328,3.185283660888672,0.46482082732082736,0.46825396825396826,0.4599425152142543,0.01991223882890001,0.6500407223979001
55,0.15880545891705972,0.9485963983351594,3.221757650375366,0.45787638287638294,0.4603174603174603,0.4497709235209235,0.020388217671846193,0.6177905047381366
56,0.1522367293986519,0.9534355134683921,3.20085072517395,0.47176527176527183,0.47619047619047616,0.46556411583585483,0.02243753292072689,0.782013181656126
57,0.14986941315836422,0.9534355134683921,3.2259743213653564,0.45787638287638294,0.4603174603174603,0.45293982942320526,0.023759162935650953,0.7414751809740824
58,0.14767973864909498,0.9502606223218028,3.2255992889404297,0.45787638287638294,0.4603174603174603,0.4501698709786944,0.02575978294267404,0.771616294901207
59,0.14688871821417457,0.9582443915430859,3.2181966304779053,0.45787638287638294,0.4603174603174603,0.45392318323903996,0.027456572074444737,0.8650837247333829
60,0.14456449610641203,0.9518015265402875,3.1836049556732178,0.46482082732082736,0.46825396825396826,0.4593669061827628,0.027382500438943025,0.8414644917483052
61,0.1408713235809963,0.9582746286016249,3.2599005699157715,0.4509319384319385,0.4523809523809524,0.44360941346235455,0.030499681766306734,0.9218241373697916
