epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,conjunction_firing_fraction,residual_mean_abs_logit
0,0.35834612898695284,0.881225729729513,2.6641786098480225,0.5133357383357383,0.5079365079365079,0.49878986094823613,0.4809670189184444,0.0
1,1.757263331733349,0.6877187905870193,3.6730456352233887,0.40179172679172676,0.3888888888888889,0.3513502280462841,0.3631725430164165,3.632986240286045
2,0.9281102421977229,0.7689283083103344,2.5725035667419434,0.4782828282828282,0.47619047619047616,0.4622024988018636,0.12630242625757176,0.6448618570963541
3,0.3694972107876188,0.8753271765760577,2.6776211261749268,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.019077561232552016,0.17510094213738012
4,0.3564336910305253,0.8828876480580979,2.6728086471557617,0.4994468494468494,0.49206349206349204,0.4820842101091915,0.003962832499341586,0.05931547457578952
5,0.3572784500154899,0.8812850839555338,2.6702535152435303,0.4994468494468494,0.49206349206349204,0.4820842101091915,0.0025719317882538844,0.0477124673348886
6,0.35692557907966244,0.8812850839555338,2.6700146198272705,0.4994468494468494,0.49206349206349204,0.4827562285973019,0.003099349266965148,0.06333409163056228
7,0.35621981099632644,0.8828876480580979,2.6710002422332764,0.4994468494468494,0.49206349206349204,0.4827562285973019,0.00382703450092178,0.0819789139682023
8,0.35519614266856814,0.8828876480580979,2.6733181476593018,0.4994468494468494,0.49206349206349204,0.4827562285973019,0.004424408524273549,0.09975303165496342
9,0.3542007366371647,0.8828876480580979,2.6784355640411377,0.4855579605579606,0.47619047619047616,0.46768605960806103,0.005323555877447107,0.12583801229164082
10,0.3534740045435868,0.8882639921441194,2.68485951423645,0.4855579605579606,0.47619047619047616,0.46768605960806103,0.005942191203581775,0.14597740375175677
11,0.35296610700489117,0.8867207822675761,2.6901402473449707,0.4855579605579606,0.47619047619047616,0.46768605960806103,0.006145202352734615,0.15831419525953827
12,0.3519341631723558,0.8883233463701403,2.6914594173431396,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.005977855324378896,0.1642627514228619
13,0.3511865076427821,0.8883233463701403,2.6938982009887695,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.006237106048634887,0.17486675201900423
14,0.35090813143323085,0.8883233463701403,2.691183090209961,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.006158233473795101,0.18052709670293898
15,0.35021131168954756,0.8883233463701403,2.691682815551758,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.006114339171275568,0.18529696187014302
16,0.34978626927492334,0.8899259104727043,2.69521164894104,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.006337239926257572,0.19511328803168404
17,0.3492988315691431,0.8899259104727043,2.6915132999420166,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.006204871170222105,0.1911657626035983
18,0.3486017430916095,0.8898665562466835,2.689868211746216,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.006428457773680976,0.19789882437892692
19,0.34780613223985224,0.8898665562466835,2.6915407180786133,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.00643325871301905,0.20242483149129878
20,0.3473104799163116,0.8915018000878097,2.69096302986145,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.006246022078834167,0.20141918444759632
21,0.34664678501795576,0.8915018000878097,2.6946558952331543,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.006834480071986656,0.21024722144717262
22,0.3454144607825452,0.8915018000878097,2.7008912563323975,0.4855579605579606,0.47619047619047616,0.4715833890911291,0.007256962733737161,0.2257226207268932
23,0.3448601091174784,0.8915018000878097,2.70558500289917,0.4855579605579606,0.47619047619047616,0.4727042467909341,0.007204152401018348,0.2346303626973793
24,0.34397750780012026,0.893195141241935,2.7030420303344727,0.4925024050024051,0.48412698412698413,0.47728644947160875,0.006926383767886928,0.22719440762958829
25,0.3445659810212311,0.8931357870159142,2.6977574825286865,0.49944684944684953,0.49206349206349204,0.4862045781265795,0.006159605170748837,0.21336001441592262
26,0.34292337662586864,0.8963409152210424,2.707371950149536,0.492502405002405,0.48412698412698413,0.48162237544590486,0.007215811825125098,0.24721882330677497
27,0.34186998968895865,0.8947662825189587,2.71036958694458,0.492502405002405,0.48412698412698413,0.48162237544590486,0.007676016153103327,0.2572064273571842
28,0.34084421580917046,0.8931951412419351,2.7112252712249756,0.4855579605579606,0.47619047619047616,0.4727042467909341,0.007945554604512335,0.25567086033089453
