split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
train_raw,0.3835616438356164,0.3752671997143387,0.3625785904316177,0.36922317102283975,1.8044121316215944
val_raw,0.47244094488188976,0.4653138528138529,0.4530726542575059,0.4548923123178578,1.7560324668884277
test_raw,0.2992125984251969,0.2800925925925926,0.2442278108851457,0.256124728099228,2.3721210956573486
test_reconstruction,0.29133858267716534,0.26746632996632996,0.2193428622794585,0.23782046288243022,2.177481174468994
