CNN_test_balanced_accuracy,CNN_test_accuracy,CNN_test_macro_f1,kNN_selected_k,kNN_test_balanced_accuracy,kNN_test_accuracy,kNN_test_macro_f1,prototype_test_balanced_accuracy,prototype_test_accuracy,prototype_test_macro_f1,linear_probe_test_balanced_accuracy,linear_probe_test_accuracy,linear_probe_test_macro_f1,retrieval_macro_mAP,retrieval_micro_mAP,SameLabel_macro_at_1,SameLabel_micro_at_1,D_intra_macro,D_inter_centroids,D_inter_over_D_intra,NMI_arithmetic,ARI,silhouette_macro,silhouette_micro
0.1613997113997114,0.16666666666666666,0.1341923110825666,15,0.1829906204906205,0.19047619047619047,0.17595794267984086,0.235551948051948,0.23809523809523808,0.20848576374892167,0.1379148629148629,0.14285714285714285,0.103056884635832,0.13037718178519886,0.13274160156716175,0.09558080808080809,0.10317460317460317,0.037578881555940025,0.012892508879303932,0.3430785682050976,0.3500829801346168,0.0719949196139653,-0.259324749772303,-0.2672305838103439
