kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,1.5473331212997437,0.3500829801346168,0.0719949196139653,-0.2672305838103439,-0.259324749772303,126
