D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.03199071256478873,0.023237131536006927,0.7263711768914147,0.2305495430495431,0.2440944881889764,0.17981739000045638
