k,same_label_micro,same_label_macro
1,0.25984251968503935,0.25297619047619047
3,0.25196850393700787,0.2446588904922238
5,0.22204724409448817,0.21504329004329004
10,0.1968503937007874,0.19016955266955263
20,0.1720472440944882,0.16642316017316017
50,0.1604724409448819,0.15523208273208275
