stage,gain,balanced_accuracy
fine,1.681792830507429,0.40107022607022597
fine,1.4142135623730951,0.3996813371813372
coarse,2.0,0.3918109668109668
coarse,1.0,0.38840788840788837
fine,2.378414230005442,0.3785533910533911
coarse,0.25,0.36958874458874463
coarse,0.5,0.3583152958152959
coarse,0.125,0.3359126984126984
fine,2.8284271247461903,0.3334776334776335
coarse,0.0625,0.2978174603174603
coarse,4.0,0.28519721019721017
coarse,8.0,0.24226791726791727
coarse,16.0,0.21818783068783068
