stage,gain,balanced_accuracy
fine,0.8408964152537145,0.4403860028860029
fine,0.7071067811865476,0.4387025012025012
coarse,1.0,0.43344155844155846
fine,1.189207115002721,0.41892135642135636
coarse,0.5,0.410588023088023
fine,1.4142135623730951,0.40890452140452144
coarse,0.25,0.39467893217893213
coarse,2.0,0.38420514670514666
coarse,0.125,0.3669011544011543
coarse,0.0625,0.343951418951419
coarse,4.0,0.2247474747474747
coarse,8.0,0.20054112554112555
coarse,16.0,0.19485930735930734
