stage,gain,balanced_accuracy
fine,0.8408964152537145,0.4523268398268398
coarse,1.0,0.44971139971139973
fine,1.189207115002721,0.44832251082251084
fine,0.7071067811865476,0.4470658970658971
coarse,0.5,0.43612313612313613
fine,1.4142135623730951,0.4281204906204907
coarse,0.25,0.4271584896584897
coarse,0.125,0.3916726791726792
coarse,2.0,0.3601972101972102
coarse,0.0625,0.3486171236171236
coarse,4.0,0.23555194805194804
coarse,8.0,0.21868686868686868
coarse,16.0,0.1722222222222222
