stage,gain,balanced_accuracy
fine,0.8408964152537145,0.4197570947570947
coarse,1.0,0.4197570947570947
fine,1.189207115002721,0.4197570947570947
fine,0.7071067811865476,0.4128126503126503
coarse,0.5,0.393963443963444
fine,1.4142135623730951,0.39303751803751813
coarse,0.25,0.365554353054353
coarse,2.0,0.3444264069264069
coarse,0.125,0.26396103896103895
coarse,0.0625,0.2169011544011544
coarse,4.0,0.20559163059163058
coarse,8.0,0.13432539682539682
coarse,16.0,0.12949735449735447
