label_idx,label,test_samples,intra_cosine_distance
0,A,11,0.05147390905301619
1,B,9,0.03186953233930312
2,C,12,0.05758433193453483
3,D,11,0.042524089449443636
4,E,12,0.04822890688180037
5,G,12,0.04165004589372567
6,H,12,0.062072859157425775
7,I,11,0.061853634669029045
8,J,12,0.061853453303644
9,K,12,0.05610916919238507
10,L,6,0.06895836928523191
11,X,7,0.06043006056296729
