D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.05371736347687558,0.05259174481034279,0.9790455339827616,0.3218795093795094,0.33858267716535434,0.3080170588448957
