k,same_label_micro,same_label_macro
1,0.2992125984251969,0.2847222222222222
3,0.30446194225721784,0.2879890171556838
5,0.305511811023622,0.2880711880711881
10,0.2968503937007874,0.28332732082732076
20,0.28307086614173227,0.2720643939393939
50,0.2656692913385827,0.25711519961519963
