D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.07517550688482974,0.028726691380143166,0.382128336344587,0.36081048581048586,0.3779527559055118,0.31901776384535
