k,same_label_micro,same_label_macro
1,0.6456692913385826,0.6357924482924483
3,0.6509186351706037,0.6397206188872855
5,0.6472440944881889,0.6378607503607504
10,0.6440944881889764,0.6356090668590669
20,0.6338582677165354,0.6247113997113998
50,0.5705511811023622,0.5602386964886966
