kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,6.5893707275390625,0.722913654694956,0.5253176145334353,0.14802837935647017,0.14502002186075538,127
