epoch,split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
1,train,0.167427701674277,0.15858516257816935,0.12417897288854722,0.130354198826761,2.3939268084602996
1,val,0.09448818897637795,0.08333333333333333,0.014705882352941178,0.01667438628994905,2.45524525642395
2,train,0.258751902587519,0.24532930016509688,0.1782484791574096,0.18664152496244418,2.195720641036012
2,val,0.14173228346456693,0.12777777777777777,0.06436925647451963,0.06773626980837923,2.391472339630127
3,train,0.3226788432267884,0.31269129535958834,0.2599028468094256,0.26686352339064473,2.0774199944471476
3,val,0.25984251968503935,0.23611111111111108,0.15099715099715103,0.1624604616730601,2.2650249004364014
4,train,0.3744292237442922,0.3619009796590156,0.3312711223529651,0.34444370667742086,1.9842712222350425
4,val,0.3228346456692913,0.31388888888888894,0.23851624281731812,0.24230546450510893,2.1398568153381348
5,train,0.4490106544901065,0.42943911220755454,0.4067122640826644,0.4213528955436758,1.8929028872122684
5,val,0.30708661417322836,0.29823232323232324,0.2566183732245439,0.25900170617720675,2.082291603088379
6,train,0.4444444444444444,0.4243583110553862,0.3910765135044844,0.4068712742128101,1.8203409442074223
6,val,0.3779527559055118,0.3527777777777778,0.28505414495999476,0.29787720921174354,1.9594635963439941
7,train,0.4657534246575342,0.44453965076397073,0.40512463228969947,0.42012952244980256,1.7522993461545018
7,val,0.5196850393700787,0.49469696969696964,0.46349696356275305,0.4846695782460391,1.8135881423950195
8,train,0.4961948249619482,0.47521251655838137,0.4462018776005386,0.4622907033502414,1.6800674608308974
8,val,0.4566929133858268,0.4371843434343434,0.400231862458245,0.4091289784053491,1.751257061958313
9,train,0.5722983257229832,0.5522446929416042,0.5416785574807731,0.554105897146518,1.602232608439534
9,val,0.4330708661417323,0.4114357864357865,0.37436977521415477,0.38238584545534104,1.7928731441497803
10,train,0.5981735159817352,0.5797067773250881,0.5674042380457994,0.5770884984394985,1.5466726339752452
10,val,0.5433070866141733,0.5283459595959595,0.4918547139135374,0.5005622137627695,1.5710527896881104
11,train,0.634703196347032,0.6219982483588378,0.6274363093896453,0.6325082597159355,1.4815664824829797
11,val,0.6062992125984252,0.5986471861471861,0.5455367246501092,0.5455898372667409,1.5536870956420898
12,train,0.6636225266362252,0.6527386899243354,0.6553881418316643,0.6586803527494849,1.4217554127607535
12,val,0.5196850393700787,0.5006313131313131,0.4638459171547407,0.4767109993603741,1.5552340745925903
13,train,0.6788432267884322,0.662123504754283,0.6628486973785214,0.6720041722376662,1.3544905390732183
13,val,0.47244094488188976,0.4536616161616161,0.4419652472284051,0.4506432923341336,1.5661956071853638
14,train,0.6894977168949772,0.674380880162408,0.6762489126292367,0.683103905949964,1.3136563678491786
14,val,0.4645669291338583,0.4365259740259741,0.3920050961544484,0.41129670643913024,1.5483074188232422
15,train,0.7016742770167428,0.6849824954086446,0.6889821745135305,0.6962868859182975,1.2693638808832501
15,val,0.4645669291338583,0.46029040404040406,0.41259353012607586,0.41336064308258474,1.6265159845352173
16,train,0.7229832572298326,0.7117159193415885,0.7141035707793373,0.7186004402572913,1.2193182505429063
16,val,0.5118110236220472,0.5049603174603176,0.4834533930122165,0.48288396025774444,1.4524062871932983
17,train,0.7321156773211568,0.7212327157218713,0.7203126466318226,0.7245947983410447,1.1742842211933804
17,val,0.48031496062992124,0.4635461760461761,0.4505064745196324,0.45312395161131175,1.4867188930511475
18,train,0.7549467275494672,0.7431551456465083,0.7447907438649018,0.7495901172491075,1.1335199193141594
18,val,0.5590551181102362,0.5403860028860029,0.5210828452566519,0.5318531845792132,1.397384762763977
19,train,0.7777777777777778,0.7668806798505009,0.7721153551467349,0.7756836561324421,1.0853694016893523
19,val,0.6299212598425197,0.6203373015873015,0.6080325452834922,0.610006555923646,1.3130784034729004
20,train,0.8143074581430746,0.8083121010526145,0.8122749275284519,0.8137033865938268,1.0280048857177955
20,val,0.5984251968503937,0.6103715728715728,0.6007575595448861,0.5888192195426649,1.3076401948928833
21,train,0.8051750380517504,0.799787570471255,0.8048609080307069,0.804798205123131,0.9996569457845238
21,val,0.4251968503937008,0.40999278499278496,0.3540151175540134,0.3567390560169825,1.6718299388885498
22,train,0.8203957382039574,0.8141787781839613,0.8190689397512821,0.8191437633993639,0.982629832067446
22,val,0.4566929133858268,0.4624368686868687,0.37588125024270536,0.3825103457523437,1.6027696132659912
23,train,0.8234398782343988,0.8191556488700654,0.8229492570830786,0.8228554938070823,0.9305043325758053
23,val,0.5590551181102362,0.5441468253968254,0.48880255846789034,0.4944015485786508,1.2971657514572144
24,train,0.8203957382039574,0.8140596168456183,0.817744639454323,0.8194532052237145,0.8945545351850025
24,val,0.5984251968503937,0.614033189033189,0.5913030934582658,0.5755508406879571,1.2823176383972168
25,train,0.8462709284627092,0.8427770992432223,0.8468597527501872,0.8468910678591031,0.8591144417881784
25,val,0.47244094488188976,0.4436868686868687,0.4014776701641108,0.42241037666901804,1.4361226558685303
