label_idx,label,test_samples,intra_cosine_distance
0,A,11,0.08193484754765257
1,B,9,0.04029938585591408
2,C,12,0.056726982212016774
3,D,11,0.05709797549183793
4,E,12,0.05836116077006359
5,G,12,0.049579640769624844
6,H,12,0.06068774883769856
7,I,11,0.08500796648682196
8,J,12,0.0773634245177518
9,K,12,0.0800265128735892
10,L,6,0.10424981761233665
11,X,7,0.07936235280185588
