kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,1.3438419103622437,0.2953342222107384,0.04097166888630395,-0.24313645211409288,-0.2391255431990842,126
