label_idx,label,test_samples,intra_cosine_distance
0,A,10,0.020698054023307266
1,B,10,0.02586544314797312
2,C,12,0.045040540278041274
3,D,11,0.04562764292477062
4,E,12,0.0136277566620292
5,G,10,0.019779542044997545
6,H,12,0.023249088103210025
7,I,11,0.05953328760914889
8,J,11,0.05030266977921294
9,K,12,0.027941004306309858
10,L,7,0.038412861913274754
11,X,8,0.020751554407421935
