k,same_label_micro,same_label_macro
1,0.2992125984251969,0.2958152958152958
3,0.2650918635170603,0.2584375501042167
5,0.2535433070866142,0.2452621452621452
10,0.23149606299212602,0.22349987974987975
20,0.2267716535433071,0.21921897546897548
50,0.18740157480314956,0.18150613275613278
