cv_mode,method,rotation,seed,split,user,n,accuracy,balanced_accuracy,macro_f1
cross_user,raw250_linear,2,37,train,user_1,60,1.0,1.0,1.0
cross_user,raw250_linear,2,37,train,user_10,33,1.0,1.0,1.0
cross_user,raw250_linear,2,37,train,user_11,44,1.0,1.0,1.0
cross_user,raw250_linear,2,37,train,user_12,42,1.0,1.0,1.0
cross_user,raw250_linear,2,37,train,user_15,42,1.0,1.0,1.0
cross_user,raw250_linear,2,37,train,user_18,30,1.0,1.0,1.0
cross_user,raw250_linear,2,37,train,user_19,42,1.0,1.0,1.0
cross_user,raw250_linear,2,37,train,user_2,44,1.0,1.0,1.0
cross_user,raw250_linear,2,37,train,user_20,42,1.0,1.0,1.0
cross_user,raw250_linear,2,37,train,user_4,44,1.0,1.0,1.0
cross_user,raw250_linear,2,37,train,user_6,50,1.0,1.0,1.0
cross_user,raw250_linear,2,37,train,user_9,40,1.0,1.0,1.0
cross_user,raw250_linear,2,37,val,user_0,22,0.5454545454545454,0.5416666666666666,0.525
cross_user,raw250_linear,2,37,val,user_14,41,0.7560975609756098,0.7569444444444443,0.7283068783068783
cross_user,raw250_linear,2,37,val,user_16,42,0.6904761904761905,0.6597222222222222,0.5908309283309284
cross_user,raw250_linear,2,37,val,user_3,63,0.7142857142857143,0.7208333333333333,0.6923902486402486
cross_user,raw250_linear,2,37,test,user_13,32,0.5625,0.5277777777777778,0.476984126984127
cross_user,raw250_linear,2,37,test,user_5,42,0.40476190476190477,0.3958333333333333,0.3756613756613756
cross_user,raw250_linear,2,37,test,user_7,55,0.509090909090909,0.4916666666666667,0.47980859010270765
cross_user,raw250_linear,2,37,test,user_8,43,0.7674418604651163,0.75,0.7262806637806637
