cv_mode,method,rotation,seed,split,user,n,accuracy,balanced_accuracy,macro_f1
within_user,raw250_linear,1,23,train,user_0,12,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_1,36,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_10,20,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_11,26,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_12,25,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_13,20,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_14,24,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_15,25,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_16,26,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_18,18,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_19,25,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_2,27,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_20,25,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_3,38,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_4,26,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_5,25,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_6,30,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_7,33,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_8,25,1.0,1.0,1.0
within_user,raw250_linear,1,23,train,user_9,24,1.0,1.0,1.0
within_user,raw250_linear,1,23,val,user_0,5,0.6,0.6,0.5
within_user,raw250_linear,1,23,val,user_1,12,0.8333333333333334,0.8181818181818182,0.7575757575757575
within_user,raw250_linear,1,23,val,user_10,7,0.2857142857142857,0.2857142857142857,0.2222222222222222
within_user,raw250_linear,1,23,val,user_11,9,0.3333333333333333,0.3333333333333333,0.20666666666666664
within_user,raw250_linear,1,23,val,user_12,8,0.5,0.5,0.36666666666666664
within_user,raw250_linear,1,23,val,user_13,6,0.6666666666666666,0.6666666666666666,0.5238095238095238
within_user,raw250_linear,1,23,val,user_14,8,0.75,0.75,0.6
within_user,raw250_linear,1,23,val,user_15,9,0.5555555555555556,0.5555555555555556,0.4666666666666667
within_user,raw250_linear,1,23,val,user_16,8,0.875,0.875,0.8333333333333333
within_user,raw250_linear,1,23,val,user_18,6,0.3333333333333333,0.3333333333333333,0.23809523809523808
within_user,raw250_linear,1,23,val,user_19,8,0.625,0.625,0.5
within_user,raw250_linear,1,23,val,user_2,8,0.75,0.75,0.6875
within_user,raw250_linear,1,23,val,user_20,8,0.875,0.875,0.8333333333333333
within_user,raw250_linear,1,23,val,user_3,12,0.9166666666666666,0.9090909090909091,0.8787878787878788
within_user,raw250_linear,1,23,val,user_4,9,0.8888888888888888,0.8888888888888888,0.8518518518518519
within_user,raw250_linear,1,23,val,user_5,8,0.25,0.25,0.2222222222222222
within_user,raw250_linear,1,23,val,user_6,10,0.5,0.5,0.4242424242424242
within_user,raw250_linear,1,23,val,user_7,11,0.7272727272727273,0.7272727272727273,0.6363636363636364
within_user,raw250_linear,1,23,val,user_8,9,0.8888888888888888,0.8888888888888888,0.8
within_user,raw250_linear,1,23,val,user_9,8,0.375,0.375,0.2727272727272727
within_user,raw250_linear,1,23,test,user_0,5,1.0,1.0,1.0
within_user,raw250_linear,1,23,test,user_1,12,0.9166666666666666,0.9090909090909091,0.890909090909091
within_user,raw250_linear,1,23,test,user_10,6,0.8333333333333334,0.8333333333333334,0.7777777777777777
within_user,raw250_linear,1,23,test,user_11,9,0.4444444444444444,0.4444444444444444,0.2833333333333333
within_user,raw250_linear,1,23,test,user_12,9,0.4444444444444444,0.4444444444444444,0.3333333333333333
within_user,raw250_linear,1,23,test,user_13,6,0.8333333333333334,0.8333333333333334,0.7777777777777777
within_user,raw250_linear,1,23,test,user_14,9,0.6666666666666666,0.6666666666666666,0.55
within_user,raw250_linear,1,23,test,user_15,8,0.625,0.625,0.4666666666666666
within_user,raw250_linear,1,23,test,user_16,8,1.0,1.0,1.0
within_user,raw250_linear,1,23,test,user_18,6,0.3333333333333333,0.3333333333333333,0.20833333333333331
within_user,raw250_linear,1,23,test,user_19,9,1.0,1.0,1.0
within_user,raw250_linear,1,23,test,user_2,9,0.5555555555555556,0.5555555555555556,0.5
within_user,raw250_linear,1,23,test,user_20,9,0.7777777777777778,0.7777777777777778,0.7
within_user,raw250_linear,1,23,test,user_3,13,0.5384615384615384,0.5416666666666666,0.5138888888888888
within_user,raw250_linear,1,23,test,user_4,9,0.8888888888888888,0.8888888888888888,0.8518518518518517
within_user,raw250_linear,1,23,test,user_5,9,0.3333333333333333,0.3333333333333333,0.19444444444444442
within_user,raw250_linear,1,23,test,user_6,10,0.7,0.7,0.5833333333333334
within_user,raw250_linear,1,23,test,user_7,11,0.7272727272727273,0.7272727272727273,0.6969696969696969
within_user,raw250_linear,1,23,test,user_8,9,0.7777777777777778,0.7777777777777778,0.6363636363636364
within_user,raw250_linear,1,23,test,user_9,8,0.625,0.625,0.5208333333333333
