cv_mode,method,rotation,seed,split,user,n,accuracy,balanced_accuracy,macro_f1
within_user,a2_234x234,3,53,train,user_0,14,1.0,1.0,1.0
within_user,a2_234x234,3,53,train,user_1,36,1.0,1.0,1.0
within_user,a2_234x234,3,53,train,user_10,19,0.9473684210526315,0.9545454545454546,0.9515151515151515
within_user,a2_234x234,3,53,train,user_11,27,0.6296296296296297,0.5833333333333334,0.5587301587301589
within_user,a2_234x234,3,53,train,user_12,25,0.96,0.9583333333333334,0.9555555555555556
within_user,a2_234x234,3,53,train,user_13,18,0.9444444444444444,0.95,0.9333333333333332
within_user,a2_234x234,3,53,train,user_14,25,1.0,1.0,1.0
within_user,a2_234x234,3,53,train,user_15,25,0.88,0.8888888888888888,0.8714285714285714
within_user,a2_234x234,3,53,train,user_16,25,0.96,0.9722222222222222,0.9714285714285715
within_user,a2_234x234,3,53,train,user_18,18,1.0,1.0,1.0
within_user,a2_234x234,3,53,train,user_19,26,1.0,1.0,1.0
within_user,a2_234x234,3,53,train,user_2,26,1.0,1.0,1.0
within_user,a2_234x234,3,53,train,user_20,25,0.96,0.9545454545454546,0.9567099567099567
within_user,a2_234x234,3,53,train,user_3,38,0.9473684210526315,0.9305555555555555,0.9317460317460319
within_user,a2_234x234,3,53,train,user_4,27,0.9259259259259259,0.9166666666666666,0.8958333333333334
within_user,a2_234x234,3,53,train,user_5,25,0.96,0.9583333333333334,0.9603174603174603
within_user,a2_234x234,3,53,train,user_6,30,0.9,0.9027777777777777,0.9039682539682539
within_user,a2_234x234,3,53,train,user_7,33,0.9393939393939394,0.9305555555555555,0.9347222222222222
within_user,a2_234x234,3,53,train,user_8,26,1.0,1.0,1.0
within_user,a2_234x234,3,53,train,user_9,24,0.8333333333333334,0.8472222222222222,0.8436507936507937
within_user,a2_234x234,3,53,val,user_0,4,0.75,0.75,0.6
within_user,a2_234x234,3,53,val,user_1,12,0.75,0.7272727272727273,0.6818181818181818
within_user,a2_234x234,3,53,val,user_10,7,0.42857142857142855,0.42857142857142855,0.2962962962962963
within_user,a2_234x234,3,53,val,user_11,8,0.5,0.5,0.3833333333333333
within_user,a2_234x234,3,53,val,user_12,8,0.5,0.5,0.3888888888888889
within_user,a2_234x234,3,53,val,user_13,7,0.7142857142857143,0.7142857142857143,0.5833333333333333
within_user,a2_234x234,3,53,val,user_14,8,0.75,0.75,0.6296296296296295
within_user,a2_234x234,3,53,val,user_15,8,0.5,0.5,0.3888888888888889
within_user,a2_234x234,3,53,val,user_16,9,0.3333333333333333,0.3333333333333333,0.22727272727272727
within_user,a2_234x234,3,53,val,user_18,6,0.6666666666666666,0.6666666666666666,0.5238095238095238
within_user,a2_234x234,3,53,val,user_19,8,0.625,0.625,0.55
within_user,a2_234x234,3,53,val,user_2,9,0.5555555555555556,0.5555555555555556,0.4333333333333333
within_user,a2_234x234,3,53,val,user_20,9,0.5555555555555556,0.5555555555555556,0.4666666666666666
within_user,a2_234x234,3,53,val,user_3,13,0.7692307692307693,0.75,0.6666666666666666
within_user,a2_234x234,3,53,val,user_4,8,0.75,0.75,0.6296296296296295
within_user,a2_234x234,3,53,val,user_5,8,0.625,0.625,0.5208333333333333
within_user,a2_234x234,3,53,val,user_6,10,0.7,0.7,0.6333333333333333
within_user,a2_234x234,3,53,val,user_7,11,0.45454545454545453,0.45454545454545453,0.3636363636363636
within_user,a2_234x234,3,53,val,user_8,9,0.6666666666666666,0.6666666666666666,0.55
within_user,a2_234x234,3,53,val,user_9,8,0.125,0.125,0.07407407407407407
within_user,a2_234x234,3,53,test,user_0,4,0.5,0.5,0.3333333333333333
within_user,a2_234x234,3,53,test,user_1,12,0.75,0.7727272727272727,0.7272727272727273
within_user,a2_234x234,3,53,test,user_10,7,0.7142857142857143,0.7142857142857143,0.5833333333333333
within_user,a2_234x234,3,53,test,user_11,9,0.2222222222222222,0.2222222222222222,0.13999999999999999
within_user,a2_234x234,3,53,test,user_12,9,0.6666666666666666,0.6666666666666666,0.574074074074074
within_user,a2_234x234,3,53,test,user_13,7,0.42857142857142855,0.42857142857142855,0.34285714285714286
within_user,a2_234x234,3,53,test,user_14,8,0.5,0.5,0.37037037037037035
within_user,a2_234x234,3,53,test,user_15,9,0.4444444444444444,0.4444444444444444,0.3333333333333333
within_user,a2_234x234,3,53,test,user_16,8,0.625,0.625,0.5208333333333333
within_user,a2_234x234,3,53,test,user_18,6,0.5,0.5,0.3333333333333333
within_user,a2_234x234,3,53,test,user_19,8,0.375,0.375,0.25
within_user,a2_234x234,3,53,test,user_2,9,0.7777777777777778,0.7777777777777778,0.6666666666666666
within_user,a2_234x234,3,53,test,user_20,8,0.375,0.375,0.2424242424242424
within_user,a2_234x234,3,53,test,user_3,12,0.6666666666666666,0.6363636363636364,0.5
within_user,a2_234x234,3,53,test,user_4,9,0.6666666666666666,0.6666666666666666,0.5925925925925926
within_user,a2_234x234,3,53,test,user_5,9,0.5555555555555556,0.5555555555555556,0.4333333333333333
within_user,a2_234x234,3,53,test,user_6,10,0.5,0.5,0.39999999999999997
within_user,a2_234x234,3,53,test,user_7,11,0.2727272727272727,0.2727272727272727,0.2222222222222222
within_user,a2_234x234,3,53,test,user_8,8,0.75,0.75,0.6296296296296295
within_user,a2_234x234,3,53,test,user_9,8,0.625,0.625,0.4666666666666666
